Wohnungen in Wien, 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dwellings in Vienna, 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE_2;SUB_DISTRICT_CODE_4;DISTRICT_CODE;SUB_DISTRICT_CODE;WHG_WSA_MITHWS;WHG_WSA_OHNEHWS;WHG_NOC_1;WHG_NOC_2;WHG_NOC_3BIS5;WHG_NOC_6BIS;WHG_NOC_ENTFAELLT;WHG_RECHTSVERH_GEBEIG;WHG_RECHTSVERH_WOHNEIG;WHG_RECHTSVERH_HAUPTM;WHG_RECHTSVERH_SONSTIGE;WHG_NOR_1;WHG_NOR_2;WHG_NOR_3BIS5;WHG_NOR_6BIS;WHG_NTZFL_BIS44;WHG_NTZFL_45BIS59;WHG_NTZFL_60BIS89;WHG_NTZFL_90BIS129;WHG_NTZFL_130BIS;WHG_BEHEIZ_ZENTRAL;WHG_BEHEIZ_NICHTZENTRAL;WHG_BAD_BADDUSCHE;WHG_BAD_KEINBADDUSCHE;WHG_TOI_WASSERTOILETTE;WHG_TOI_KEINWASSERTOILETTE;WHG_WSS_WASSER;WHG_WSS_KEINWASSER;WHG_AUSST_A;WHG_AUSST_B;WHG_AUSST_C;WHG_AUSST_D;WHG_TYP_WOHNGEB;WGH_TYP_ANDEREGEB;WHG_EIGENTOBJ_PRIVAT;WHG_EIGENTOBJ_OEFEENTL;WHG_EIGENTOBJ_GEMEINN;WHG_EIGENTOBJ_SONSTIGE;WHG_BAUPOBJ_BIS1918;WHG_BAUPOBJ_1919BIS1944;WHG_BAUPOBJ_1945BIS1960;WHG_BAUPOBJ_1961BIS1970;WHG_BAUPOBJ_1971BIS1980;WHG_BAUPOBJ_1981BIS1990;WHG_BAUPOBJ_1991BIS2000;WHG_BAUPOBJ_2001BIS;WHG_ANZWHGOBJ_1;WHG_ANZWHGOBJ_2;WHG_ANZWHGOBJ_3BIS5;WHG_ANZWHGOBJ_6BIS10;WHG_ANZWHGOBJ_11BIS20;WHG_ANZWHGOBJ_21MEHR
AT1;AT13;AT130;18;1802;91801;9180102;6922;1861;3399;1926;1539;58;1861;280;1243;6550;710;706;1384;5931;762;1525;1660;3075;1939;584;8155;628;8280;503;7871;912;8743;40;7281;342;248;912;8561;222;6553;970;222;1038;6248;779;335;550;400;192;79;200;29;38;298;1718;4606;2094
AT1;AT13;AT130;18;1803;91801;9180103;7669;1976;3961;2047;1570;91;1976;319;1451;7037;838;1321;1918;6005;401;2611;2574;3149;1039;272;8854;791;9015;630;8099;1546;9570;75;7568;347;184;1546;9413;232;7071;1248;357;969;5828;928;761;541;673;418;143;353;32;52;366;2001;5361;1833
AT1;AT13;AT130;18;1804;91801;9180104;4820;1221;2515;1268;994;43;1221;435;996;4164;446;519;1008;3996;518;1156;1313;1990;1149;433;5776;265;5797;244;5769;272;6034;7;5428;178;163;272;5962;79;3886;1262;445;448;2658;881;988;501;416;198;215;184;168;176;611;2079;2516;491
AT1;AT13;AT130;18;1805;91801;9180105;3950;1207;1645;1128;1122;55;1207;1090;1358;2261;448;297;515;3414;931;570;652;1600;1353;982;5038;119;5093;64;5104;53;5154;3;4964;99;41;53;5099;58;3711;496;304;646;863;572;781;1010;771;441;353;366;1022;198;795;1799;993;350
AT1;AT13;AT130;19;1901;91901;9190101;2859;733;1320;837;670;32;733;650;776;1837;329;280;471;2349;492;451;826;966;801;548;3429;163;3512;80;3489;103;3581;11;3332;115;42;103;3432;160;2376;668;313;235;817;160;744;503;640;272;184;272;603;268;466;1180;827;248
AT1;AT13;AT130;19;1902;91901;9190102;4946;701;2410;1575;894;67;701;47;696;4557;347;642;937;3940;128;1206;1839;2125;430;47;5432;215;5452;195;5422;225;5636;11;5174;124;124;225;5618;29;1886;2495;932;334;753;1583;1265;645;885;488;5;23;16;6;42;376;2975;2232
AT1;AT13;AT130;19;1903;91901;9190103;183;63;127;38;18;0;63;9;41;171;25;122;34;85;5;123;31;76;14;2;246;0;246;0;246;0;246;0;246;0;0;0;133;113;56;3;110;77;5;1;1;0;1;0;238;0;7;0;3;0;0;236
AT1;AT13;AT130;19;1904;91901;9190104;6905;1607;3554;1882;1385;84;1607;210;1688;5887;727;811;1442;5634;625;1613;1748;3094;1501;556;8136;376;8284;228;8176;336;8501;11;7773;264;139;336;8385;127;4965;2021;444;1082;2880;1073;1809;1107;512;491;372;268;68;62;284;1590;4541;1967
AT1;AT13;AT130;19;1905;91901;9190105;3464;679;1677;964;769;54;679;316;948;2593;286;408;549;2619;567;669;952;1188;762;572;4055;88;4106;37;4116;27;4139;4;4011;80;25;27;4053;90;2254;1305;296;288;536;376;1693;437;423;130;197;351;305;102;407;1820;1253;256
AT1;AT13;AT130;19;1906;91901;9190106;2294;600;1013;640;598;43;600;633;737;1223;301;158;223;1864;649;243;289;846;771;745;2842;52;2852;42;2860;34;2890;4;2787;46;27;34;2813;81;2161;160;317;256;473;335;472;959;260;157;103;135;744;192;630;921;362;45
AT1;AT13;AT130;19;1907;91901;9190107;1351;366;567;401;357;26;366;332;479;734;172;131;138;1130;318;177;229;527;418;366;1675;42;1697;20;1699;18;1716;1;1655;33;11;18;1653;64;1317;134;191;75;402;82;86;538;213;115;188;93;285;166;336;696;234;0
AT1;AT13;AT130;19;1908;91901;9190108;6590;1098;3375;1815;1336;64;1098;218;1459;5351;660;742;1412;5165;369;1461;1819;3059;1113;236;7487;201;7491;197;7443;245;7683;5;7172;147;124;245;7474;214;3784;2673;797;434;1430;725;1210;1882;648;1041;502;250;92;64;246;1876;3757;1653
AT1;AT13;AT130;19;1909;91901;9190109;1767;615;820;479;436;32;615;198;750;1216;218;245;220;1422;495;325;284;630;519;624;2349;33;2369;13;2351;31;2381;1;2317;29;5;31;2331;51;1923;217;90;152;792;186;445;451;200;57;67;184;106;116;431;806;651;272
AT1;AT13;AT130;19;1910;91901;9190110;3888;1201;1601;1217;1015;55;1201;1099;955;2480;555;451;525;3360;753;637;925;1668;1077;782;4934;155;4985;104;5035;54;5082;7;4834;120;81;54;4876;213;2777;1252;722;338;297;635;456;1495;728;571;349;558;1573;254;609;1519;1022;112
AT1;AT13;AT130;20;2001;92001;9200101;3959;139;1791;1051;1043;74;139;15;89;3893;101;404;1088;2555;51;1080;1313;1190;508;7;4028;70;3938;160;3992;106;4096;2;3816;51;125;106;4094;4;791;2823;288;196;239;1317;1197;262;2;1;590;490;9;4;4;19;1845;2217
AT1;AT13;AT130;20;2002;92001;9200102;7440;1081;3622;1966;1707;145;1081;106;1044;6918;453;1383;2139;4838;161;3017;2118;2699;635;52;7864;657;7904;617;7129;1392;8469;52;6652;256;221;1392;8465;56;4227;2041;1496;757;3143;1614;790;841;724;130;602;677;11;4;8;74;2160;6264
AT1;AT13;AT130;20;2003;92001;9200103;6397;1276;2927;1802;1523;145;1276;157;1467;5515;534;1041;1543;4891;198;2136;2004;2618;822;93;6907;766;7228;445;6366;1307;7634;39;5936;308;122;1307;7651;22;5811;708;469;685;4582;216;626;527;683;644;193;202;17;12;15;341;2337;4951
AT1;AT13;AT130;20;2004;92001;9200104;3972;724;1751;1126;1007;88;724;22;561;3968;145;614;942;3073;67;1090;1052;1880;658;16;4605;91;4644;52;4516;180;4692;4;4457;46;13;180;4217;479;951;1734;1342;669;417;107;639;1030;1231;237;755;280;12;2;4;48;1202;3428
AT1;AT13;AT130;20;2005;92001;9200105;5376;1022;2522;1465;1279;110;1022;126;797;5018;457;974;1290;3987;147;1992;1645;2267;430;64;5684;714;5869;529;5151;1247;6336;62;4671;349;131;1247;6378;20;4732;1011;169;486;4258;235;376;879;240;40;304;66;9;4;58;518;2613;3196
AT1;AT13;AT130;20;2006;92001;9200106;4195;471;1944;1282;874;95;471;25;748;3579;314;508;855;3237;66;1000;1543;1856;257;10;4448;218;4525;141;4342;324;4651;15;4179;112;51;324;4652;14;1742;2455;315;154;686;310;903;2158;129;158;154;168;6;4;3;71;1829;2753
AT1;AT13;AT130;20;2007;92001;9200107;6243;519;2779;1856;1464;144;519;44;759;5681;278;597;1271;4819;75;1234;2238;2704;566;20;6521;241;6471;291;6408;354;6752;10;6075;149;184;354;6752;10;2089;2831;1299;543;975;1303;625;1539;812;218;647;643;13;4;9;137;3116;3483
AT1;AT13;AT130;20;2008;92001;9200108;2760;419;1275;853;582;50;419;38;731;2207;203;382;617;2110;70;821;709;1359;268;22;2979;200;3056;123;2799;380;3168;11;2705;77;17;380;3175;4;2040;30;1027;82;1269;72;0;772;662;236;1;167;5;2;7;23;553;2589
AT1;AT13;AT130;21;2101;92101;9210101;540;180;160;170;196;14;180;469;47;152;52;84;49;447;140;69;73;193;239;146;670;50;696;24;694;26;717;3;659;26;9;26;695;25;596;49;66;9;178;65;79;62;38;56;153;89;509;90;40;51;30;0
AT1;AT13;AT130;21;2102;92101;9210102;3105;233;1090;914;1049;52;233;619;272;2332;115;151;370;2392;425;218;408;1484;1004;224;3271;67;3310;28;3276;62;3334;4;3222;42;12;62;3301;37;1241;527;1554;16;310;160;118;101;90;59;2050;450;808;100;106;508;577;1239
AT1;AT13;AT130;21;2103;92101;9210103;2258;181;569;793;863;33;181;311;14;2060;54;64;183;1833;359;107;154;981;1069;128;2422;17;2429;10;2436;3;2439;0;2409;17;10;3;2423;16;415;1009;1013;2;2;31;56;84;80;1354;747;85;723;144;185;631;348;408
AT1;AT13;AT130;21;2104;92101;9210104;1767;422;569;648;516;34;422;1056;63;948;122;199;173;1452;365;265;272;785;650;217;2129;60;2121;68;2174;15;2188;1;2057;56;61;15;2185;4;1265;520;366;38;5;246;137;855;263;172;197;314;1339;114;72;378;286;0
AT1;AT13;AT130;21;2105;92101;9210105;7605;438;2536;2557;2207;305;438;701;379;6800;163;351;518;6674;500;497;939;4689;1737;181;7975;68;8022;21;8030;13;8039;4;7955;59;16;13;8028;15;1207;5891;921;24;11;105;117;2781;3759;746;149;375;1129;76;50;708;2391;3689
AT1;AT13;AT130;21;2106;92101;9210106;382;93;143;118;115;6;93;199;79;151;46;37;56;305;77;83;58;146;136;52;449;26;459;16;447;28;474;1;426;15;6;28;453;22;437;7;24;7;147;22;39;59;107;6;29;66;191;46;52;95;91;0
AT1;AT13;AT130;21;2107;92101;9210107;1638;237;728;516;375;19;237;274;338;1174;89;201;315;1260;99;308;374;809;310;74;1809;66;1842;33;1803;72;1869;6;1744;44;15;72;1858;17;1062;270;485;58;253;78;179;336;329;78;209;413;318;26;38;396;334;763
AT1;AT13;AT130;21;2108;92101;9210108;1205;342;420;465;293;27;342;487;45;962;53;178;208;1117;44;287;348;658;235;19;1538;9;1521;26;1526;21;1546;1;1499;7;20;21;1533;14;687;664;187;9;56;10;11;136;601;301;300;132;613;14;8;202;619;91
AT1;AT13;AT130;21;2109;92101;9210109;3197;248;1171;1104;872;50;248;690;150;2459;146;268;336;2428;413;251;667;957;1284;286;3384;61;3409;36;3408;37;3445;0;3329;52;27;37;3436;9;1000;2372;9;64;75;383;134;952;288;1515;50;48;836;134;21;533;984;937
AT1;AT13;AT130;21;2110;92101;9210110;2878;384;1666;726;453;33;384;295;64;2787;116;835;970;1404;53;1662;544;843;190;23;3180;82;2932;330;3152;110;3256;6;2807;52;293;110;3250;12;493;2312;427;30;119;427;1976;141;366;77;42;114;371;54;134;1661;649;393
AT1;AT13;AT130;21;2111;92101;9210111;2046;215;812;545;649;40;215;177;317;1679;88;97;297;1729;138;184;346;1207;437;87;2227;34;2223;38;2191;70;2258;3;2169;13;9;70;2228;33;686;462;861;252;207;37;160;114;112;70;1161;400;177;58;101;294;668;963
AT1;AT13;AT130;21;2112;92101;9210112;2856;248;808;829;1117;102;248;458;56;2496;94;128;256;2538;182;254;392;1787;575;96;3076;28;3058;46;3066;38;3099;5;3017;18;31;38;3099;5;734;2035;332;3;147;300;47;373;1461;51;175;550;538;50;104;400;540;1472
AT1;AT13;AT130;21;2113;92101;9210113;2071;207;718;648;687;18;207;585;214;1376;103;45;246;1777;210;66;256;928;795;233;2233;45;2263;15;2262;16;2277;1;2217;36;9;16;2256;22;1163;169;884;62;205;88;55;110;227;67;266;1260;602;126;245;263;561;481
AT1;AT13;AT130;21;2114;92101;9210114;2663;157;1339;813;467;44;157;154;69;2476;121;250;425;2058;87;489;1085;1052;133;61;2618;202;2810;10;2806;14;2820;0;2599;199;8;14;2808;12;372;2025;304;119;44;42;1041;785;811;71;13;13;166;38;72;1810;601;133
AT1;AT13;AT130;21;2115;92101;9210115;2098;146;882;684;505;27;146;176;150;1853;65;114;194;1779;157;152;458;1184;396;54;2218;26;2228;16;2226;18;2243;1;2203;17;6;18;2239;5;684;1051;497;12;62;51;74;1071;56;41;163;726;206;52;45;281;608;1052
AT1;AT13;AT130;21;2116;92101;9210116;1533;242;504;590;419;20;242;982;183;487;123;69;79;1307;320;92;115;666;614;288;1693;82;1743;32;1754;21;1769;6;1669;68;17;21;1757;18;1339;59;367;10;45;252;154;167;326;499;194;138;1130;128;87;275;155;0
AT1;AT13;AT130;21;2117;92101;9210117;3437;495;1714;1036;633;54;495;229;87;3490;126;554;775;2554;49;1142;1505;1139;120;26;3830;102;3721;211;3865;67;3928;4;3592;83;190;67;3925;7;549;3149;208;26;90;1231;1304;980;67;112;105;43;272;18;109;723;2530;280
AT1;AT13;AT130;21;2118;92101;9210118;3540;543;1636;1073;784;47;543;154;610;3060;259;512;755;2663;153;1053;946;1579;404;101;3894;189;3877;206;3654;429;4051;32;3498;89;67;429;4048;35;2048;842;1041;152;1223;335;594;863;262;418;123;265;57;50;212;989;2297;478
AT1;AT13;AT130;21;2119;92101;9210119;1434;213;598;455;345;36;213;169;101;1268;109;132;201;1257;57;222;217;868;304;36;1581;66;1592;55;1554;93;1647;0;1503;26;25;93;1631;16;592;362;687;6;238;115;37;249;58;743;12;195;202;20;82;234;432;677
AT1;AT13;AT130;21;2120;92101;9210120;828;70;394;224;204;6;70;18;89;762;29;72;206;604;16;172;200;454;61;11;883;15;876;22;842;56;895;3;828;9;5;56;886;12;325;24;55;494;357;6;17;85;1;1;222;209;14;12;9;41;319;503
AT1;AT13;AT130;21;2121;92101;9210121;3442;539;1860;908;621;53;539;50;455;3192;284;510;1051;2348;72;1383;1067;1283;206;42;3771;210;3699;282;3657;324;3972;9;3386;100;171;324;3957;24;1311;1708;802;160;1009;1334;639;641;141;35;118;64;24;14;32;424;2128;1359
AT1;AT13;AT130;21;2122;92101;9210122;4257;770;1950;1397;852;58;770;321;1014;3347;345;432;723;3710;162;769;1084;2192;854;128;4884;143;4873;154;4764;263;5013;14;4618;86;60;263;4865;162;2421;826;1561;219;847;155;864;981;900;911;73;296;280;32;122;553;2306;1734
AT1;AT13;AT130;21;2123;92101;9210123;5276;952;2566;1600;1041;69;952;169;1957;3570;532;636;1046;4375;171;1146;1611;2803;573;95;5992;236;6035;193;5782;446;6203;25;5623;119;40;446;6107;121;4206;763;791;468;1249;141;815;1577;1264;325;380;477;46;52;117;721;3214;2078
AT1;AT13;AT130;21;2124;92101;9210124;1717;192;674;589;436;18;192;305;264;1260;80;120;215;1475;99;180;282;969;396;82;1875;34;1888;21;1882;27;1909;0;1842;25;15;27;1828;81;820;309;682;98;91;80;48;54;382;634;133;487;407;44;32;112;510;804
AT1;AT13;AT130;21;2125;92101;9210125;1992;154;689;594;670;39;154;310;317;1459;60;79;293;1635;139;124;264;1040;616;102;2088;58;2121;25;2130;16;2141;5;2070;41;19;16;2087;59;780;484;782;100;46;206;72;29;19;22;1025;727;380;46;61;305;627;727
AT1;AT13;AT130;21;2126;92101;9210126;3515;503;1641;1057;789;28;503;89;361;3436;132;379;588;2798;253;760;1160;1594;458;46;3928;90;3871;147;3977;41;4015;3;3787;52;138;41;3861;157;810;1632;991;585;237;1133;108;432;306;468;677;657;59;36;86;339;2128;1370
AT1;AT13;AT130;21;2127;92101;9210127;645;246;223;212;195;15;246;683;44;91;73;84;58;566;183;107;80;226;286;192;823;68;853;38;866;25;887;4;799;45;22;25;882;9;817;39;4;31;21;142;178;115;96;101;93;145;701;124;66;0;0;0
AT1;AT13;AT130;21;2128;92101;9210128;138;31;65;40;27;6;31;23;1;142;3;24;47;95;3;75;41;45;6;2;149;20;162;7;139;30;169;0;132;5;2;30;168;1;152;2;14;1;65;74;0;0;0;15;3;12;16;0;0;0;61;92
AT1;AT13;AT130;21;2129;92101;9210129;82;148;18;34;30;0;148;185;1;24;20;155;19;51;5;174;4;45;5;2;230;0;204;26;205;25;230;0;184;0;21;25;230;0;216;11;1;2;0;2;16;26;11;6;0;169;230;0;0;0;0;0
AT1;AT13;AT130;21;2130;92101;9210130;5;11;4;0;1;0;11;7;0;4;5;3;1;11;1;3;1;6;5;1;16;0;16;0;15;1;16;0;15;0;0;1;6;10;10;0;0;6;7;0;0;1;5;2;1;0;8;4;4;0;0;0
AT1;AT13;AT130;22;2201;92201;9220101;850;122;246;280;308;16;122;521;139;259;53;27;47;709;189;25;134;194;473;146;900;72;960;12;961;11;968;4;895;60;6;11;957;15;766;48;151;7;70;129;47;81;55;112;250;228;650;58;107;17;24;116
AT1;AT13;AT130;22;2202;92201;9220102;1613;193;331;441;794;47;193;975;65;697;69;76;111;1221;398;132;151;588;742;193;1743;63;1801;5;1801;5;1804;2;1741;57;3;5;1791;15;1341;67;382;16;57;42;60;65;54;170;200;1158;1227;62;91;98;206;122
AT1;AT13;AT130;22;2203;92201;9220103;598;249;174;232;187;5;249;691;35;62;59;65;68;567;147;93;111;228;286;129;768;79;828;19;840;7;841;6;758;69;13;7;839;8;815;8;4;20;6;52;85;98;127;178;167;134;792;30;17;8;0;0
AT1;AT13;AT130;22;2204;92201;9220104;1676;336;510;556;582;28;336;1173;43;714;82;122;169;1411;310;155;182;777;664;234;1912;100;1979;33;1995;17;2005;7;1891;80;24;17;1998;14;1311;17;666;18;8;148;96;145;235;235;735;410;1296;50;19;233;376;38
AT1;AT13;AT130;22;2205;92201;9220105;2188;240;663;713;777;35;240;942;241;1161;84;73;229;1843;283;157;202;1064;847;158;2388;40;2423;5;2427;1;2428;0;2386;37;4;1;2420;8;1316;38;1040;34;9;155;20;47;84;172;1468;473;1390;60;98;483;397;0
AT1;AT13;AT130;22;2206;92201;9220106;4607;149;1336;1467;1650;154;149;737;49;3870;100;156;268;3917;415;214;363;2635;1401;143;4687;69;4740;16;4748;8;4756;0;4677;62;9;8;4749;7;810;2939;531;476;24;250;389;120;2224;1004;321;424;1210;42;278;661;622;1943
AT1;AT13;AT130;22;2207;92201;9220107;2006;212;590;683;702;31;212;822;229;1061;106;45;125;1589;459;64;202;827;872;253;2120;98;2206;12;2215;3;2216;2;2114;92;9;3;2208;10;1197;56;948;17;9;180;85;182;306;149;916;391;1188;130;144;409;174;173
AT1;AT13;AT130;22;2208;92201;9220108;6614;487;2178;2028;2215;193;487;536;521;5839;205;364;751;5629;357;558;964;4005;1445;129;7020;81;7070;31;7065;36;7094;7;6986;61;18;36;7031;70;1772;2725;2543;61;103;128;186;469;3179;1673;217;1146;823;96;148;354;651;5029
AT1;AT13;AT130;22;2209;92201;9220109;6066;545;2311;1901;1726;128;545;498;467;5308;338;460;665;5170;316;593;1172;3750;915;181;6556;55;6572;39;6556;55;6607;4;6516;26;14;55;6412;199;1410;2945;1959;297;159;73;205;1841;1771;1013;1055;494;558;96;102;1145;2751;1959
AT1;AT13;AT130;22;2210;92201;9220110;3127;323;1404;858;829;36;323;235;199;2804;212;132;427;2432;459;392;624;1678;643;113;3423;27;3443;7;3443;7;3446;4;3418;24;1;7;3439;11;435;657;1588;770;25;74;257;287;443;93;640;1631;311;40;23;178;468;2430
AT1;AT13;AT130;22;2211;92201;9220111;5862;959;2883;1807;1124;48;959;321;981;5192;327;704;1278;4590;249;1649;1835;2620;615;102;6647;174;6619;202;6528;293;6812;9;6308;98;122;293;6788;33;2367;2246;1273;935;873;1302;722;870;983;398;998;675;290;36;54;332;3041;3068
AT1;AT13;AT130;22;2212;92201;9220112;1360;267;435;420;445;60;267;534;58;964;71;98;140;1222;167;167;176;627;534;123;1549;78;1593;34;1570;57;1621;6;1496;52;22;57;1615;12;768;555;297;7;206;168;77;64;635;45;290;142;559;78;41;40;62;847
AT1;AT13;AT130;22;2213;92201;9220113;3333;235;1516;1058;716;43;235;30;468;2921;149;179;571;2740;78;541;773;1846;388;20;3531;37;3467;101;3494;74;3561;7;3403;19;72;74;3454;114;993;2024;477;74;248;502;39;1510;563;180;144;382;17;16;49;122;1321;2043
AT1;AT13;AT130;22;2214;92201;9220114;2374;62;846;870;626;32;62;60;50;2292;34;50;192;2031;163;86;460;1406;428;56;2379;57;2417;19;2435;1;2436;0;2363;54;18;1;2430;6;275;775;1386;0;7;1202;340;352;22;148;5;360;1465;8;58;326;345;234
AT1;AT13;AT130;22;2215;92201;9220115;4177;203;1727;1432;951;67;203;249;69;3913;149;257;355;3599;169;410;761;2765;326;118;4306;74;4335;45;4330;50;4375;5;4247;52;31;50;4364;16;514;2798;944;124;125;288;249;2866;345;160;259;88;358;52;88;1430;882;1570
AT1;AT13;AT130;22;2216;92201;9220116;544;46;189;234;113;8;46;63;6;494;27;8;40;521;21;24;175;320;57;14;574;16;588;2;583;7;588;2;571;12;0;7;584;6;108;281;189;12;14;19;35;277;149;16;14;66;84;4;10;187;98;207
AT1;AT13;AT130;22;2217;92201;9220117;793;764;256;292;235;10;764;1208;79;191;79;263;259;936;99;452;238;446;343;78;1408;149;1448;109;1500;57;1547;10;1299;127;74;57;1548;9;1393;39;40;85;15;420;288;150;117;69;88;410;1386;24;6;7;29;105
AT1;AT13;AT130;22;2218;92201;9220118;2787;99;1177;900;678;32;99;64;126;2648;48;153;382;2291;60;234;737;1445;447;23;2851;35;2881;5;2881;5;2884;2;2847;31;3;5;2883;3;369;1221;1292;4;8;8;62;1071;21;682;295;739;124;32;35;666;1167;862
AT1;AT13;AT130;22;2219;92201;9220119;2837;394;1327;839;626;45;394;126;479;2421;205;324;563;2242;102;598;905;1323;337;68;3077;154;3126;105;2941;290;3217;14;2847;72;22;290;3180;51;1592;874;701;64;866;258;269;1083;157;140;146;312;66;44;134;430;1777;780
AT1;AT13;AT130;22;2220;92201;9220120;1193;87;376;386;376;55;87;117;43;1074;46;66;68;971;175;86;101;717;314;62;1261;19;1269;11;1266;14;1279;1;1250;9;7;14;1266;14;270;768;201;41;108;33;19;770;19;190;25;116;245;36;29;41;616;313
AT1;AT13;AT130;22;2221;92201;9220121;896;107;348;281;254;13;107;442;62;432;67;34;179;632;158;37;92;410;323;141;969;34;995;8;1001;2;1003;0;960;33;8;2;995;8;745;17;237;4;7;97;97;137;62;51;43;509;491;74;28;67;43;300
AT1;AT13;AT130;22;2222;92201;9220122;2491;685;842;711;900;38;685;52;8;2639;477;614;300;2115;147;642;315;1419;752;48;3149;27;3169;7;3174;2;3175;1;3144;24;6;2;3125;51;216;1264;1679;17;25;342;304;12;331;7;1754;401;754;16;171;238;592;1405
AT1;AT13;AT130;22;2223;92201;9220123;1938;187;683;569;639;47;187;461;196;1381;87;99;268;1508;250;203;296;792;668;166;2071;54;2098;27;2069;56;2123;2;2023;34;12;56;2083;42;907;399;788;31;240;95;206;110;46;228;791;409;768;60;112;402;523;260
AT1;AT13;AT130;22;2224;92201;9220124;2543;119;878;780;846;39;119;404;225;1988;45;47;289;2114;212;66;223;1253;1011;109;2618;44;2649;13;2654;8;2660;2;2609;35;10;8;2650;12;845;205;1574;38;7;163;57;32;197;335;1331;540;1057;76;62;155;583;729
AT1;AT13;AT130;22;2225;92201;9220125;791;164;203;279;302;7;164;603;36;265;51;52;50;651;202;68;120;250;354;163;894;61;934;21;942;13;949;6;879;50;13;13;953;2;812;4;136;3;6;116;80;84;134;101;169;265;728;32;26;38;131;0
AT1;AT13;AT130;22;2226;92201;9220126;1563;451;424;533;576;30;451;1478;128;286;122;111;127;1352;424;161;168;509;888;288;1794;220;1965;49;1970;44;1999;15;1764;181;25;44;1998;16;1774;23;160;57;8;197;325;200;200;166;528;390;1791;90;80;53;0;0
AT1;AT13;AT130;22;2227;92201;9220127;2560;504;653;803;1066;38;504;1610;145;1205;104;185;269;2095;515;279;284;760;1355;386;2966;98;3036;28;3055;9;3060;4;2948;84;23;9;3048;16;1851;212;896;105;41;135;145;210;426;401;1002;704;2259;102;64;105;325;209
AT1;AT13;AT130;22;2228;92201;9220128;1539;125;508;456;544;31;125;565;215;813;71;55;173;1209;227;106;192;576;595;195;1634;30;1653;11;1659;5;1664;0;1626;26;7;5;1622;42;1011;97;524;32;37;123;145;90;92;118;427;632;810;50;99;401;256;48
AT1;AT13;AT130;22;2229;92201;9220129;1430;247;396;511;491;32;247;1090;76;406;105;42;67;1168;400;38;81;512;725;321;1595;82;1661;16;1668;9;1675;2;1586;71;11;9;1666;11;1299;8;352;18;25;188;114;197;220;232;463;238;1294;86;35;182;80;0
AT1;AT13;AT130;22;2230;92201;9220130;7;7;3;2;2;0;7;3;1;4;6;0;1;12;1;2;2;5;4;1;14;0;14;0;14;0;14;0;14;0;0;0;12;2;8;6;0;0;0;0;4;1;0;0;2;7;5;2;7;0;0;0
AT1;AT13;AT130;22;2231;92201;9220131;38;45;13;15;9;1;45;61;5;11;6;11;4;68;0;16;9;21;25;12;83;0;81;2;82;1;83;0;81;0;1;1;79;4;69;8;2;4;2;10;1;11;6;14;2;37;75;8;0;0;0;0
AT1;AT13;AT130;22;2232;92201;9220132;2053;274;936;514;565;38;274;48;854;1379;46;225;415;1638;49;201;451;1281;373;21;2304;23;2315;12;2325;2;2327;0;2291;22;12;2;2322;5;1107;37;1179;4;4;106;6;189;23;76;1784;139;130;6;0;0;17;2174
AT1;AT13;AT130;23;2301;92301;9230101;1135;134;458;332;333;12;134;156;325;698;90;70;180;942;77;144;274;542;257;52;1223;46;1256;13;1240;29;1265;4;1203;35;2;29;1248;21;782;228;220;39;216;19;161;307;50;198;79;239;153;46;89;560;302;119
AT1;AT13;AT130;23;2302;92301;9230102;2116;296;827;654;588;47;296;448;467;1323;174;151;364;1697;200;292;381;1075;491;173;2257;155;2326;86;2284;128;2386;26;2210;58;16;128;2331;81;1244;357;505;306;311;153;415;215;369;248;236;465;490;166;151;417;530;658
AT1;AT13;AT130;23;2303;92301;9230103;1710;593;673;616;394;27;593;1357;67;737;142;294;267;1395;347;419;416;585;591;292;2239;64;2181;122;2291;12;2301;2;2114;60;117;12;2292;11;1613;253;422;15;12;273;671;625;224;217;163;118;1397;192;135;299;160;120
AT1;AT13;AT130;23;2304;92301;9230104;3463;215;1396;999;1015;53;215;197;146;3189;146;234;349;2836;259;375;989;1805;450;59;3642;36;3662;16;3664;14;3675;3;3632;25;7;14;3601;77;501;1603;1253;321;151;40;83;1422;74;28;956;924;170;44;58;293;918;2195
AT1;AT13;AT130;23;2305;92301;9230105;3919;377;1386;1268;1156;109;377;676;342;3050;228;179;411;3312;394;275;614;2253;945;209;4175;121;4203;93;4246;50;4286;10;4078;95;73;50;4224;72;1544;1208;1469;75;179;86;304;861;1449;470;469;478;796;138;312;763;1380;907
AT1;AT13;AT130;23;2306;92301;9230106;447;100;200;139;99;9;100;143;26;318;60;51;78;364;54;91;122;194;92;48;516;31;526;21;529;18;546;1;490;23;16;18;512;35;260;77;187;23;87;45;96;107;32;32;102;46;161;36;52;194;104;0
AT1;AT13;AT130;23;2307;92301;9230107;4031;704;1697;1168;1089;77;704;379;647;3509;200;397;796;3316;226;856;963;2020;752;144;4514;221;4623;112;4518;217;4725;10;4385;102;31;217;4625;110;1739;1663;1087;246;879;214;534;666;439;473;773;757;416;134;254;1555;1160;1216
