NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;SPOE   ;OEVP   ;FPOE   ;BZOE   ;GRUE   ;FRANK  ;NEOS   ;SLP    ;PIRAT  ;WANDL  ;KPOE   ;                                                                                         
AT1;AT13;AT130;91401;4;9;5;14;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                         
AT1;AT13;AT130;91401;4;9;5;14;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                         
AT1;AT13;AT130;91401;4;9;5;14;70;0;33;0;15;1;6;0;2;5;3;0;0;0;1;                                                                                         
AT1;AT13;AT130;91401;4;9;5;14;71;0;7143;88;1951;1466;1018;171;1454;268;521;7;57;22;120;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;1;666;371;5;172;27;118;3;19;9;9;2;4;0;3;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;2;682;430;4;228;47;86;9;24;10;10;2;5;0;5;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;3;742;495;8;179;38;149;14;61;16;18;0;7;1;4;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;4;543;278;7;92;43;50;7;44;11;13;0;4;0;7;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;5;605;288;2;90;30;56;7;58;18;17;1;5;1;3;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;6;670;386;6;164;36;87;8;37;21;22;0;2;1;2;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;7;710;333;6;107;34;72;9;55;17;18;1;6;1;7;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;8;695;331;6;121;28;86;4;38;18;13;3;5;2;7;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;9;568;283;6;121;14;59;4;48;8;10;0;2;2;9;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;10;590;312;6;93;40;67;7;54;8;19;3;5;2;8;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;11;596;341;2;100;44;60;3;94;11;15;1;1;2;8;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;12;601;316;6;105;25;64;6;70;4;21;2;6;0;7;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;13;708;308;5;133;37;81;3;22;9;9;2;2;2;3;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;14;505;273;7;89;34;61;7;39;10;17;0;1;0;8;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;15;671;350;8;89;36;61;9;81;16;25;1;2;6;16;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;16;716;374;5;121;37;81;8;81;8;17;2;4;1;9;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;17;650;341;6;118;32;70;9;63;16;11;0;5;1;10;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;18;785;452;9;124;46;70;10;117;14;45;0;6;0;11;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;19;678;328;14;98;37;75;12;42;22;13;1;6;0;8;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;20;623;361;9;78;28;51;12;127;5;29;0;8;3;11;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;21;572;274;1;62;36;44;5;83;15;22;0;2;1;3;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;22;726;385;9;123;33;75;7;83;5;30;1;9;0;10;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;23;654;349;6;97;33;42;4;103;10;30;0;7;3;14;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;24;1408;591;5;159;58;64;8;196;20;57;1;4;2;17;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;25;743;354;5;110;28;46;9;102;10;23;1;10;1;9;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;26;540;278;1;80;30;50;6;66;9;21;0;5;0;10;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;27;485;249;4;65;44;41;2;54;12;21;0;1;1;4;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;28;459;240;4;50;25;30;3;88;10;18;0;5;0;7;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;29;581;299;11;126;24;51;1;50;9;16;0;4;3;4;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;30;640;347;7;94;42;42;5;103;15;27;1;3;0;8;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;31;608;346;4;102;40;72;5;85;15;8;0;3;1;11;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;32;535;300;3;89;31;38;9;84;6;24;0;5;2;9;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;33;564;262;3;71;21;47;6;64;18;19;0;7;1;5;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;34;690;381;9;122;39;71;8;82;14;18;1;4;1;12;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;35;622;347;10;143;29;56;7;53;16;24;1;4;0;4;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;36;978;475;5;180;40;90;10;82;13;35;0;5;1;14;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;37;502;256;3;106;16;45;6;44;11;12;0;9;1;3;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;38;446;222;5;55;24;42;4;53;4;20;0;3;2;10;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;39;654;353;3;113;40;67;1;77;10;29;0;3;0;10;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;40;472;261;3;114;33;54;2;27;12;11;0;4;1;0;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;41;449;250;6;121;27;55;2;15;10;8;1;1;0;4;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;42;593;351;4;155;39;73;6;37;15;16;0;1;1;4;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;43;562;322;6;101;39;76;5;51;19;17;0;0;0;8;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;44;480;261;3;91;26;50;6;48;9;21;1;4;0;2;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;45;525;305;3;102;46;75;4;41;11;9;0;0;3;11;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;46;410;192;3;71;20;28;2;42;9;4;0;6;0;7;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;47;432;195;3;73;20;36;0;34;9;11;1;1;0;7;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;48;525;293;1;96;38;62;3;54;13;18;2;1;0;5;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;49;432;218;1;74;24;34;2;55;9;13;0;0;0;6;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;50;504;275;2;65;34;28;4;100;5;26;0;1;1;9;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;51;419;221;4;54;24;48;3;59;4;16;0;2;0;7;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;52;430;236;8;68;30;31;7;58;12;17;0;1;0;4;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;53;464;234;4;60;27;33;5;65;1;29;0;4;1;5;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;54;601;330;6;106;39;60;1;71;15;20;1;1;2;8;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;55;671;358;4;127;29;81;10;60;18;19;0;3;3;4;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;56;596;305;4;107;33;71;6;46;11;14;1;6;0;6;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;57;569;299;4;88;45;50;4;60;9;19;0;7;0;13;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;58;517;285;3;78;19;59;3;86;3;14;0;12;2;6;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;59;502;224;7;83;17;51;5;33;7;9;0;7;0;5;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;60;621;292;3;82;28;49;5;83;11;16;2;7;1;5;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;61;646;349;8;92;45;61;9;76;15;30;0;4;0;9;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;62;702;366;6;132;24;83;10;76;8;18;0;4;0;5;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;63;641;330;5;93;43;63;3;72;14;21;1;3;2;10;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;64;570;235;4;84;14;49;7;39;12;16;0;4;1;5;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;65;542;282;5;92;36;56;4;53;9;19;0;2;2;4;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;66;540;262;3;67;45;31;12;65;11;24;0;0;0;4;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;67;611;305;8;117;26;48;9;58;16;12;1;4;0;6;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;68;678;399;7;193;39;84;10;43;7;8;1;3;0;4;                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;69;0;4465;41;1265;627;584;83;1281;139;300;7;43;16;79;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;1;836;495;13;184;46;114;19;51;27;28;0;6;1;6;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;2;676;390;12;137;58;92;12;34;15;20;0;2;0;8;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;3;900;594;11;192;82;125;23;80;14;55;0;6;0;6;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;4;636;461;4;162;50;115;9;64;25;25;0;3;1;3;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;5;548;403;6;138;61;84;12;46;18;32;0;1;0;5;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;6;563;390;4;132;56;62;10;60;24;28;0;5;0;9;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;7;613;435;4;169;49;89;11;57;17;30;0;5;0;4;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;8;557;375;5;156;53;83;13;29;11;17;0;2;2;4;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;9;657;467;3;164;41;117;11;68;18;31;0;4;1;9;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;10;685;475;4;166;45;109;17;71;32;17;0;8;0;6;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;11;607;415;2;155;39;79;20;53;16;39;0;2;1;9;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;12;761;508;11;149;87;107;24;60;13;42;2;6;0;7;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;13;1297;473;7;156;72;101;12;51;23;41;1;5;0;4;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;14;903;577;4;209;48;114;23;106;29;29;1;9;0;5;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;15;665;415;10;125;54;87;16;62;15;29;0;9;1;7;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;16;755;452;5;164;39;115;10;61;18;25;1;3;1;10;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;17;730;456;5;137;68;85;19;67;20;41;0;4;0;10;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;18;734;453;8;105;109;57;13;73;19;57;0;6;1;5;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;19;701;447;5;132;70;78;26;61;12;56;0;3;1;3;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;20;520;339;9;76;87;57;14;46;12;30;0;3;1;4;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;21;486;352;3;102;61;72;10;36;18;42;0;8;0;0;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;22;633;369;6;106;74;77;14;49;15;22;0;5;0;1;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;23;747;444;10;151;45;135;9;51;18;13;0;3;3;6;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;24;642;420;5;126;81;72;13;57;19;32;0;8;0;7;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;25;636;383;6;94;72;61;10;78;14;38;1;3;1;5;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;26;780;536;2;82;186;65;10;77;15;91;0;4;0;4;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;27;728;474;5;97;118;87;16;61;28;52;0;6;1;3;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;28;563;364;4;104;74;64;13;48;11;37;1;4;0;4;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;29;849;591;7;133;101;103;16;114;19;80;1;5;2;10;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;30;706;490;6;54;156;50;19;90;16;93;0;0;0;6;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;31;665;470;5;86;122;59;12;74;19;85;0;6;0;2;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;32;595;427;3;81;116;60;17;64;22;59;0;0;0;5;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;33;701;447;3;74;107;74;24;64;15;73;0;4;4;5;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;34;528;360;5;94;92;40;11;62;11;41;0;2;1;1;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;35;838;545;13;109;160;80;23;68;28;53;0;3;0;8;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;36;586;424;8;116;99;87;15;30;21;37;0;2;3;6;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;37;508;290;4;125;25;95;2;9;11;8;1;1;0;9;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;38;672;469;3;95;131;68;24;69;20;53;0;3;0;3;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;39;761;482;7;146;99;86;16;51;18;48;1;5;1;4;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;40;821;589;14;184;102;104;14;89;17;47;0;9;0;9;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;41;761;495;8;185;53;100;16;59;21;35;3;6;0;9;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;42;701;426;6;157;42;126;10;40;22;13;0;5;0;5;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;43;258;201;2;138;25;20;5;5;1;3;1;0;0;1;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;44;1052;590;7;192;94;110;21;75;25;50;1;4;1;10;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;45;732;422;5;154;45;118;9;45;12;22;3;3;0;6;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;46;899;535;5;206;47;142;19;52;30;26;0;0;1;7;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;47;1412;901;10;278;113;198;25;150;37;68;0;11;2;9;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;48;509;303;3;112;42;97;6;12;7;15;0;5;1;3;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;49;519;297;2;132;10;109;9;15;8;9;0;2;0;1;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;50;847;585;14;315;54;106;6;47;17;22;0;0;1;3;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;51;1027;761;8;252;148;116;15;112;38;62;0;6;2;2;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;52;971;599;9;200;63;151;19;76;25;47;0;2;0;7;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;53;524;331;3;157;15;117;4;9;12;8;0;3;0;3;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;54;735;446;7;204;41;91;15;44;12;21;2;3;0;6;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;55;806;393;9;120;73;68;14;34;19;39;0;5;1;11;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;56;762;510;8;210;46;146;6;50;18;23;0;2;0;1;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;57;378;229;2;64;37;67;4;21;18;11;0;2;0;3;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;58;1054;664;6;262;70;151;20;69;25;55;0;4;0;2;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;59;667;430;4;177;56;89;12;39;28;18;2;3;0;2;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;60;744;493;12;188;43;133;13;42;25;19;0;7;0;11;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;61;767;563;6;169;126;114;13;63;24;34;0;8;1;5;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;62;802;550;5;202;41;168;16;54;24;24;2;5;1;8;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;63;834;464;5;135;83;134;11;35;19;29;0;7;1;5;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;64;822;499;3;150;60;147;12;47;40;32;0;0;0;8;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;65;763;507;5;128;78;148;9;63;28;41;0;3;0;4;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;66;833;555;13;188;47;159;10;46;34;53;0;2;0;3;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;67;767;531;11;242;57;118;16;39;22;24;1;1;0;0;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;68;700;442;5;146;66;89;7;65;20;41;0;3;0;0;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;69;503;329;2;121;35;94;6;27;16;24;0;3;0;1;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;70;775;492;8;156;43;151;18;47;23;31;0;7;1;7;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;71;686;447;11;202;36;89;11;45;25;21;1;3;0;3;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;72;937;650;8;225;84;136;17;100;20;50;0;5;1;4;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;73;552;336;5;163;12;108;3;14;17;9;0;2;0;3;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;74;547;294;4;130;16;96;5;15;9;9;1;2;1;6;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;75;521;301;1;134;14;97;8;12;15;11;2;3;2;2;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;76;733;467;8;119;90;81;15;83;12;49;0;2;0;8;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;77;692;436;2;88;128;43;15;61;22;59;2;9;3;4;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;78;670;435;7;161;50;101;16;40;27;29;0;1;1;2;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;79;706;502;4;127;118;59;20;76;20;68;0;6;0;4;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;80;651;355;6;122;34;118;12;28;24;8;0;1;0;2;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;81;1012;702;8;251;82;148;30;93;28;47;1;7;1;6;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;82;698;461;11;164;48;137;5;43;22;25;0;1;0;5;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;83;731;382;5;187;35;116;1;12;16;5;0;2;1;2;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;84;772;394;4;190;18;116;6;23;20;10;0;1;0;6;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;85;732;467;5;208;36;158;3;17;22;13;0;1;0;4;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;86;570;361;4;156;18;126;4;20;20;9;0;1;0;3;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;87;603;385;5;144;40;111;11;29;13;25;0;2;0;5;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;88;451;277;3;96;31;78;11;18;19;13;0;4;0;4;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;89;761;487;13;185;24;184;11;22;16;19;0;4;1;8;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;90;621;352;4;171;21;107;8;16;15;7;0;1;0;2;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;91;631;396;7;120;43;84;7;66;16;41;0;5;2;5;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;92;815;527;4;190;42;132;15;75;15;37;1;5;0;11;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;93;584;391;5;129;36;109;15;50;20;19;0;3;0;5;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;94;796;455;2;159;29;169;12;21;23;33;0;5;0;2;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;95;634;365;5;110;40;95;6;58;13;29;0;6;0;3;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;96;889;521;7;194;39;142;25;56;19;24;0;5;1;9;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;97;766;493;8;191;74;95;16;50;19;32;0;4;0;4;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;98;365;254;4;70;13;94;5;29;7;24;1;2;0;5;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;99;598;360;4;85;40;61;7;96;9;49;0;4;0;5;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;100;502;319;6;95;42;95;12;26;14;24;0;3;0;2;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;102;0;7117;86;2401;1431;1087;153;1074;300;461;1;37;9;77;                                                                                         
AT1;AT13;AT130;;4;9;5;95;1;0;996;13;233;238;195;37;162;32;67;0;8;3;8;                                                                                         
AT1;AT13;AT130;;4;9;5;95;2;0;842;15;279;135;117;26;145;34;79;1;2;2;7;                                                                                         
AT1;AT13;AT130;;4;9;5;95;3;0;717;8;103;138;46;35;252;16;100;0;9;0;10;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;1;557;261;5;97;18;38;7;64;7;12;1;5;2;5;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;2;646;307;3;114;28;42;4;71;9;18;0;3;2;13;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;3;737;434;4;119;52;52;6;145;9;26;0;8;1;12;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;4;816;443;6;112;59;61;12;139;12;21;0;3;2;16;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;5;693;336;8;83;52;43;7;99;6;26;1;2;1;8;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;6;685;339;3;93;27;49;1;114;9;19;0;7;2;15;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;7;688;393;7;116;30;62;4;126;4;26;1;4;1;12;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;8;708;356;4;123;40;50;6;85;8;22;2;4;1;11;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;9;642;324;6;101;20;82;9;67;9;17;3;3;0;7;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;10;542;269;3;80;33;60;6;59;10;10;0;1;1;6;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;11;613;282;3;66;30;56;5;80;6;19;0;3;2;12;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;12;837;432;10;134;60;75;9;95;14;20;1;2;2;10;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;13;800;409;4;122;45;78;4;87;9;36;3;7;0;14;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;14;680;476;7;151;67;80;11;89;16;35;3;4;2;11;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;15;759;459;9;151;33;63;7;126;10;35;2;9;1;13;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;16;612;308;10;114;33;61;11;45;10;12;1;1;2;8;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;17;928;503;7;179;60;115;15;75;16;24;0;3;0;9;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;18;900;490;6;141;35;92;5;145;12;23;1;6;2;22;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;19;740;365;11;110;32;52;8;92;7;31;0;5;0;17;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;20;617;306;3;112;31;49;4;72;9;10;2;3;1;10;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;21;792;405;4;169;35;59;11;76;17;27;0;2;0;5;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;22;752;366;4;151;38;71;7;52;18;17;0;4;0;4;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;23;988;277;7;83;24;42;1;70;15;16;0;7;3;9;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;24;593;329;8;92;45;77;9;70;7;8;0;7;2;4;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;25;600;269;5;116;16;63;1;37;10;15;1;1;1;3;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;26;896;464;6;169;45;101;10;68;19;27;0;7;2;10;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;27;792;403;8;182;32;123;5;20;19;5;3;1;1;4;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;28;699;370;4;126;24;147;9;24;18;7;0;4;0;7;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;29;922;445;3;182;33;109;3;57;19;18;0;9;1;11;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;30;764;378;4;121;37;73;4;81;16;25;1;6;2;8;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;31;694;428;7;157;40;63;6;97;14;22;0;9;0;13;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;32;652;318;4;106;40;56;2;70;15;14;1;5;1;4;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;33;576;334;3;108;41;78;8;52;17;12;0;8;1;6;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;34;660;317;5;104;20;81;9;62;7;18;0;5;0;6;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;35;892;469;7;153;58;79;19;96;16;25;0;7;1;8;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;36;801;440;8;129;72;84;19;74;12;29;0;5;1;7;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;37;904;488;8;145;65;79;10;95;29;32;2;9;1;13;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;38;644;339;8;124;23;84;8;48;10;21;1;4;1;7;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;39;703;428;5;118;59;80;13;76;14;38;1;10;1;13;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;40;746;493;8;157;62;100;15;83;18;29;0;8;1;12;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;41;790;464;5;121;66;94;8;97;23;36;1;6;2;5;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;42;757;426;8;120;57;74;18;73;21;36;0;5;2;12;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;43;705;362;5;149;30;89;8;40;12;19;1;2;0;7;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;44;455;265;6;53;29;127;10;13;14;9;0;3;0;1;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;45;596;312;10;134;20;99;6;14;7;14;2;0;2;4;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;46;650;311;7;149;23;102;1;8;10;6;0;1;1;3;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;47;758;486;6;170;32;126;13;84;10;27;1;6;1;10;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;48;749;410;2;132;48;113;8;53;21;16;1;3;0;13;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;49;838;465;7;171;39;100;17;77;8;25;1;8;0;12;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;50;689;371;1;154;35;94;8;39;6;21;0;1;1;11;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;51;862;545;3;139;71;140;18;87;21;43;0;10;1;12;                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;52;742;385;4;131;49;77;6;75;19;13;1;3;0;7;                                                                                         
