NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;VAR A  ;VAR B  ;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;49;774;372;3;197;172;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;50;1297;504;12;233;259;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;51;965;408;9;223;176;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;52;1307;453;6;222;225;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;53;874;386;6;230;150;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;54;723;392;9;209;174;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;55;1199;499;13;238;248;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;56;873;313;7;145;161;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;57;992;317;4;175;138;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;58;749;262;3;143;116;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;59;600;295;4;168;123;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;60;1127;544;5;295;244;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;61;1303;435;3;209;223;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;62;921;340;1;167;172;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;63;1082;377;6;211;160;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;64;1166;425;10;236;179;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;65;1037;396;7;233;156;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;66;1120;471;4;250;217;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;67;1257;338;5;186;147;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;68;1155;339;4;175;160;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;69;1235;373;7;196;170;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;70;1183;379;5;230;144;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;71;658;207;4;115;88;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;72;0;60;7;24;29;                                                                                                                                                                 
AT1;AT13;AT130;91101;4;9;4;11;73;0;1822;27;982;813;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;1;873;296;6;145;145;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;2;831;293;8;150;135;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;3;551;113;2;61;50;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;4;558;177;6;103;68;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;5;460;202;7;120;75;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;6;674;208;3;115;90;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;7;845;246;3;119;124;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;8;730;243;6;122;115;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;9;734;315;10;162;143;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;10;921;353;11;192;150;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;11;608;332;10;193;129;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;12;583;310;10;184;116;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;13;518;134;5;66;63;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;14;597;179;4;94;81;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;15;632;138;3;64;71;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;16;555;206;8;117;81;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;17;445;123;0;51;72;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;18;806;220;6;105;109;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;19;825;279;3;110;166;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;20;512;192;5;93;94;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;21;754;231;1;114;116;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;22;797;279;10;151;118;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;23;711;252;6;119;127;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;24;733;293;13;151;129;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;25;699;238;6;113;119;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;26;690;243;4;127;112;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;27;738;317;10;166;141;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;28;506;193;1;102;90;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;29;754;298;5;156;137;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;30;766;308;7;145;156;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;31;611;239;2;98;139;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;32;697;261;7;142;112;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;33;1323;356;13;182;161;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;34;615;247;11;141;95;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;35;714;286;16;139;131;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;36;803;410;12;201;197;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;37;594;246;6;116;124;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;38;616;195;10;93;92;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;39;855;322;11;197;114;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;40;767;254;1;140;113;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;41;729;228;3;118;107;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;42;724;177;1;76;100;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;43;652;173;2;76;95;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;44;605;320;7;170;143;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;45;498;189;5;90;94;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;46;523;232;6;109;117;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;47;682;272;7;145;120;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;48;768;349;4;163;182;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;49;914;447;9;218;220;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;50;814;345;11;173;161;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;51;816;417;10;193;214;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;52;731;367;9;157;201;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;53;537;189;2;83;104;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;54;692;355;10;184;161;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;55;708;361;18;190;153;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;56;322;205;6;96;103;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;57;617;308;11;149;148;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;58;916;382;7;206;169;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;59;799;244;9;125;110;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;60;810;309;5;143;161;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;61;1091;476;20;242;214;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;62;613;247;9;129;109;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;63;724;221;0;111;110;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;64;661;222;8;115;99;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;65;894;311;9;159;143;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;66;618;167;1;74;92;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;67;609;148;0;66;82;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;68;575;164;2;92;70;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;69;556;160;1;97;62;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;70;573;122;0;62;60;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;71;592;174;2;71;101;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;72;773;333;7;187;139;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;73;780;313;10;152;151;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;74;759;345;8;155;182;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;75;749;340;3;168;169;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;76;754;224;2;111;111;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;77;766;215;1;127;87;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;78;714;200;2;111;87;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;79;572;152;2;70;80;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;80;566;226;3;130;93;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;81;1150;535;23;353;159;                                                                                                                                                                 
AT1;AT13;AT130;91201;4;9;4;12;82;0;1929;29;930;970;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;1;1542;477;9;214;254;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;2;1166;418;6;184;228;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;3;797;385;10;186;189;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;4;939;404;12;213;179;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;5;1101;556;13;300;243;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;6;1039;506;19;204;283;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;7;855;404;8;207;189;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;8;665;359;10;183;166;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;9;746;385;4;211;170;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;10;795;441;10;198;233;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;11;957;529;15;245;269;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;12;810;440;18;198;224;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;13;761;376;13;185;178;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;14;952;475;16;224;235;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;15;959;508;10;199;299;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;16;953;433;21;171;241;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;17;992;533;11;227;295;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;18;892;504;10;228;266;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;19;1119;538;19;251;268;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;20;1147;637;30;284;323;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;21;965;447;18;231;198;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;22;1194;549;13;263;273;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;23;1136;596;14;293;289;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;24;1008;375;8;193;174;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;25;825;483;8;221;254;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;26;1058;599;25;236;338;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;27;973;457;16;249;192;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;28;931;467;15;266;186;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;29;929;506;8;229;269;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;30;1177;523;19;254;250;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;31;806;316;9;170;137;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;32;990;477;12;201;264;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;33;955;494;14;211;269;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;34;725;381;9;166;206;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;35;864;342;8;160;174;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;36;948;483;15;206;262;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;37;1133;441;8;222;211;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;38;937;472;20;216;236;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;39;618;367;6;173;188;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;40;637;303;10;135;158;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;41;611;293;15;124;154;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;42;345;146;10;66;70;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;43;0;0;0;0;0;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;44;0;0;0;0;0;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;45;0;0;0;0;0;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;46;0;0;0;0;0;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;47;0;0;0;0;0;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;48;0;0;0;0;0;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;49;0;0;0;0;0;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;50;0;55;1;22;32;                                                                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;51;0;2040;28;908;1104;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;1;802;255;9;125;121;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;2;906;386;5;206;175;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;3;762;304;0;140;164;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;4;714;374;8;169;197;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;5;612;272;2;116;154;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;6;881;418;25;190;203;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;7;893;404;22;186;196;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;8;1397;351;14;178;159;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;9;870;351;12;177;162;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;10;1022;439;15;214;210;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;11;603;292;12;125;155;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;12;968;457;16;203;238;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;13;984;357;8;189;160;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;14;840;388;6;212;170;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;15;649;208;2;115;91;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;16;796;363;5;178;180;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;17;1134;543;12;266;265;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;18;1168;520;13;263;244;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;19;890;541;22;232;287;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;20;1098;543;19;285;239;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;21;1038;564;16;279;269;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;22;1012;483;13;234;236;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;23;629;274;7;138;129;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;24;841;379;6;174;199;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;25;651;228;7;114;107;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;26;992;345;13;149;183;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;27;999;333;9;153;171;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;28;746;316;8;164;144;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;29;692;200;1;107;92;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;30;782;443;10;240;193;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;31;664;226;0;123;103;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;32;734;304;9;132;163;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;33;1081;451;9;240;202;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;34;632;363;10;157;196;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;35;810;421;7;207;207;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;36;877;305;9;159;137;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;37;918;396;8;200;188;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;38;890;472;24;241;207;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;39;964;506;24;253;229;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;40;1017;513;10;260;243;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;41;990;473;10;250;213;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;42;1056;450;14;220;216;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;43;989;323;12;188;123;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;44;971;272;10;152;110;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;45;1036;353;14;207;132;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;46;674;358;8;179;171;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;47;920;305;9;167;129;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;48;850;213;2;115;96;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;49;702;322;15;184;123;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;50;1063;445;12;203;230;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;51;671;263;7;137;119;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;52;1048;414;14;173;227;                                                                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;53;1040;381;12;208;161;                                                                                                                                                                 
