Erwerbstätige PendlerInnen am Arbeits- bzw. Wohnort Wien nach Geschlecht und Entfernungskategorie;;;;;;;;;
Economically Active Commuters in Vienna by sex and category of distance;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUBDISTRICT_CODE;SEX;DISTANCE_CAT;EAC_PLACE_OF_WORK;EAC_PLACE_OF_ABODE;REF_YEAR
AT1;AT13;AT130;92301;0;1;4;12.492;3.547;2009
AT1;AT13;AT130;92301;0;1;5;;24;2009
AT1;AT13;AT130;92301;0;1;0;35.738;20.736;2009
AT1;AT13;AT130;92301;0;2;1;787;787;2009
AT1;AT13;AT130;92301;0;2;2;5.411;5.411;2009
AT1;AT13;AT130;92301;0;2;3;8.574;11.053;2009
AT1;AT13;AT130;92301;0;2;4;5.554;2.331;2009
AT1;AT13;AT130;92301;0;2;5;;3;2009
AT1;AT13;AT130;92301;0;2;0;20.326;19.585;2009
AT1;AT13;AT130;92301;0;0;1;2.047;2.047;2009
AT1;AT13;AT130;92301;0;0;2;10.185;10.185;2009
AT1;AT13;AT130;92301;0;0;3;25.786;22.184;2009
AT1;AT13;AT130;92301;0;0;4;18.046;5.878;2009
AT1;AT13;AT130;92301;0;0;5;;27;2009
AT1;AT13;AT130;92301;0;0;0;56.064;40.321;2009
AT1;AT13;AT130;0;0;1;1;28.835;28.835;2010
AT1;AT13;AT130;0;0;1;2;44.145;44.145;2010
AT1;AT13;AT130;0;0;1;3;265.345;265.345;2010
AT1;AT13;AT130;0;0;1;4;153.235;50.993;2010
AT1;AT13;AT130;0;0;1;5;;860;2010
AT1;AT13;AT130;0;0;1;0;491.560;390.178;2010
AT1;AT13;AT130;0;0;2;1;18.536;18.536;2010
AT1;AT13;AT130;0;0;2;2;50.969;50.969;2010
AT1;AT13;AT130;0;0;2;3;255.015;255.015;2010
AT1;AT13;AT130;0;0;2;4;106.158;25.722;2010
AT1;AT13;AT130;0;0;2;5;;327;2010
AT1;AT13;AT130;0;0;2;0;430.678;350.569;2010
AT1;AT13;AT130;0;0;0;1;47.371;47.371;2010
AT1;AT13;AT130;0;0;0;2;95.114;95.114;2010
AT1;AT13;AT130;0;0;0;3;520.360;520.360;2010
AT1;AT13;AT130;0;0;0;4;259.393;76.715;2010
AT1;AT13;AT130;0;0;0;5;;1.187;2010
AT1;AT13;AT130;0;0;0;0;922.238;740.747;2010
AT1;AT13;AT130;90101;0;1;1;943;943;2010
AT1;AT13;AT130;90101;0;1;2;1.112;1.112;2010
AT1;AT13;AT130;90101;0;1;3;36.394;1.613;2010
AT1;AT13;AT130;90101;0;1;4;17.617;355;2010
AT1;AT13;AT130;90101;0;1;5;;13;2010
AT1;AT13;AT130;90101;0;1;0;56.066;4.036;2010
AT1;AT13;AT130;90101;0;2;1;645;645;2010
AT1;AT13;AT130;90101;0;2;2;1.006;1.006;2010
AT1;AT13;AT130;90101;0;2;3;50.215;1.447;2010
AT1;AT13;AT130;90101;0;2;4;19.227;281;2010
AT1;AT13;AT130;90101;0;2;5;;12;2010
AT1;AT13;AT130;90101;0;2;0;71.093;3.391;2010
AT1;AT13;AT130;90101;0;0;1;1.588;1.588;2010
AT1;AT13;AT130;90101;0;0;2;2.118;2.118;2010
AT1;AT13;AT130;90101;0;0;3;86.609;3.060;2010
AT1;AT13;AT130;90101;0;0;4;36.844;636;2010
AT1;AT13;AT130;90101;0;0;5;;25;2010
AT1;AT13;AT130;90101;0;0;0;127.159;7.427;2010
AT1;AT13;AT130;90201;0;1;1;1.709;1.709;2010
AT1;AT13;AT130;90201;0;1;2;2.609;2.609;2010
AT1;AT13;AT130;90201;0;1;3;17.891;14.565;2010
AT1;AT13;AT130;90201;0;1;4;12.440;2.744;2010
AT1;AT13;AT130;90201;0;1;5;;48;2010
AT1;AT13;AT130;90201;0;1;0;34.649;21.675;2010
AT1;AT13;AT130;90201;0;2;1;1.057;1.057;2010
AT1;AT13;AT130;90201;0;2;2;2.811;2.811;2010
AT1;AT13;AT130;90201;0;2;3;17.168;13.483;2010
AT1;AT13;AT130;90201;0;2;4;7.737;1.294;2010
AT1;AT13;AT130;90201;0;2;5;;22;2010
AT1;AT13;AT130;90201;0;2;0;28.773;18.667;2010
AT1;AT13;AT130;90201;0;0;1;2.766;2.766;2010
AT1;AT13;AT130;90201;0;0;2;5.420;5.420;2010
AT1;AT13;AT130;90201;0;0;3;35.059;28.048;2010
AT1;AT13;AT130;90201;0;0;4;20.177;4.038;2010
AT1;AT13;AT130;90201;0;0;5;;70;2010
AT1;AT13;AT130;90201;0;0;0;63.422;40.342;2010
AT1;AT13;AT130;90301;0;1;1;1.849;1.849;2010
AT1;AT13;AT130;90301;0;1;2;2.685;2.685;2010
AT1;AT13;AT130;90301;0;1;3;25.001;12.426;2010
AT1;AT13;AT130;90301;0;1;4;13.893;2.510;2010
AT1;AT13;AT130;90301;0;1;5;;57;2010
AT1;AT13;AT130;90301;0;1;0;43.428;19.527;2010
AT1;AT13;AT130;90301;0;2;1;1.237;1.237;2010
AT1;AT13;AT130;90301;0;2;2;3.134;3.134;2010
AT1;AT13;AT130;90301;0;2;3;21.662;12.153;2010
AT1;AT13;AT130;90301;0;2;4;10.385;1.481;2010
AT1;AT13;AT130;90301;0;2;5;;24;2010
AT1;AT13;AT130;90301;0;2;0;36.418;18.029;2010
AT1;AT13;AT130;90301;0;0;1;3.086;3.086;2010
AT1;AT13;AT130;90301;0;0;2;5.819;5.819;2010
AT1;AT13;AT130;90301;0;0;3;46.663;24.579;2010
AT1;AT13;AT130;90301;0;0;4;24.278;3.991;2010
AT1;AT13;AT130;90301;0;0;5;;81;2010
AT1;AT13;AT130;90301;0;0;0;79.846;37.556;2010
AT1;AT13;AT130;90401;0;1;1;949;949;2010
AT1;AT13;AT130;90401;0;1;2;620;620;2010
AT1;AT13;AT130;90401;0;1;3;8.460;4.733;2010
AT1;AT13;AT130;90401;0;1;4;4.372;875;2010
AT1;AT13;AT130;90401;0;1;5;;23;2010
AT1;AT13;AT130;90401;0;1;0;14.401;7.200;2010
AT1;AT13;AT130;90401;0;2;1;675;675;2010
AT1;AT13;AT130;90401;0;2;2;613;613;2010
AT1;AT13;AT130;90401;0;2;3;7.951;4.810;2010
AT1;AT13;AT130;90401;0;2;4;3.130;520;2010
AT1;AT13;AT130;90401;0;2;5;;14;2010
AT1;AT13;AT130;90401;0;2;0;12.369;6.632;2010
AT1;AT13;AT130;90401;0;0;1;1.624;1.624;2010
AT1;AT13;AT130;90401;0;0;2;1.233;1.233;2010
AT1;AT13;AT130;90401;0;0;3;16.411;9.543;2010
AT1;AT13;AT130;90401;0;0;4;7.502;1.395;2010
AT1;AT13;AT130;90401;0;0;5;;37;2010
AT1;AT13;AT130;90401;0;0;0;26.770;13.832;2010
AT1;AT13;AT130;90501;0;1;1;1.213;1.213;2010
AT1;AT13;AT130;90501;0;1;2;696;696;2010
AT1;AT13;AT130;90501;0;1;3;7.151;9.225;2010
AT1;AT13;AT130;90501;0;1;4;2.500;1.721;2010
AT1;AT13;AT130;90501;0;1;5;;30;2010
AT1;AT13;AT130;90501;0;1;0;11.560;12.885;2010
AT1;AT13;AT130;90501;0;2;1;739;739;2010
AT1;AT13;AT130;90501;0;2;2;799;799;2010
AT1;AT13;AT130;90501;0;2;3;4.998;8.803;2010
AT1;AT13;AT130;90501;0;2;4;1.855;873;2010
AT1;AT13;AT130;90501;0;2;5;;11;2010
AT1;AT13;AT130;90501;0;2;0;8.391;11.225;2010
AT1;AT13;AT130;90501;0;0;1;1.952;1.952;2010
AT1;AT13;AT130;90501;0;0;2;1.495;1.495;2010
AT1;AT13;AT130;90501;0;0;3;12.149;18.028;2010
AT1;AT13;AT130;90501;0;0;4;4.355;2.594;2010
AT1;AT13;AT130;90501;0;0;5;;41;2010
AT1;AT13;AT130;90501;0;0;0;19.951;24.110;2010
AT1;AT13;AT130;90601;0;1;1;926;926;2010
AT1;AT13;AT130;90601;0;1;2;590;590;2010
AT1;AT13;AT130;90601;0;1;3;8.074;5.022;2010
AT1;AT13;AT130;90601;0;1;4;2.924;839;2010
AT1;AT13;AT130;90601;0;1;5;;32;2010
AT1;AT13;AT130;90601;0;1;0;12.514;7.409;2010
AT1;AT13;AT130;90601;0;2;1;655;655;2010
AT1;AT13;AT130;90601;0;2;2;583;583;2010
AT1;AT13;AT130;90601;0;2;3;8.970;5.104;2010
AT1;AT13;AT130;90601;0;2;4;3.143;506;2010
AT1;AT13;AT130;90601;0;2;5;;10;2010
AT1;AT13;AT130;90601;0;2;0;13.351;6.858;2010
AT1;AT13;AT130;90601;0;0;1;1.581;1.581;2010
AT1;AT13;AT130;90601;0;0;2;1.173;1.173;2010
AT1;AT13;AT130;90601;0;0;3;17.044;10.126;2010
AT1;AT13;AT130;90601;0;0;4;6.067;1.345;2010
AT1;AT13;AT130;90601;0;0;5;;42;2010
AT1;AT13;AT130;90601;0;0;0;25.865;14.267;2010
AT1;AT13;AT130;90701;0;1;1;1.078;1.078;2010
AT1;AT13;AT130;90701;0;1;2;682;682;2010
AT1;AT13;AT130;90701;0;1;3;9.008;5.172;2010
AT1;AT13;AT130;90701;0;1;4;3.898;845;2010
AT1;AT13;AT130;90701;0;1;5;;23;2010
AT1;AT13;AT130;90701;0;1;0;14.666;7.800;2010
AT1;AT13;AT130;90701;0;2;1;720;720;2010
AT1;AT13;AT130;90701;0;2;2;778;778;2010
AT1;AT13;AT130;90701;0;2;3;11.511;5.323;2010
AT1;AT13;AT130;90701;0;2;4;3.325;543;2010
AT1;AT13;AT130;90701;0;2;5;;19;2010
AT1;AT13;AT130;90701;0;2;0;16.334;7.383;2010
AT1;AT13;AT130;90701;0;0;1;1.798;1.798;2010
AT1;AT13;AT130;90701;0;0;2;1.460;1.460;2010
AT1;AT13;AT130;90701;0;0;3;20.519;10.495;2010
AT1;AT13;AT130;90701;0;0;4;7.223;1.388;2010
AT1;AT13;AT130;90701;0;0;5;;42;2010
AT1;AT13;AT130;90701;0;0;0;31.000;15.183;2010
AT1;AT13;AT130;90801;0;1;1;683;683;2010
AT1;AT13;AT130;90801;0;1;2;396;396;2010
AT1;AT13;AT130;90801;0;1;3;3.825;3.931;2010
AT1;AT13;AT130;90801;0;1;4;1.222;577;2010
AT1;AT13;AT130;90801;0;1;5;;16;2010
AT1;AT13;AT130;90801;0;1;0;6.126;5.603;2010
AT1;AT13;AT130;90801;0;2;1;483;483;2010
AT1;AT13;AT130;90801;0;2;2;461;461;2010
AT1;AT13;AT130;90801;0;2;3;5.954;4.080;2010
AT1;AT13;AT130;90801;0;2;4;1.879;409;2010
AT1;AT13;AT130;90801;0;2;5;;4;2010
AT1;AT13;AT130;90801;0;2;0;8.777;5.437;2010
AT1;AT13;AT130;90801;0;0;1;1.166;1.166;2010
AT1;AT13;AT130;90801;0;0;2;857;857;2010
AT1;AT13;AT130;90801;0;0;3;9.779;8.011;2010
AT1;AT13;AT130;90801;0;0;4;3.101;986;2010
AT1;AT13;AT130;90801;0;0;5;;20;2010
AT1;AT13;AT130;90801;0;0;0;14.903;11.040;2010
AT1;AT13;AT130;90901;0;1;1;1.045;1.045;2010
AT1;AT13;AT130;90901;0;1;2;969;969;2010
AT1;AT13;AT130;90901;0;1;3;13.584;6.252;2010
AT1;AT13;AT130;90901;0;1;4;6.374;1.067;2010
AT1;AT13;AT130;90901;0;1;5;;22;2010
AT1;AT13;AT130;90901;0;1;0;21.972;9.355;2010
AT1;AT13;AT130;90901;0;2;1;776;776;2010
AT1;AT13;AT130;90901;0;2;2;1.235;1.235;2010
AT1;AT13;AT130;90901;0;2;3;16.567;6.203;2010
AT1;AT13;AT130;90901;0;2;4;6.007;702;2010
AT1;AT13;AT130;90901;0;2;5;;12;2010
AT1;AT13;AT130;90901;0;2;0;24.585;8.928;2010
AT1;AT13;AT130;90901;0;0;1;1.821;1.821;2010
AT1;AT13;AT130;90901;0;0;2;2.204;2.204;2010
AT1;AT13;AT130;90901;0;0;3;30.151;12.455;2010
AT1;AT13;AT130;90901;0;0;4;12.381;1.769;2010
AT1;AT13;AT130;90901;0;0;5;;34;2010
AT1;AT13;AT130;90901;0;0;0;46.557;18.283;2010
AT1;AT13;AT130;91001;0;1;1;1.921;1.921;2010
AT1;AT13;AT130;91001;0;1;2;5.070;5.070;2010
AT1;AT13;AT130;91001;0;1;3;15.827;26.223;2010
AT1;AT13;AT130;91001;0;1;4;22.683;6.032;2010
AT1;AT13;AT130;91001;0;1;5;;60;2010
AT1;AT13;AT130;91001;0;1;0;45.501;39.306;2010
AT1;AT13;AT130;91001;0;2;1;1.104;1.104;2010
AT1;AT13;AT130;91001;0;2;2;5.270;5.270;2010
AT1;AT13;AT130;91001;0;2;3;11.165;24.025;2010
AT1;AT13;AT130;91001;0;2;4;6.585;2.475;2010
AT1;AT13;AT130;91001;0;2;5;;20;2010
AT1;AT13;AT130;91001;0;2;0;24.124;32.894;2010
AT1;AT13;AT130;91001;0;0;1;3.025;3.025;2010
AT1;AT13;AT130;91001;0;0;2;10.340;10.340;2010
AT1;AT13;AT130;91001;0;0;3;26.992;50.248;2010
AT1;AT13;AT130;91001;0;0;4;29.268;8.507;2010
AT1;AT13;AT130;91001;0;0;5;;80;2010
AT1;AT13;AT130;91001;0;0;0;69.625;72.200;2010
AT1;AT13;AT130;91101;0;1;1;941;941;2010
AT1;AT13;AT130;91101;0;1;2;2.940;2.940;2010
AT1;AT13;AT130;91101;0;1;3;11.145;14.058;2010
AT1;AT13;AT130;91101;0;1;4;7.494;3.466;2010
AT1;AT13;AT130;91101;0;1;5;;41;2010
AT1;AT13;AT130;91101;0;1;0;22.520;21.446;2010
AT1;AT13;AT130;91101;0;2;1;506;506;2010
AT1;AT13;AT130;91101;0;2;2;2.747;2.747;2010
AT1;AT13;AT130;91101;0;2;3;6.389;13.583;2010
AT1;AT13;AT130;91101;0;2;4;3.138;1.502;2010
AT1;AT13;AT130;91101;0;2;5;;9;2010
AT1;AT13;AT130;91101;0;2;0;12.780;18.347;2010
AT1;AT13;AT130;91101;0;0;1;1.447;1.447;2010
AT1;AT13;AT130;91101;0;0;2;5.687;5.687;2010
AT1;AT13;AT130;91101;0;0;3;17.534;27.641;2010
AT1;AT13;AT130;91101;0;0;4;10.632;4.968;2010
AT1;AT13;AT130;91101;0;0;5;;50;2010
AT1;AT13;AT130;91101;0;0;0;35.300;39.793;2010
AT1;AT13;AT130;91201;0;1;1;1.205;1.205;2010
AT1;AT13;AT130;91201;0;1;2;1.725;1.725;2010
AT1;AT13;AT130;91201;0;1;3;10.677;13.982;2010
AT1;AT13;AT130;91201;0;1;4;6.386;2.862;2010
AT1;AT13;AT130;91201;0;1;5;;39;2010
AT1;AT13;AT130;91201;0;1;0;19.993;19.813;2010
AT1;AT13;AT130;91201;0;2;1;679;679;2010
AT1;AT13;AT130;91201;0;2;2;1.891;1.891;2010
AT1;AT13;AT130;91201;0;2;3;8.125;13.265;2010
AT1;AT13;AT130;91201;0;2;4;4.029;1.351;2010
AT1;AT13;AT130;91201;0;2;5;;13;2010
AT1;AT13;AT130;91201;0;2;0;14.724;17.199;2010
AT1;AT13;AT130;91201;0;0;1;1.884;1.884;2010
AT1;AT13;AT130;91201;0;0;2;3.616;3.616;2010
AT1;AT13;AT130;91201;0;0;3;18.802;27.247;2010
AT1;AT13;AT130;91201;0;0;4;10.415;4.213;2010
AT1;AT13;AT130;91201;0;0;5;;52;2010
AT1;AT13;AT130;91201;0;0;0;34.717;37.012;2010
AT1;AT13;AT130;91301;0;1;1;1.015;1.015;2010
AT1;AT13;AT130;91301;0;1;2;1.077;1.077;2010
AT1;AT13;AT130;91301;0;1;3;6.884;7.336;2010
AT1;AT13;AT130;91301;0;1;4;2.935;1.254;2010
AT1;AT13;AT130;91301;0;1;5;;38;2010
AT1;AT13;AT130;91301;0;1;0;11.911;10.720;2010
AT1;AT13;AT130;91301;0;2;1;765;765;2010
AT1;AT13;AT130;91301;0;2;2;1.698;1.698;2010
AT1;AT13;AT130;91301;0;2;3;8.311;7.130;2010
AT1;AT13;AT130;91301;0;2;4;3.263;761;2010
AT1;AT13;AT130;91301;0;2;5;;12;2010
AT1;AT13;AT130;91301;0;2;0;14.037;10.366;2010
AT1;AT13;AT130;91301;0;0;1;1.780;1.780;2010
AT1;AT13;AT130;91301;0;0;2;2.775;2.775;2010
AT1;AT13;AT130;91301;0;0;3;15.195;14.466;2010
AT1;AT13;AT130;91301;0;0;4;6.198;2.015;2010
AT1;AT13;AT130;91301;0;0;5;;50;2010
AT1;AT13;AT130;91301;0;0;0;25.948;21.086;2010
AT1;AT13;AT130;91401;0;1;1;1.444;1.444;2010
AT1;AT13;AT130;91401;0;1;2;1.672;1.672;2010
AT1;AT13;AT130;91401;0;1;3;6.801;13.770;2010
AT1;AT13;AT130;91401;0;1;4;3.081;2.231;2010
AT1;AT13;AT130;91401;0;1;5;;38;2010
AT1;AT13;AT130;91401;0;1;0;12.998;19.155;2010
AT1;AT13;AT130;91401;0;2;1;955;955;2010
AT1;AT13;AT130;91401;0;2;2;2.409;2.409;2010
AT1;AT13;AT130;91401;0;2;3;6.741;13.416;2010
AT1;AT13;AT130;91401;0;2;4;2.831;1.152;2010
AT1;AT13;AT130;91401;0;2;5;;17;2010
AT1;AT13;AT130;91401;0;2;0;12.936;17.949;2010
AT1;AT13;AT130;91401;0;0;1;2.399;2.399;2010
AT1;AT13;AT130;91401;0;0;2;4.081;4.081;2010
AT1;AT13;AT130;91401;0;0;3;13.542;27.186;2010
AT1;AT13;AT130;91401;0;0;4;5.912;3.383;2010
AT1;AT13;AT130;91401;0;0;5;;55;2010
AT1;AT13;AT130;91401;0;0;0;25.934;37.104;2010
AT1;AT13;AT130;91501;0;1;1;1.336;1.336;2010
AT1;AT13;AT130;91501;0;1;2;1.236;1.236;2010
AT1;AT13;AT130;91501;0;1;3;8.763;11.828;2010
AT1;AT13;AT130;91501;0;1;4;3.558;2.324;2010
AT1;AT13;AT130;91501;0;1;5;;24;2010
AT1;AT13;AT130;91501;0;1;0;14.893;16.748;2010
AT1;AT13;AT130;91501;0;2;1;829;829;2010
AT1;AT13;AT130;91501;0;2;2;1.308;1.308;2010
AT1;AT13;AT130;91501;0;2;3;8.599;11.166;2010
AT1;AT13;AT130;91501;0;2;4;2.526;959;2010
AT1;AT13;AT130;91501;0;2;5;;15;2010
AT1;AT13;AT130;91501;0;2;0;13.262;14.277;2010
AT1;AT13;AT130;91501;0;0;1;2.165;2.165;2010
AT1;AT13;AT130;91501;0;0;2;2.544;2.544;2010
AT1;AT13;AT130;91501;0;0;3;17.362;22.994;2010
AT1;AT13;AT130;91501;0;0;4;6.084;3.283;2010
AT1;AT13;AT130;91501;0;0;5;;39;2010
AT1;AT13;AT130;91501;0;0;0;28.155;31.025;2010
AT1;AT13;AT130;91601;0;1;1;1.534;1.534;2010
AT1;AT13;AT130;91601;0;1;2;2.035;2.035;2010
AT1;AT13;AT130;91601;0;1;3;7.412;15.639;2010
AT1;AT13;AT130;91601;0;1;4;2.405;2.607;2010
AT1;AT13;AT130;91601;0;1;5;;43;2010
AT1;AT13;AT130;91601;0;1;0;13.386;21.858;2010
AT1;AT13;AT130;91601;0;2;1;975;975;2010
AT1;AT13;AT130;91601;0;2;2;2.488;2.488;2010
AT1;AT13;AT130;91601;0;2;3;7.337;14.668;2010
AT1;AT13;AT130;91601;0;2;4;2.161;1.106;2010
AT1;AT13;AT130;91601;0;2;5;;10;2010
AT1;AT13;AT130;91601;0;2;0;12.961;19.247;2010
AT1;AT13;AT130;91601;0;0;1;2.509;2.509;2010
AT1;AT13;AT130;91601;0;0;2;4.523;4.523;2010
AT1;AT13;AT130;91601;0;0;3;14.749;30.307;2010
AT1;AT13;AT130;91601;0;0;4;4.566;3.713;2010
AT1;AT13;AT130;91601;0;0;5;;53;2010
AT1;AT13;AT130;91601;0;0;0;26.347;41.105;2010
AT1;AT13;AT130;91701;0;1;1;1.013;1.013;2010
AT1;AT13;AT130;91701;0;1;2;739;739;2010
AT1;AT13;AT130;91701;0;1;3;4.188;8.857;2010
AT1;AT13;AT130;91701;0;1;4;1.153;1.444;2010
AT1;AT13;AT130;91701;0;1;5;;16;2010
AT1;AT13;AT130;91701;0;1;0;7.093;12.069;2010
AT1;AT13;AT130;91701;0;2;1;647;647;2010
AT1;AT13;AT130;91701;0;2;2;928;928;2010
AT1;AT13;AT130;91701;0;2;3;4.063;8.584;2010
AT1;AT13;AT130;91701;0;2;4;1.012;662;2010
AT1;AT13;AT130;91701;0;2;5;;6;2010
AT1;AT13;AT130;91701;0;2;0;6.650;10.827;2010
AT1;AT13;AT130;91701;0;0;1;1.660;1.660;2010
AT1;AT13;AT130;91701;0;0;2;1.667;1.667;2010
AT1;AT13;AT130;91701;0;0;3;8.251;17.441;2010
AT1;AT13;AT130;91701;0;0;4;2.165;2.106;2010
AT1;AT13;AT130;91701;0;0;5;;22;2010
AT1;AT13;AT130;91701;0;0;0;13.743;22.896;2010
AT1;AT13;AT130;91801;0;1;1;1.100;1.100;2010
AT1;AT13;AT130;91801;0;1;2;682;682;2010
AT1;AT13;AT130;91801;0;1;3;3.827;7.665;2010
AT1;AT13;AT130;91801;0;1;4;1.249;1.111;2010
AT1;AT13;AT130;91801;0;1;5;;47;2010
AT1;AT13;AT130;91801;0;1;0;6.858;10.605;2010
AT1;AT13;AT130;91801;0;2;1;851;851;2010
AT1;AT13;AT130;91801;0;2;2;978;978;2010
AT1;AT13;AT130;91801;0;2;3;4.690;7.754;2010
AT1;AT13;AT130;91801;0;2;4;1.443;757;2010
AT1;AT13;AT130;91801;0;2;5;;13;2010
AT1;AT13;AT130;91801;0;2;0;7.962;10.353;2010
AT1;AT13;AT130;91801;0;0;1;1.951;1.951;2010
AT1;AT13;AT130;91801;0;0;2;1.660;1.660;2010
AT1;AT13;AT130;91801;0;0;3;8.517;15.419;2010
AT1;AT13;AT130;91801;0;0;4;2.692;1.868;2010
AT1;AT13;AT130;91801;0;0;5;;60;2010
AT1;AT13;AT130;91801;0;0;0;14.820;20.958;2010
AT1;AT13;AT130;91901;0;1;1;1.361;1.361;2010
AT1;AT13;AT130;91901;0;1;2;1.341;1.341;2010
AT1;AT13;AT130;91901;0;1;3;7.669;9.715;2010
AT1;AT13;AT130;91901;0;1;4;3.355;1.481;2010
AT1;AT13;AT130;91901;0;1;5;;47;2010
AT1;AT13;AT130;91901;0;1;0;13.726;13.945;2010
AT1;AT13;AT130;91901;0;2;1;1.037;1.037;2010
AT1;AT13;AT130;91901;0;2;2;1.854;1.854;2010
AT1;AT13;AT130;91901;0;2;3;8.650;9.431;2010
AT1;AT13;AT130;91901;0;2;4;3.143;920;2010
AT1;AT13;AT130;91901;0;2;5;;30;2010
AT1;AT13;AT130;91901;0;2;0;14.684;13.272;2010
AT1;AT13;AT130;91901;0;0;1;2.398;2.398;2010
AT1;AT13;AT130;91901;0;0;2;3.195;3.195;2010
AT1;AT13;AT130;91901;0;0;3;16.319;19.146;2010
AT1;AT13;AT130;91901;0;0;4;6.498;2.401;2010
AT1;AT13;AT130;91901;0;0;5;;77;2010
AT1;AT13;AT130;91901;0;0;0;28.410;27.217;2010
AT1;AT13;AT130;92001;0;1;1;990;990;2010
AT1;AT13;AT130;92001;0;1;2;1.425;1.425;2010
AT1;AT13;AT130;92001;0;1;3;7.958;13.706;2010
AT1;AT13;AT130;92001;0;1;4;3.680;2.567;2010
AT1;AT13;AT130;92001;0;1;5;;29;2010
AT1;AT13;AT130;92001;0;1;0;14.053;18.717;2010
AT1;AT13;AT130;92001;0;2;1;576;576;2010
AT1;AT13;AT130;92001;0;2;2;1.471;1.471;2010
AT1;AT13;AT130;92001;0;2;3;6.419;12.497;2010
AT1;AT13;AT130;92001;0;2;4;2.698;1.007;2010
AT1;AT13;AT130;92001;0;2;5;;13;2010
AT1;AT13;AT130;92001;0;2;0;11.164;15.564;2010
AT1;AT13;AT130;92001;0;0;1;1.566;1.566;2010
AT1;AT13;AT130;92001;0;0;2;2.896;2.896;2010
AT1;AT13;AT130;92001;0;0;3;14.377;26.203;2010
AT1;AT13;AT130;92001;0;0;4;6.378;3.574;2010
AT1;AT13;AT130;92001;0;0;5;;42;2010
AT1;AT13;AT130;92001;0;0;0;25.217;34.281;2010
AT1;AT13;AT130;92101;0;1;1;1.470;1.470;2010
AT1;AT13;AT130;92101;0;1;2;4.561;4.561;2010
AT1;AT13;AT130;92101;0;1;3;13.492;21.627;2010
AT1;AT13;AT130;92101;0;1;4;8.660;4.163;2010
AT1;AT13;AT130;92101;0;1;5;;54;2010
AT1;AT13;AT130;92101;0;1;0;28.183;31.875;2010
AT1;AT13;AT130;92101;0;2;1;818;818;2010
AT1;AT13;AT130;92101;0;2;2;5.167;5.167;2010
AT1;AT13;AT130;92101;0;2;3;9.669;21.146;2010
AT1;AT13;AT130;92101;0;2;4;5.271;2.025;2010
AT1;AT13;AT130;92101;0;2;5;;10;2010
AT1;AT13;AT130;92101;0;2;0;20.925;29.166;2010
AT1;AT13;AT130;92101;0;0;1;2.288;2.288;2010
AT1;AT13;AT130;92101;0;0;2;9.728;9.728;2010
AT1;AT13;AT130;92101;0;0;3;23.161;42.773;2010
AT1;AT13;AT130;92101;0;0;4;13.931;6.188;2010
AT1;AT13;AT130;92101;0;0;5;;64;2010
AT1;AT13;AT130;92101;0;0;0;49.108;61.041;2010
AT1;AT13;AT130;92201;0;1;1;1.785;1.785;2010
AT1;AT13;AT130;92201;0;1;2;5.957;5.957;2010
AT1;AT13;AT130;92201;0;1;3;13.540;25.046;2010
AT1;AT13;AT130;92201;0;1;4;9.413;4.484;2010
AT1;AT13;AT130;92201;0;1;5;;72;2010
AT1;AT13;AT130;92201;0;1;0;30.695;37.344;2010
AT1;AT13;AT130;92201;0;2;1;1.025;1.025;2010
AT1;AT13;AT130;92201;0;2;2;7.955;7.955;2010
AT1;AT13;AT130;92201;0;2;3;10.836;23.508;2010
AT1;AT13;AT130;92201;0;2;4;5.686;2.181;2010
AT1;AT13;AT130;92201;0;2;5;;18;2010
AT1;AT13;AT130;92201;0;2;0;25.502;34.687;2010
AT1;AT13;AT130;92201;0;0;1;2.810;2.810;2010
AT1;AT13;AT130;92201;0;0;2;13.912;13.912;2010
AT1;AT13;AT130;92201;0;0;3;24.376;48.554;2010
AT1;AT13;AT130;92201;0;0;4;15.099;6.665;2010
AT1;AT13;AT130;92201;0;0;5;;90;2010
AT1;AT13;AT130;92201;0;0;0;56.197;72.031;2010
AT1;AT13;AT130;92301;0;1;1;1.325;1.325;2010
AT1;AT13;AT130;92301;0;1;2;3.326;3.326;2010
AT1;AT13;AT130;92301;0;1;3;17.774;12.954;2010
AT1;AT13;AT130;92301;0;1;4;11.943;3.434;2010
AT1;AT13;AT130;92301;0;1;5;;48;2010
AT1;AT13;AT130;92301;0;1;0;34.368;21.087;2010
AT1;AT13;AT130;92301;0;2;1;782;782;2010
AT1;AT13;AT130;92301;0;2;2;3.385;3.385;2010
AT1;AT13;AT130;92301;0;2;3;9.025;13.436;2010
AT1;AT13;AT130;92301;0;2;4;5.684;2.255;2010
AT1;AT13;AT130;92301;0;2;5;;13;2010
AT1;AT13;AT130;92301;0;2;0;18.876;19.871;2010
AT1;AT13;AT130;92301;0;0;1;2.107;2.107;2010
AT1;AT13;AT130;92301;0;0;2;6.711;6.711;2010
AT1;AT13;AT130;92301;0;0;3;26.799;26.390;2010
AT1;AT13;AT130;92301;0;0;4;17.627;5.689;2010
AT1;AT13;AT130;92301;0;0;5;;61;2010
AT1;AT13;AT130;92301;0;0;0;53.244;40.958;2010
