NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;SPOE   ;OEVP   ;GRUE   ;FPOE   ;BZOE   ;KPOE   ;LIF    ;DEM    ;MUT    ;KI     ;CPOE   ;WIR    ;ECHT6  ;IGS    ;ECHT8  ;PH     ;AKTIV  ;AL     ;SLP    ;WIFF   ;IBFS   ;         
AT1;AT13;AT130;91401;4;1;14;14;63;746;374;17;160;39;33;108;2;6;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;64;724;372;17;189;16;11;129;2;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;65;743;387;6;158;36;49;128;1;3;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;66;786;415;15;138;86;46;122;3;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;67;830;487;12;138;137;82;95;8;7;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;68;918;578;25;219;121;101;96;2;5;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;69;315;193;1;42;50;56;30;6;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;70;641;310;7;128;48;34;88;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;71;610;320;6;101;77;40;80;4;8;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;72;952;498;16;164;139;97;74;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;73;625;367;8;104;108;74;55;4;3;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;74;817;445;21;128;125;84;68;6;6;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;75;477;291;7;76;88;68;37;6;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;76;708;437;19;177;84;37;104;8;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;77;780;424;10;145;101;75;86;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;78;1055;676;31;197;193;103;128;9;8;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;79;905;591;16;182;113;116;140;10;9;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;80;792;515;9;168;144;86;86;11;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;81;623;380;11;130;99;40;90;2;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;82;655;449;9;159;111;38;106;13;2;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;83;942;647;27;176;217;108;97;12;1;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;84;902;585;8;167;207;107;78;5;4;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;85;719;413;14;110;124;53;99;5;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;86;706;407;11;148;121;37;77;5;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;87;662;385;9;113;107;71;79;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;88;652;354;20;123;89;52;53;6;5;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;89;646;375;7;137;83;65;67;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;90;544;321;14;166;31;34;66;5;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;91;550;297;13;158;21;24;74;3;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;92;440;203;10;102;11;10;64;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;93;0;29;6;13;2;2;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;95;0;36;0;26;4;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;97;0;700;0;244;102;265;65;6;5;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;98;0;3914;67;1700;820;512;715;30;28;29;13;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;99;0;2654;54;917;556;592;425;33;32;25;20;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;4;1;14;14;100;0;182;3;68;18;71;20;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;0;0;248;11;124;26;31;47;1;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;1;700;387;5;201;15;13;145;1;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;2;726;446;11;277;31;17;103;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;3;751;460;8;233;26;44;138;3;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;4;629;284;11;112;30;42;70;10;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;5;721;284;9;117;24;50;73;2;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;6;741;388;9;189;28;37;112;6;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;7;788;330;8;134;29;48;93;2;8;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;8;804;365;11;175;30;39;97;5;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;9;629;248;10;124;13;35;53;3;7;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;10;697;313;6;125;30;58;80;2;7;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;11;713;307;8;98;56;63;62;9;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;12;729;302;1;114;25;59;86;6;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;13;769;353;5;177;17;22;120;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;14;542;282;13;117;19;38;80;6;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;15;684;313;6;100;36;84;71;2;9;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;16;775;367;7;138;32;78;101;5;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;17;716;336;10;134;39;57;85;2;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;18;811;393;10;141;42;96;87;7;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;19;810;346;3;175;15;41;97;6;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;20;754;372;16;132;24;115;69;1;8;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;21;678;281;3;116;26;73;56;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;22;931;400;5;169;18;88;99;4;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;23;826;326;5;132;31;81;66;2;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;24;866;330;7;94;38;99;63;1;14;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;25;950;348;11;149;23;84;67;2;9;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;26;680;275;6;97;25;76;55;3;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;27;566;227;5;81;41;56;38;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;28;542;261;7;99;24;66;54;2;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;29;672;263;9;141;14;35;59;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;30;778;314;2;138;36;78;47;1;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;31;719;311;5;110;33;69;90;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;32;607;261;3;114;27;62;43;3;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;33;741;228;11;82;15;54;57;2;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;34;727;303;9;127;26;51;82;1;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;35;709;366;6;196;27;35;94;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;36;1038;484;18;238;36;64;109;5;9;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;37;615;253;10;132;13;30;55;4;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;38;650;245;6;116;18;43;52;1;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;39;750;343;5;141;43;55;86;3;6;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;40;534;266;14;147;15;22;59;3;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;41;486;253;29;124;18;17;56;4;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;42;684;375;12;194;29;32;96;1;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;43;672;309;6;139;24;41;89;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;44;527;261;6;105;27;35;71;7;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;45;505;286;3;124;28;29;91;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;46;526;222;2;112;12;38;47;4;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;47;525;185;3;90;14;25;43;2;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;48;598;290;5;114;32;55;74;3;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;49;588;236;3;116;25;43;41;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;50;607;243;0;87;28;76;41;1;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;51;519;234;4;81;23;56;65;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;52;488;238;4;106;23;37;59;4;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;53;475;178;5;84;12;36;33;2;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;54;722;328;7;145;41;59;61;4;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;55;700;365;15;167;29;52;88;7;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;56;735;328;4;128;28;55;98;5;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;57;694;281;4;105;42;49;69;1;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;58;652;276;5;101;21;69;71;3;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;59;594;231;2;108;15;36;60;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;60;780;274;6;123;31;52;54;3;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;61;695;338;15;139;37;52;83;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;62;797;378;18;149;27;70;96;3;7;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;63;724;296;3;122;30;50;81;3;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;64;751;267;5;142;20;27;66;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;65;614;284;10;104;38;49;76;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;66;655;286;1;114;48;64;50;2;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;67;739;305;10;146;33;47;61;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;68;698;371;3;199;26;42;96;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;69;0;7;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;70;0;595;6;188;43;280;55;1;15;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;71;0;2969;48;1234;392;569;608;33;51;11;23;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;72;0;1326;20;463;164;438;189;7;27;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;4;1;15;15;73;0;188;1;56;19;92;13;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;0;0;306;10;159;33;33;58;5;5;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;1;761;295;3;156;26;55;50;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;2;894;303;4;149;17;59;58;2;7;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;3;835;421;5;174;38;123;67;1;10;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;4;950;455;16;180;45;105;89;4;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;5;800;323;7;135;33;77;60;4;2;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;6;806;300;6;133;24;83;45;2;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;7;827;371;13;148;30;98;61;4;10;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;8;803;356;5;145;38;76;74;1;12;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;9;741;318;4;131;13;61;92;4;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;10;674;284;6;115;31;45;77;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;11;751;276;3;98;29;64;59;4;12;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;12;993;460;12;198;44;71;119;4;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;13;943;411;10;150;39;100;100;3;6;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;14;828;489;13;196;63;84;108;7;12;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;15;778;461;8;196;49;103;86;6;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;16;690;325;11;131;35;43;79;11;9;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;17;966;457;4;219;42;57;125;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;18;982;461;9;184;27;110;107;6;10;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;19;973;380;8;172;27;96;64;4;6;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;20;738;290;3;135;18;62;57;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;21;889;359;8;179;33;57;68;7;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;22;590;225;7;115;18;32;46;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;23;935;402;12;188;34;65;96;2;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;24;664;306;7;109;34;38;105;6;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;25;815;297;18;145;14;32;74;2;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;26;949;419;9;183;36;55;116;5;8;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;27;818;423;20;230;28;18;119;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;28;734;378;1;162;24;19;162;2;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;29;1046;396;11;199;20;43;113;3;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;30;870;380;14;151;35;62;103;6;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;31;931;425;7;218;36;73;75;2;11;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;32;840;315;9;156;23;54;67;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;33;586;301;5;134;41;33;79;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;34;787;322;6;124;24;61;93;5;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;35;1034;497;17;200;52;97;123;1;3;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;36;905;443;7;183;61;67;112;6;5;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;37;1021;498;15;219;62;100;85;5;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;38;672;307;10;130;30;27;99;6;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;39;802;410;21;156;53;66;96;4;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;40;821;435;7;197;50;61;107;6;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;41;886;453;10;169;68;76;119;3;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;42;843;401;5;164;51;61;99;8;5;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;43;795;390;7;200;30;32;105;8;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;44;456;268;7;81;33;10;131;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;45;636;328;5;183;13;10;110;1;2;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;46;708;350;15;195;12;21;102;1;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;47;733;450;9;210;28;57;129;11;3;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;48;858;432;13;198;37;54;122;1;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;49;870;436;5;203;46;66;100;4;8;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;50;796;373;6;162;36;29;127;2;6;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;51;963;523;6;192;75;82;151;5;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;52;812;391;6;198;44;57;69;4;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;53;890;409;21;193;39;51;89;11;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;54;863;386;4;165;31;67;114;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;55;689;375;7;173;33;50;100;5;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;56;856;420;17;174;53;88;78;1;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;57;800;431;10;189;32;59;123;6;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;58;839;410;10;197;35;44;114;3;0;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;59;590;329;5;146;46;29;91;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;60;655;385;3;204;38;47;82;7;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;61;998;536;28;227;40;79;148;7;3;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;62;743;479;13;196;55;69;129;3;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;63;777;376;5;178;40;52;90;2;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;64;677;410;5;207;60;31;96;6;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;65;856;571;9;296;83;50;118;10;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;66;548;260;2;119;25;40;64;2;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;67;769;437;14;183;54;100;71;5;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;68;740;378;14;191;8;13;138;4;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;69;875;472;14;240;20;32;147;4;8;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;4;1;16;16;70;739;404;8;169;59;53;102;4;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
