Wanderung gegenüber Wien nach Staatsangehörigkeit und Geschlecht - Zeitreihe;;;;;;;;;;;;;;;
Migration in Vienna by nationality and sex - time series;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;NATIONALITY;MIG_NET_TOTAL;MIG_NET_EXT;IMM_EXT;EMI_EXT;MIG_NET_INT;IMM_INT;EMI_INT;MIG_VIE_INT;REF_DATE
AT1;AT13;AT130;00000;00000000;2;RUS;482;166;465;299;316;493;177;1115;2010
AT1;AT13;AT130;00000;00000000;2;CHN;-61;-71;333;404;10;102;92;632;2010
AT1;AT13;AT130;00000;00000000;2;OTHER;1305;876;3744;2868;429;868;439;5461;2010
AT1;AT13;AT130;00000;00000000;1;AUT;-612;-1123;3892;5015;511;11821;11310;44607;2010
AT1;AT13;AT130;00000;00000000;1;DEU;1065;1136;2460;1324;-71;316;387;2045;2010
AT1;AT13;AT130;00000;00000000;1;POL;373;410;1459;1049;-37;98;135;1670;2010
AT1;AT13;AT130;00000;00000000;1;ROU;645;770;2249;1479;-125;130;255;1414;2010
AT1;AT13;AT130;00000;00000000;1;SVK;3;35;517;482;-32;55;87;423;2010
AT1;AT13;AT130;00000;00000000;1;HUN;297;294;905;611;3;107;104;405;2010
AT1;AT13;AT130;00000;00000000;1;BGR;335;342;1059;717;-7;32;39;587;2010
AT1;AT13;AT130;00000;00000000;1;CZE;-2;10;138;128;-12;13;25;113;2010
AT1;AT13;AT130;00000;00000000;1;REST-EU;456;496;2130;1634;-40;152;192;1441;2010
AT1;AT13;AT130;00000;00000000;1;SCG;614;675;2901;2226;-61;275;336;5310;2010
AT1;AT13;AT130;00000;00000000;1;TUR;479;456;1381;925;23;270;247;3858;2010
AT1;AT13;AT130;00000;00000000;1;BIH;43;38;368;330;5;145;140;1182;2010
AT1;AT13;AT130;00000;00000000;1;HRV;-6;13;381;368;-19;76;95;769;2010
AT1;AT13;AT130;00000;00000000;1;MKD;108;122;411;289;-14;53;67;583;2010
AT1;AT13;AT130;00000;00000000;1;RUS;387;103;371;268;284;459;175;1142;2010
AT1;AT13;AT130;00000;00000000;1;CHN;-100;-108;378;486;8;116;108;538;2010
AT1;AT13;AT130;00000;00000000;1;OTHER;748;-154;4685;4839;902;1917;1015;9351;2010
AT1;AT13;AT130;00000;00000000;2;AUT;-1277;-1037;1690;2727;-240;11968;12208;43669;2011
AT1;AT13;AT130;00000;00000000;2;DEU;739;810;2103;1293;-71;282;353;2218;2011
AT1;AT13;AT130;00000;00000000;2;POL;883;913;1670;757;-30;98;128;1760;2011
AT1;AT13;AT130;00000;00000000;2;ROU;740;790;2108;1318;-50;162;212;1851;2011
AT1;AT13;AT130;00000;00000000;2;SVK;450;522;1117;595;-72;86;158;988;2011
AT1;AT13;AT130;00000;00000000;2;HUN;509;499;1162;663;10;133;123;734;2011
AT1;AT13;AT130;00000;00000000;2;BGR;419;440;1020;580;-21;47;68;930;2011
AT1;AT13;AT130;00000;00000000;2;CZE;28;50;258;208;-22;34;56;209;2011
AT1;AT13;AT130;00000;00000000;2;REST-EU;467;484;1967;1483;-17;152;169;1369;2011
AT1;AT13;AT130;00000;00000000;2;SCG;253;252;1706;1454;1;273;272;4220;2011
AT1;AT13;AT130;00000;00000000;2;TUR;195;157;740;583;38;137;99;2420;2011
AT1;AT13;AT130;00000;00000000;2;BIH;243;204;403;199;39;125;86;850;2011
AT1;AT13;AT130;00000;00000000;2;HRV;83;70;281;211;13;96;83;632;2011
AT1;AT13;AT130;00000;00000000;2;MKD;83;75;198;123;8;41;33;446;2011
AT1;AT13;AT130;00000;00000000;2;RUS;703;306;621;315;397;522;125;1400;2011
AT1;AT13;AT130;00000;00000000;2;CHN;107;72;407;335;35;128;93;655;2011
AT1;AT13;AT130;00000;00000000;2;OTHER;1519;909;3817;2908;610;1089;479;5954;2011
AT1;AT13;AT130;00000;00000000;1;AUT;-1125;-963;3545;4508;-162;11705;11867;44421;2011
AT1;AT13;AT130;00000;00000000;1;DEU;679;785;2442;1657;-106;310;416;2346;2011
AT1;AT13;AT130;00000;00000000;1;POL;1279;1335;2582;1247;-56;101;157;1810;2011
AT1;AT13;AT130;00000;00000000;1;ROU;627;743;2370;1627;-116;145;261;1496;2011
AT1;AT13;AT130;00000;00000000;1;SVK;187;232;818;586;-45;49;94;451;2011
AT1;AT13;AT130;00000;00000000;1;HUN;457;503;1297;794;-46;97;143;573;2011
AT1;AT13;AT130;00000;00000000;1;BGR;281;315;1069;754;-34;24;58;720;2011
AT1;AT13;AT130;00000;00000000;1;CZE;60;65;244;179;-5;20;25;112;2011
AT1;AT13;AT130;00000;00000000;1;REST-EU;450;506;2365;1859;-56;191;247;1588;2011
AT1;AT13;AT130;00000;00000000;1;SCG;-41;34;2398;2364;-75;292;367;5037;2011
AT1;AT13;AT130;00000;00000000;1;TUR;295;249;1330;1081;46;259;213;3959;2011
AT1;AT13;AT130;00000;00000000;1;BIH;154;125;566;441;29;144;115;1359;2011
AT1;AT13;AT130;00000;00000000;1;HRV;12;23;338;315;-11;67;78;739;2011
AT1;AT13;AT130;00000;00000000;1;MKD;22;78;332;254;-56;51;107;610;2011
AT1;AT13;AT130;00000;00000000;1;RUS;430;79;383;304;351;501;150;1306;2011
AT1;AT13;AT130;00000;00000000;1;CHN;47;32;421;389;15;106;91;637;2011
AT1;AT13;AT130;00000;00000000;1;OTHER;1863;746;5077;4331;1117;2194;1077;9810;2011
AT1;AT13;AT130;00000;00000000;2;AUT;-392;-1005;1755;2760;613;12830;12217;44180;2012
AT1;AT13;AT130;00000;00000000;2;DEU;1133;1214;2544;1330;-81;294;375;2203;2012
AT1;AT13;AT130;00000;00000000;2;POL;1052;1085;1897;812;-33;118;151;1963;2012
AT1;AT13;AT130;00000;00000000;2;ROU;945;1023;2305;1282;-78;175;253;1893;2012
AT1;AT13;AT130;00000;00000000;2;SVK;598;654;1284;630;-56;134;190;1236;2012
AT1;AT13;AT130;00000;00000000;2;HUN;1038;1055;1726;671;-17;148;165;964;2012
AT1;AT13;AT130;00000;00000000;2;BGR;585;589;1181;592;-4;62;66;944;2012
AT1;AT13;AT130;00000;00000000;2;CZE;144;145;342;197;-1;34;35;248;2012
AT1;AT13;AT130;00000;00000000;2;REST-EU;1105;1109;2560;1451;-4;180;184;1519;2012
AT1;AT13;AT130;00000;00000000;2;SCG;804;835;2044;1209;-31;238;269;4161;2012
AT1;AT13;AT130;00000;00000000;2;TUR;327;313;840;527;14;160;146;2698;2012
AT1;AT13;AT130;00000;00000000;2;BIH;310;284;455;171;26;134;108;853;2012
AT1;AT13;AT130;00000;00000000;2;HRV;145;126;326;200;19;94;75;640;2012
AT1;AT13;AT130;00000;00000000;2;MKD;143;142;248;106;1;29;28;375;2012
AT1;AT13;AT130;00000;00000000;2;RUS;755;400;725;325;355;506;151;1592;2012
AT1;AT13;AT130;00000;00000000;2;CHN;201;194;477;283;7;103;96;747;2012
AT1;AT13;AT130;00000;00000000;2;OTHER;2779;2055;4621;2566;724;1235;511;6318;2012
AT1;AT13;AT130;00000;00000000;1;AUT;-168;-895;3520;4415;727;12382;11655;45198;2012
AT1;AT13;AT130;00000;00000000;1;DEU;1097;1167;2741;1574;-70;313;383;2436;2012
AT1;AT13;AT130;00000;00000000;1;POL;1260;1318;2735;1417;-58;112;170;2213;2012
AT1;AT13;AT130;00000;00000000;1;ROU;590;758;2440;1682;-168;148;316;1650;2012
AT1;AT13;AT130;00000;00000000;1;SVK;371;422;1023;601;-51;69;120;564;2012
AT1;AT13;AT130;00000;00000000;1;HUN;799;833;1902;1069;-34;131;165;772;2012
AT1;AT13;AT130;00000;00000000;1;BGR;373;402;1137;735;-29;39;68;781;2012
AT1;AT13;AT130;00000;00000000;1;CZE;68;79;251;172;-11;19;30;123;2012
AT1;AT13;AT130;00000;00000000;1;REST-EU;1187;1217;3147;1930;-30;215;245;1832;2012
AT1;AT13;AT130;00000;00000000;1;SCG;595;716;2626;1910;-121;244;365;4872;2012
AT1;AT13;AT130;00000;00000000;1;TUR;230;227;1277;1050;3;248;245;4020;2012
AT1;AT13;AT130;00000;00000000;1;BIH;259;259;630;371;0;134;134;1202;2012
AT1;AT13;AT130;00000;00000000;1;HRV;136;122;402;280;14;81;67;791;2012
AT1;AT13;AT130;00000;00000000;1;MKD;94;127;358;231;-33;39;72;591;2012
AT1;AT13;AT130;00000;00000000;1;RUS;504;160;512;352;344;501;157;1661;2012
AT1;AT13;AT130;00000;00000000;1;CHN;58;43;400;357;15;106;91;569;2012
AT1;AT13;AT130;00000;00000000;1;OTHER;3189;1948;6230;4282;1241;2525;1284;10833;2012
AT1;AT13;AT130;00000;00000000;2;AUT;-1687;-916;1879;2795;-771;11775;12546;42208;2013
AT1;AT13;AT130;00000;00000000;2;DEU;922;1032;2499;1467;-110;261;371;2513;2013
AT1;AT13;AT130;00000;00000000;2;POL;1113;1165;1937;772;-52;130;182;2195;2013
AT1;AT13;AT130;00000;00000000;2;ROU;815;908;2176;1268;-93;197;290;1879;2013
AT1;AT13;AT130;00000;00000000;2;SVK;669;744;1351;607;-75;132;207;1237;2013
AT1;AT13;AT130;00000;00000000;2;HUN;1425;1450;2249;799;-25;169;194;1361;2013
AT1;AT13;AT130;00000;00000000;2;BGR;457;462;1214;752;-5;56;61;1043;2013
AT1;AT13;AT130;00000;00000000;2;CZE;125;128;356;228;-3;33;36;280;2013
AT1;AT13;AT130;00000;00000000;2;REST-EU;935;976;2754;1778;-41;160;201;1792;2013
AT1;AT13;AT130;00000;00000000;2;SCG;850;890;2137;1247;-40;233;273;4301;2013
AT1;AT13;AT130;00000;00000000;2;TUR;364;386;882;496;-22;153;175;2526;2013
AT1;AT13;AT130;00000;00000000;2;BIH;413;394;595;201;19;122;103;936;2013
AT1;AT13;AT130;00000;00000000;2;HRV;427;405;592;187;22;101;79;751;2013
AT1;AT13;AT130;00000;00000000;2;MKD;131;146;266;120;-15;36;51;453;2013
AT1;AT13;AT130;00000;00000000;2;RUS;625;337;767;430;288;462;174;1549;2013
AT1;AT13;AT130;00000;00000000;2;CHN;222;207;530;323;15;117;102;771;2013
AT1;AT13;AT130;00000;00000000;2;OTHER;2992;2313;5421;3108;679;1314;635;6953;2013
AT1;AT13;AT130;00000;00000000;1;AUT;-998;-887;3581;4468;-111;11643;11754;43541;2013
AT1;AT13;AT130;00000;00000000;1;DEU;851;980;2702;1722;-129;279;408;2436;2013
AT1;AT13;AT130;00000;00000000;1;POL;1394;1430;2775;1345;-36;137;173;2454;2013
AT1;AT13;AT130;00000;00000000;1;ROU;739;911;2425;1514;-172;177;349;1585;2013
AT1;AT13;AT130;00000;00000000;1;SVK;536;619;1238;619;-83;74;157;650;2013
AT1;AT13;AT130;00000;00000000;1;HUN;1360;1428;2427;999;-68;150;218;1127;2013
AT1;AT13;AT130;00000;00000000;1;BGR;525;539;1301;762;-14;56;70;869;2013
AT1;AT13;AT130;00000;00000000;1;CZE;76;89;283;194;-13;22;35;147;2013
AT1;AT13;AT130;00000;00000000;1;REST-EU;1505;1526;3496;1970;-21;233;254;2068;2013
AT1;AT13;AT130;00000;00000000;1;SCG;641;778;2757;1979;-137;296;433;4977;2013
AT1;AT13;AT130;00000;00000000;1;TUR;212;245;1290;1045;-33;239;272;3931;2013
AT1;AT13;AT130;00000;00000000;1;BIH;440;476;867;391;-36;133;169;1306;2013
AT1;AT13;AT130;00000;00000000;1;HRV;571;573;850;277;-2;109;111;914;2013
AT1;AT13;AT130;00000;00000000;1;MKD;158;207;416;209;-49;28;77;624;2013
AT1;AT13;AT130;00000;00000000;1;RUS;392;141;542;401;251;432;181;1477;2013
AT1;AT13;AT130;00000;00000000;1;CHN;97;74;397;323;23;129;106;638;2013
AT1;AT13;AT130;00000;00000000;1;OTHER;3414;2186;6762;4576;1228;2732;1504;11784;2013
