Wanderung gegenüber Wien nach Zählbezirken, Migrationshintergrund und Geschlecht;;;;;;;;;;;;;;;;;;
Migration in Vienna by subdistrict, migrationbackground and sex;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;MIG_BACKGROUND;MIG_NET_TOTAL;MIG_NET_EXT;IMM_EXT;EMI_EXT;MIG_NET_INT;IMM_INT;EMI_INT;IMM_SDC;EMI_SDC;MIG_SDC_INT;REF_DATE
AT1;AT13;AT130;00000;9100120;2;HRV;7;1;1;0;6;1;0;5;0;0;2011
AT1;AT13;AT130;00000;9100120;2;MKD;6;0;0;0;6;0;0;6;0;0;2011
AT1;AT13;AT130;00000;9100120;2;RUS;3;0;0;0;3;3;0;3;3;0;2011
AT1;AT13;AT130;00000;9100120;2;OTHER;4;-6;0;6;10;2;0;20;12;2;2011
AT1;AT13;AT130;00000;9100120;1;AUT;-25;-5;9;14;-20;25;40;154;159;34;2011
AT1;AT13;AT130;00000;9100120;1;DEU;4;2;5;3;2;0;0;3;1;0;2011
AT1;AT13;AT130;00000;9100120;1;POL;4;0;2;2;4;0;0;4;0;0;2011
AT1;AT13;AT130;00000;9100120;1;ROU;-1;-1;1;2;0;1;2;3;2;2;2011
AT1;AT13;AT130;00000;9100120;1;SVK;1;1;1;0;0;0;0;0;0;0;2011
AT1;AT13;AT130;00000;9100120;1;HUN;1;1;1;0;0;0;1;2;1;0;2011
AT1;AT13;AT130;00000;9100120;1;REST-EU;0;0;1;1;0;0;0;3;3;0;2011
AT1;AT13;AT130;00000;9100120;1;SCG;27;1;2;1;26;1;0;25;0;0;2011
AT1;AT13;AT130;00000;9100120;1;TUR;21;3;5;2;18;1;2;34;15;5;2011
AT1;AT13;AT130;00000;9100120;1;BIH;5;0;0;0;5;0;1;7;1;0;2011
AT1;AT13;AT130;00000;9100120;1;HRV;4;0;1;1;4;0;0;4;0;0;2011
AT1;AT13;AT130;00000;9100120;1;MKD;6;0;0;0;6;0;0;6;0;0;2011
AT1;AT13;AT130;00000;9100120;1;RUS;5;0;0;0;5;2;0;5;2;0;2011
AT1;AT13;AT130;00000;9100120;1;OTHER;5;-3;0;3;8;1;1;23;15;0;2011
AT1;AT13;AT130;00000;9100121;2;AUT;-29;-2;2;4;-27;14;42;111;110;27;2011
AT1;AT13;AT130;00000;9100121;2;DEU;-1;0;1;1;-1;0;1;1;1;0;2011
AT1;AT13;AT130;00000;9100121;2;POL;3;1;1;0;2;1;1;4;2;0;2011
AT1;AT13;AT130;00000;9100121;2;ROU;2;0;1;1;2;0;0;2;0;0;2011
AT1;AT13;AT130;00000;9100121;2;SVK;-1;-1;1;2;0;0;0;0;0;0;2011
AT1;AT13;AT130;00000;9100121;2;HUN;-2;0;0;0;-2;0;0;0;2;0;2011
AT1;AT13;AT130;00000;9100121;2;BGR;1;0;0;0;1;0;0;1;0;0;2011
AT1;AT13;AT130;00000;9100121;2;CZE;-1;0;0;0;-1;0;0;0;1;0;2011
AT1;AT13;AT130;00000;9100121;2;REST-EU;3;0;0;0;3;0;0;3;0;1;2011
AT1;AT13;AT130;00000;9100121;2;SCG;10;1;1;0;9;0;0;15;6;0;2011
AT1;AT13;AT130;00000;9100121;2;TUR;-1;0;0;0;-1;0;2;5;4;0;2011
AT1;AT13;AT130;00000;9100121;2;BIH;1;1;1;0;0;1;2;3;2;0;2011
AT1;AT13;AT130;00000;9100121;2;HRV;0;1;1;0;-1;2;2;0;1;0;2011
AT1;AT13;AT130;00000;9100121;2;RUS;1;0;0;0;1;0;0;1;0;0;2011
AT1;AT13;AT130;00000;9100121;2;CHN;2;3;3;0;-1;1;0;0;2;0;2011
AT1;AT13;AT130;00000;9100121;2;OTHER;28;3;4;1;25;1;0;27;3;3;2011
AT1;AT13;AT130;00000;9100121;1;AUT;-35;-4;1;5;-31;14;44;120;121;31;2011
AT1;AT13;AT130;00000;9100121;1;DEU;-7;-1;1;2;-6;0;2;1;5;0;2011
AT1;AT13;AT130;00000;9100121;1;POL;-3;-2;3;5;-1;0;0;3;4;0;2011
AT1;AT13;AT130;00000;9100121;1;ROU;1;-1;0;1;2;1;0;1;0;0;2011
AT1;AT13;AT130;00000;9100121;1;SVK;2;1;1;0;1;0;0;1;0;0;2011
AT1;AT13;AT130;00000;9100121;1;BGR;2;1;1;0;1;0;0;1;0;0;2011
AT1;AT13;AT130;00000;9100121;1;REST-EU;1;-1;0;1;2;1;0;1;0;1;2011
AT1;AT13;AT130;00000;9100121;1;SCG;11;3;3;0;8;0;0;11;3;1;2011
AT1;AT13;AT130;00000;9100121;1;TUR;2;0;0;0;2;1;0;11;10;0;2011
AT1;AT13;AT130;00000;9100121;1;BIH;0;1;1;0;-1;0;1;5;5;0;2011
AT1;AT13;AT130;00000;9100121;1;HRV;2;1;1;0;1;0;0;1;0;0;2011
AT1;AT13;AT130;00000;9100121;1;RUS;-2;-1;0;1;-1;0;0;0;1;0;2011
AT1;AT13;AT130;00000;9100121;1;CHN;0;1;1;0;-1;0;0;0;1;0;2011
AT1;AT13;AT130;00000;9100121;1;OTHER;13;0;4;4;13;0;1;17;3;9;2011
AT1;AT13;AT130;00000;9100122;2;AUT;-21;-3;3;6;-18;35;44;99;108;6;2011
AT1;AT13;AT130;00000;9100122;2;DEU;8;7;10;3;1;1;2;7;5;0;2011
AT1;AT13;AT130;00000;9100122;2;POL;11;13;14;1;-2;1;3;17;17;2;2011
AT1;AT13;AT130;00000;9100122;2;ROU;5;16;21;5;-11;1;1;9;20;1;2011
AT1;AT13;AT130;00000;9100122;2;SVK;-1;2;5;3;-3;0;0;2;5;0;2011
AT1;AT13;AT130;00000;9100122;2;HUN;4;2;5;3;2;1;1;5;3;0;2011
AT1;AT13;AT130;00000;9100122;2;BGR;-1;-2;4;6;1;0;1;9;7;0;2011
AT1;AT13;AT130;00000;9100122;2;CZE;-1;0;0;0;-1;0;2;1;0;0;2011
AT1;AT13;AT130;00000;9100122;2;REST-EU;4;3;9;6;1;2;0;6;7;0;2011
AT1;AT13;AT130;00000;9100122;2;SCG;16;-1;8;9;17;3;3;45;28;8;2011
AT1;AT13;AT130;00000;9100122;2;TUR;1;4;4;0;-3;2;3;17;19;1;2011
AT1;AT13;AT130;00000;9100122;2;BIH;3;2;2;0;1;2;1;14;14;1;2011
AT1;AT13;AT130;00000;9100122;2;HRV;-3;0;1;1;-3;1;1;1;4;0;2011
AT1;AT13;AT130;00000;9100122;2;MKD;9;4;5;1;5;2;0;7;4;4;2011
AT1;AT13;AT130;00000;9100122;2;RUS;8;1;1;0;7;5;2;5;1;0;2011
AT1;AT13;AT130;00000;9100122;2;CHN;-1;1;3;2;-2;2;2;6;8;0;2011
AT1;AT13;AT130;00000;9100122;2;OTHER;18;8;28;20;10;16;5;46;47;0;2011
AT1;AT13;AT130;00000;9100122;1;AUT;-24;-3;8;11;-21;35;37;96;115;10;2011
AT1;AT13;AT130;00000;9100122;1;DEU;6;3;10;7;3;3;1;8;7;1;2011
AT1;AT13;AT130;00000;9100122;1;POL;17;20;30;10;-3;1;3;13;14;3;2011
AT1;AT13;AT130;00000;9100122;1;ROU;7;9;15;6;-2;2;2;13;15;1;2011
AT1;AT13;AT130;00000;9100122;1;SVK;-6;-2;4;6;-4;0;1;2;5;1;2011
AT1;AT13;AT130;00000;9100122;1;HUN;-1;1;5;4;-2;1;1;2;4;0;2011
AT1;AT13;AT130;00000;9100122;1;BGR;2;1;5;4;1;0;0;4;3;0;2011
AT1;AT13;AT130;00000;9100122;1;CZE;-2;0;0;0;-2;0;0;1;3;0;2011
AT1;AT13;AT130;00000;9100122;1;REST-EU;3;-2;5;7;5;1;1;11;6;0;2011
AT1;AT13;AT130;00000;9100122;1;SCG;-3;-4;17;21;1;3;3;36;35;9;2011
AT1;AT13;AT130;00000;9100122;1;TUR;-4;5;7;2;-9;3;8;31;35;5;2011
AT1;AT13;AT130;00000;9100122;1;BIH;7;3;4;1;4;2;1;22;19;0;2011
AT1;AT13;AT130;00000;9100122;1;HRV;-1;1;2;1;-2;0;0;2;4;0;2011
AT1;AT13;AT130;00000;9100122;1;MKD;-1;0;0;0;-1;1;1;10;11;2;2011
AT1;AT13;AT130;00000;9100122;1;RUS;2;1;1;0;1;6;4;5;6;0;2011
AT1;AT13;AT130;00000;9100122;1;CHN;-4;-1;4;5;-3;4;4;8;11;0;2011
AT1;AT13;AT130;00000;9100122;1;OTHER;32;8;26;18;24;17;2;77;68;4;2011
AT1;AT13;AT130;00000;9100123;2;AUT;-43;3;6;3;-46;35;72;184;193;14;2011
AT1;AT13;AT130;00000;9100123;2;DEU;-5;-1;2;3;-4;4;1;5;12;0;2011
AT1;AT13;AT130;00000;9100123;2;POL;8;8;8;0;0;0;1;6;5;2;2011
AT1;AT13;AT130;00000;9100123;2;ROU;-1;1;6;5;-2;1;4;18;17;2;2011
AT1;AT13;AT130;00000;9100123;2;SVK;7;5;5;0;2;0;1;10;7;0;2011
AT1;AT13;AT130;00000;9100123;2;HUN;8;4;10;6;4;3;0;3;2;1;2011
AT1;AT13;AT130;00000;9100123;2;BGR;-4;1;2;1;-5;0;1;5;9;0;2011
AT1;AT13;AT130;00000;9100123;2;CZE;5;0;1;1;5;0;0;5;0;0;2011
AT1;AT13;AT130;00000;9100123;2;REST-EU;2;4;4;0;-2;0;1;1;2;0;2011
AT1;AT13;AT130;00000;9100123;2;SCG;15;3;7;4;12;2;6;47;31;2;2011
AT1;AT13;AT130;00000;9100123;2;TUR;13;11;15;4;2;0;1;31;28;9;2011
AT1;AT13;AT130;00000;9100123;2;BIH;2;2;3;1;0;2;5;11;8;2;2011
AT1;AT13;AT130;00000;9100123;2;HRV;-2;2;2;0;-4;0;0;2;6;1;2011
AT1;AT13;AT130;00000;9100123;2;MKD;5;1;4;3;4;0;0;9;5;0;2011
AT1;AT13;AT130;00000;9100123;2;RUS;-8;0;0;0;-8;1;1;2;10;0;2011
AT1;AT13;AT130;00000;9100123;2;CHN;2;2;3;1;0;0;0;5;5;1;2011
AT1;AT13;AT130;00000;9100123;2;OTHER;0;2;14;12;-2;4;6;37;37;0;2011
AT1;AT13;AT130;00000;9100123;1;AUT;-31;2;24;22;-33;40;68;197;202;13;2011
AT1;AT13;AT130;00000;9100123;1;DEU;9;10;13;3;-1;0;0;10;11;0;2011
AT1;AT13;AT130;00000;9100123;1;POL;3;6;10;4;-3;0;1;6;8;1;2011
AT1;AT13;AT130;00000;9100123;1;ROU;-5;7;13;6;-12;2;5;8;17;3;2011
AT1;AT13;AT130;00000;9100123;1;SVK;11;6;7;1;5;2;0;6;3;0;2011
AT1;AT13;AT130;00000;9100123;1;HUN;7;6;18;12;1;1;2;4;2;0;2011
AT1;AT13;AT130;00000;9100123;1;BGR;9;12;19;7;-3;0;1;5;7;0;2011
AT1;AT13;AT130;00000;9100123;1;CZE;-3;-2;2;4;-1;0;1;2;2;0;2011
AT1;AT13;AT130;00000;9100123;1;REST-EU;-2;1;4;3;-3;1;3;4;5;0;2011
AT1;AT13;AT130;00000;9100123;1;SCG;14;4;16;12;10;1;4;54;41;0;2011
AT1;AT13;AT130;00000;9100123;1;TUR;1;5;14;9;-4;1;2;39;42;9;2011
AT1;AT13;AT130;00000;9100123;1;BIH;11;2;4;2;9;4;4;16;7;5;2011
AT1;AT13;AT130;00000;9100123;1;HRV;0;2;2;0;-2;0;1;3;4;1;2011
AT1;AT13;AT130;00000;9100123;1;MKD;5;2;3;1;3;0;0;8;5;0;2011
AT1;AT13;AT130;00000;9100123;1;RUS;-9;0;1;1;-9;3;2;2;12;0;2011
AT1;AT13;AT130;00000;9100123;1;CHN;-4;3;4;1;-7;0;1;1;7;1;2011
AT1;AT13;AT130;00000;9100123;1;OTHER;-11;-10;15;25;-1;6;5;60;62;0;2011
AT1;AT13;AT130;00000;9100199;2;AUT;-11;0;0;0;-11;0;2;2;11;0;2011
AT1;AT13;AT130;00000;9100199;2;DEU;-1;0;0;0;-1;0;0;0;1;0;2011
AT1;AT13;AT130;00000;9100199;2;POL;-1;0;0;0;-1;0;1;0;0;0;2011
AT1;AT13;AT130;00000;9100199;2;SVK;-1;0;0;0;-1;0;0;0;1;0;2011
AT1;AT13;AT130;00000;9100199;2;BGR;-1;0;0;0;-1;0;1;0;0;0;2011
AT1;AT13;AT130;00000;9100199;2;REST-EU;-1;0;0;0;-1;0;1;0;0;0;2011
AT1;AT13;AT130;00000;9100199;2;SCG;1;-1;0;1;2;0;0;2;0;0;2011
AT1;AT13;AT130;00000;9100199;2;BIH;-1;0;0;0;-1;0;0;0;1;0;2011
AT1;AT13;AT130;00000;9100199;1;AUT;-6;0;0;0;-6;0;3;0;3;0;2011
AT1;AT13;AT130;00000;9100199;1;DEU;-1;0;0;0;-1;0;0;0;1;0;2011
AT1;AT13;AT130;00000;9100199;1;POL;-1;0;0;0;-1;0;0;0;1;0;2011
AT1;AT13;AT130;00000;9100199;1;ROU;-1;-1;0;1;0;0;0;0;0;0;2011
AT1;AT13;AT130;00000;9100199;1;REST-EU;-1;0;0;0;-1;0;1;0;0;0;2011
AT1;AT13;AT130;00000;9100199;1;SCG;-2;0;0;0;-2;0;0;0;2;0;2011
AT1;AT13;AT130;00000;9100199;1;CHN;0;-1;0;1;1;0;0;1;0;0;2011
AT1;AT13;AT130;00000;9100199;1;OTHER;-2;0;0;0;-2;0;0;0;2;0;2011
AT1;AT13;AT130;00000;9110101;2;AUT;8;0;0;0;8;46;22;25;41;3;2011
AT1;AT13;AT130;00000;9110101;2;DEU;-1;3;9;6;-4;1;0;0;5;0;2011
AT1;AT13;AT130;00000;9110101;2;POL;5;1;3;2;4;1;0;3;0;0;2011
AT1;AT13;AT130;00000;9110101;2;ROU;0;3;4;1;-3;0;1;1;3;1;2011
AT1;AT13;AT130;00000;9110101;2;SVK;-2;0;0;0;-2;0;0;0;2;0;2011
AT1;AT13;AT130;00000;9110101;2;HUN;-4;-3;1;4;-1;0;0;0;1;0;2011
AT1;AT13;AT130;00000;9110101;2;BGR;4;3;3;0;1;0;0;2;1;0;2011
AT1;AT13;AT130;00000;9110101;2;CZE;1;1;1;0;0;0;0;0;0;0;2011
AT1;AT13;AT130;00000;9110101;2;REST-EU;11;9;14;5;2;0;0;6;4;0;2011
AT1;AT13;AT130;00000;9110101;2;SCG;3;1;2;1;2;1;0;4;3;0;2011
AT1;AT13;AT130;00000;9110101;2;TUR;12;9;11;2;3;0;1;10;6;1;2011
AT1;AT13;AT130;00000;9110101;2;BIH;1;-1;0;1;2;2;0;1;1;0;2011
AT1;AT13;AT130;00000;9110101;2;HRV;-1;-1;0;1;0;0;0;0;0;0;2011
AT1;AT13;AT130;00000;9110101;2;MKD;0;0;1;1;0;1;0;0;1;0;2011
AT1;AT13;AT130;00000;9110101;2;RUS;-1;4;5;1;-5;0;0;1;6;1;2011
AT1;AT13;AT130;00000;9110101;2;CHN;1;1;2;1;0;1;0;2;3;0;2011
AT1;AT13;AT130;00000;9110101;2;OTHER;-1;-2;5;7;1;2;1;9;9;1;2011
AT1;AT13;AT130;00000;9110101;1;AUT;-11;0;3;3;-11;16;13;22;36;5;2011
AT1;AT13;AT130;00000;9110101;1;DEU;-3;1;7;6;-4;0;1;1;4;0;2011
AT1;AT13;AT130;00000;9110101;1;POL;0;-2;0;2;2;0;0;3;1;0;2011
AT1;AT13;AT130;00000;9110101;1;ROU;-1;1;1;0;-2;0;0;1;3;0;2011
AT1;AT13;AT130;00000;9110101;1;SVK;0;-1;0;1;1;1;0;0;0;0;2011
AT1;AT13;AT130;00000;9110101;1;HUN;2;2;2;0;0;0;0;0;0;0;2011
AT1;AT13;AT130;00000;9110101;1;BGR;-2;1;2;1;-3;0;0;0;3;0;2011
AT1;AT13;AT130;00000;9110101;1;CZE;-1;0;2;2;-1;0;0;1;2;0;2011
AT1;AT13;AT130;00000;9110101;1;REST-EU;-10;-7;5;12;-3;0;1;1;3;0;2011
AT1;AT13;AT130;00000;9110101;1;SCG;6;2;2;0;4;4;1;3;2;0;2011
AT1;AT13;AT130;00000;9110101;1;TUR;29;12;21;9;17;2;1;36;20;1;2011
AT1;AT13;AT130;00000;9110101;1;BIH;0;0;1;1;0;1;0;0;1;0;2011
AT1;AT13;AT130;00000;9110101;1;RUS;1;2;2;0;-1;0;0;0;1;0;2011
AT1;AT13;AT130;00000;9110101;1;CHN;0;-1;0;1;1;0;0;4;3;1;2011
AT1;AT13;AT130;00000;9110101;1;OTHER;8;10;17;7;-2;0;0;12;14;2;2011
AT1;AT13;AT130;00000;9110102;2;AUT;-102;-12;6;18;-90;55;60;208;293;40;2011
AT1;AT13;AT130;00000;9110102;2;DEU;-7;-1;4;5;-6;0;0;7;13;4;2011
AT1;AT13;AT130;00000;9110102;2;POL;23;13;16;3;10;0;1;23;12;1;2011
AT1;AT13;AT130;00000;9110102;2;ROU;9;8;23;15;1;3;5;26;23;1;2011
AT1;AT13;AT130;00000;9110102;2;SVK;2;8;13;5;-6;1;1;9;15;0;2011
AT1;AT13;AT130;00000;9110102;2;HUN;8;7;12;5;1;1;3;8;5;0;2011
AT1;AT13;AT130;00000;9110102;2;BGR;2;0;3;3;2;2;0;5;5;1;2011
AT1;AT13;AT130;00000;9110102;2;CZE;2;1;3;2;1;1;0;4;4;0;2011
AT1;AT13;AT130;00000;9110102;2;REST-EU;-1;-2;16;18;1;3;0;8;10;1;2011
AT1;AT13;AT130;00000;9110102;2;SCG;3;11;28;17;-8;2;2;56;64;14;2011
AT1;AT13;AT130;00000;9110102;2;TUR;17;-2;6;8;19;6;2;64;49;4;2011
AT1;AT13;AT130;00000;9110102;2;BIH;10;3;4;1;7;3;4;27;19;1;2011
AT1;AT13;AT130;00000;9110102;2;HRV;-1;1;3;2;-2;0;0;6;8;0;2011
AT1;AT13;AT130;00000;9110102;2;MKD;-3;-2;0;2;-1;0;0;8;9;1;2011
AT1;AT13;AT130;00000;9110102;2;RUS;-7;5;5;0;-12;2;0;10;24;0;2011
AT1;AT13;AT130;00000;9110102;2;CHN;-2;0;4;4;-2;0;1;6;7;1;2011
AT1;AT13;AT130;00000;9110102;2;OTHER;15;6;34;28;9;15;0;66;72;0;2011
AT1;AT13;AT130;00000;9110102;1;AUT;-55;2;19;17;-57;56;67;227;273;46;2011
AT1;AT13;AT130;00000;9110102;1;DEU;10;4;12;8;6;0;2;16;8;0;2011
AT1;AT13;AT130;00000;9110102;1;POL;24;18;24;6;6;1;1;21;15;1;2011
AT1;AT13;AT130;00000;9110102;1;ROU;-5;-1;27;28;-4;2;2;19;23;0;2011
AT1;AT13;AT130;00000;9110102;1;SVK;-2;0;4;4;-2;0;0;4;6;0;2011
AT1;AT13;AT130;00000;9110102;1;HUN;4;4;17;13;0;1;3;6;4;0;2011
AT1;AT13;AT130;00000;9110102;1;BGR;-2;1;4;3;-3;1;1;1;4;1;2011
AT1;AT13;AT130;00000;9110102;1;CZE;1;-1;1;2;2;0;0;3;1;0;2011
AT1;AT13;AT130;00000;9110102;1;REST-EU;-9;-4;20;24;-5;0;0;7;12;0;2011
AT1;AT13;AT130;00000;9110102;1;SCG;1;1;23;22;0;1;2;60;59;15;2011
AT1;AT13;AT130;00000;9110102;1;TUR;-15;-5;13;18;-10;4;4;65;75;10;2011
AT1;AT13;AT130;00000;9110102;1;BIH;10;-1;2;3;11;5;3;28;19;4;2011
AT1;AT13;AT130;00000;9110102;1;HRV;5;1;1;0;4;0;0;7;3;0;2011
AT1;AT13;AT130;00000;9110102;1;MKD;0;0;0;0;0;2;1;8;9;2;2011
AT1;AT13;AT130;00000;9110102;1;RUS;-8;1;2;1;-9;5;0;6;20;0;2011
AT1;AT13;AT130;00000;9110102;1;CHN;-5;1;2;1;-6;0;0;6;12;0;2011
AT1;AT13;AT130;00000;9110102;1;OTHER;40;8;38;30;32;22;5;96;81;3;2011
AT1;AT13;AT130;00000;9110103;2;AUT;-76;2;12;10;-78;82;106;280;334;36;2011
AT1;AT13;AT130;00000;9110103;2;DEU;-10;9;15;6;-19;2;7;15;29;2;2011
AT1;AT13;AT130;00000;9110103;2;POL;10;18;22;4;-8;1;5;22;26;1;2011
AT1;AT13;AT130;00000;9110103;2;ROU;-3;4;13;9;-7;4;2;18;27;0;2011
AT1;AT13;AT130;00000;9110103;2;SVK;6;7;14;7;-1;0;1;9;9;1;2011
AT1;AT13;AT130;00000;9110103;2;HUN;1;8;16;8;-7;2;7;10;12;0;2011
AT1;AT13;AT130;00000;9110103;2;BGR;-5;4;11;7;-9;1;1;0;9;0;2011
AT1;AT13;AT130;00000;9110103;2;CZE;1;3;3;0;-2;0;1;3;4;0;2011
AT1;AT13;AT130;00000;9110103;2;REST-EU;-6;-12;24;36;6;1;0;12;7;1;2011
AT1;AT13;AT130;00000;9110103;2;SCG;9;9;28;19;0;8;5;63;66;12;2011
AT1;AT13;AT130;00000;9110103;2;TUR;-5;-5;11;16;0;1;3;51;49;16;2011
AT1;AT13;AT130;00000;9110103;2;BIH;-9;1;3;2;-10;2;4;13;21;3;2011
AT1;AT13;AT130;00000;9110103;2;HRV;3;2;2;0;1;3;3;8;7;2;2011
AT1;AT13;AT130;00000;9110103;2;MKD;17;2;3;1;15;6;0;12;3;1;2011
AT1;AT13;AT130;00000;9110103;2;RUS;3;5;11;6;-2;5;2;7;12;3;2011
AT1;AT13;AT130;00000;9110103;2;CHN;5;2;6;4;3;1;0;8;6;2;2011
AT1;AT13;AT130;00000;9110103;2;OTHER;51;9;44;35;42;20;8;90;60;15;2011
AT1;AT13;AT130;00000;9110103;1;AUT;-26;3;28;25;-29;105;110;279;303;33;2011
AT1;AT13;AT130;00000;9110103;1;DEU;-4;8;21;13;-12;2;9;18;23;1;2011
AT1;AT13;AT130;00000;9110103;1;POL;21;27;45;18;-6;2;6;28;30;5;2011
AT1;AT13;AT130;00000;9110103;1;ROU;10;21;38;17;-11;5;3;14;27;0;2011
AT1;AT13;AT130;00000;9110103;1;SVK;-16;-14;5;19;-2;0;2;3;3;0;2011
AT1;AT13;AT130;00000;9110103;1;HUN;-5;0;16;16;-5;3;5;4;7;0;2011
AT1;AT13;AT130;00000;9110103;1;BGR;2;5;6;1;-3;0;0;3;6;0;2011
AT1;AT13;AT130;00000;9110103;1;CZE;2;-1;0;1;3;1;0;3;1;0;2011
AT1;AT13;AT130;00000;9110103;1;REST-EU;-9;-12;19;31;3;4;1;12;12;0;2011
AT1;AT13;AT130;00000;9110103;1;SCG;5;6;32;26;-1;4;7;88;86;8;2011
AT1;AT13;AT130;00000;9110103;1;TUR;23;-1;18;19;24;5;6;78;53;17;2011
AT1;AT13;AT130;00000;9110103;1;BIH;5;5;5;0;0;6;2;16;20;3;2011
AT1;AT13;AT130;00000;9110103;1;HRV;-8;1;3;2;-9;1;0;7;17;3;2011
AT1;AT13;AT130;00000;9110103;1;MKD;11;-1;3;4;12;3;1;17;7;0;2011
AT1;AT13;AT130;00000;9110103;1;RUS;-5;-3;4;7;-2;1;4;9;8;1;2011
AT1;AT13;AT130;00000;9110103;1;CHN;-2;-3;5;8;1;0;1;9;7;1;2011
AT1;AT13;AT130;00000;9110103;1;OTHER;36;9;53;44;27;23;9;102;89;11;2011
AT1;AT13;AT130;00000;9110104;2;AUT;-25;0;4;4;-25;15;27;57;70;18;2011
AT1;AT13;AT130;00000;9110104;2;DEU;-3;1;2;1;-4;0;2;1;3;0;2011
AT1;AT13;AT130;00000;9110104;2;POL;-5;2;4;2;-7;0;2;3;8;0;2011
AT1;AT13;AT130;00000;9110104;2;ROU;1;-3;0;3;4;0;0;10;6;0;2011
AT1;AT13;AT130;00000;9110104;2;SVK;6;5;6;1;1;3;0;2;4;0;2011
AT1;AT13;AT130;00000;9110104;2;HUN;8;3;3;0;5;1;0;4;0;0;2011
AT1;AT13;AT130;00000;9110104;2;BGR;4;1;1;0;3;0;0;3;0;0;2011
AT1;AT13;AT130;00000;9110104;2;CZE;-2;0;0;0;-2;0;0;0;2;0;2011
AT1;AT13;AT130;00000;9110104;2;REST-EU;1;0;1;1;1;0;0;1;0;0;2011
AT1;AT13;AT130;00000;9110104;2;SCG;0;-2;3;5;2;1;3;16;12;2;2011
AT1;AT13;AT130;00000;9110104;2;TUR;0;0;3;3;0;1;0;8;9;0;2011
AT1;AT13;AT130;00000;9110104;2;BIH;-3;1;1;0;-4;0;2;1;3;1;2011
AT1;AT13;AT130;00000;9110104;2;HRV;0;1;1;0;-1;1;0;0;2;0;2011
AT1;AT13;AT130;00000;9110104;2;MKD;1;0;0;0;1;0;1;3;1;0;2011
AT1;AT13;AT130;00000;9110104;2;RUS;1;-1;0;1;2;0;0;2;0;0;2011
AT1;AT13;AT130;00000;9110104;2;CHN;1;0;0;0;1;0;0;4;3;0;2011
AT1;AT13;AT130;00000;9110104;2;OTHER;-13;-8;11;19;-5;2;0;10;17;0;2011
AT1;AT13;AT130;00000;9110104;1;AUT;-10;2;4;2;-12;16;26;72;74;14;2011
AT1;AT13;AT130;00000;9110104;1;DEU;-4;2;3;1;-6;0;2;1;5;0;2011
AT1;AT13;AT130;00000;9110104;1;POL;8;8;10;2;0;1;1;5;5;0;2011
AT1;AT13;AT130;00000;9110104;1;ROU;5;-1;2;3;6;0;1;9;2;0;2011
AT1;AT13;AT130;00000;9110104;1;SVK;-2;-2;0;2;0;0;0;1;1;0;2011
AT1;AT13;AT130;00000;9110104;1;HUN;0;-1;1;2;1;0;0;2;1;0;2011
AT1;AT13;AT130;00000;9110104;1;BGR;2;0;2;2;2;0;0;3;1;0;2011
AT1;AT13;AT130;00000;9110104;1;REST-EU;0;1;1;0;-1;0;1;1;1;0;2011
AT1;AT13;AT130;00000;9110104;1;SCG;-3;-1;5;6;-2;0;1;13;14;0;2011
AT1;AT13;AT130;00000;9110104;1;TUR;-3;-2;1;3;-1;1;3;16;15;0;2011
AT1;AT13;AT130;00000;9110104;1;BIH;0;-1;1;2;1;0;1;5;3;0;2011
AT1;AT13;AT130;00000;9110104;1;HRV;0;0;1;1;0;0;0;1;1;0;2011
AT1;AT13;AT130;00000;9110104;1;MKD;2;0;2;2;2;1;1;2;0;1;2011
AT1;AT13;AT130;00000;9110104;1;RUS;1;-1;0;1;2;0;0;2;0;0;2011
AT1;AT13;AT130;00000;9110104;1;CHN;2;0;0;0;2;0;0;4;2;0;2011
AT1;AT13;AT130;00000;9110104;1;OTHER;-6;-5;17;22;-1;7;0;26;34;0;2011
AT1;AT13;AT130;00000;9110105;2;AUT;93;2;7;5;91;41;60;272;162;70;2011
AT1;AT13;AT130;00000;9110105;2;DEU;1;-2;0;2;3;0;0;13;10;1;2011
AT1;AT13;AT130;00000;9110105;2;POL;16;2;2;0;14;0;0;20;6;3;2011
AT1;AT13;AT130;00000;9110105;2;ROU;12;2;5;3;10;0;0;14;4;1;2011
AT1;AT13;AT130;00000;9110105;2;SVK;11;6;6;0;5;1;1;8;3;0;2011
AT1;AT13;AT130;00000;9110105;2;HUN;3;-1;1;2;4;2;1;4;1;2;2011
AT1;AT13;AT130;00000;9110105;2;BGR;5;1;3;2;4;0;0;5;1;2;2011
AT1;AT13;AT130;00000;9110105;2;CZE;4;0;0;0;4;0;1;5;0;0;2011
AT1;AT13;AT130;00000;9110105;2;REST-EU;-7;-3;0;3;-4;0;0;2;6;0;2011
AT1;AT13;AT130;00000;9110105;2;SCG;18;6;9;3;12;0;1;25;12;3;2011
AT1;AT13;AT130;00000;9110105;2;TUR;14;1;4;3;13;1;1;27;14;1;2011
AT1;AT13;AT130;00000;9110105;2;BIH;9;0;1;1;9;1;0;11;3;1;2011
AT1;AT13;AT130;00000;9110105;2;HRV;2;0;0;0;2;0;2;6;2;1;2011
AT1;AT13;AT130;00000;9110105;2;MKD;1;-1;1;2;2;0;0;3;1;1;2011
