NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;SPOE   ;OEVP   ;MARTI  ;GRUE   ;FPOE   ;KPOE   ;JULIS  ;BZOE   ;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;47;572;257;2;86;45;48;36;26;1;4;9;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;48;384;143;1;57;24;14;19;24;1;0;3;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;49;730;336;5;144;53;50;25;48;2;1;8;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;50;693;374;3;73;111;52;77;39;3;6;10;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;51;1420;813;13;129;297;108;140;85;6;8;27;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;52;596;208;4;42;44;46;26;34;4;3;5;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;53;780;425;5;76;141;66;65;50;5;9;8;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;54;645;317;2;79;96;56;48;26;0;1;9;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;55;330;144;8;59;29;18;7;18;1;0;4;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;56;412;164;3;77;11;25;11;32;2;0;3;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;57;550;288;1;88;70;56;26;35;1;1;10;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;58;957;473;4;82;140;67;100;53;0;4;23;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;59;771;383;8;79;123;49;64;39;1;6;14;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;60;566;159;2;45;17;29;12;39;2;2;11;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;61;651;286;5;74;77;39;36;33;6;5;11;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;62;683;326;5;79;80;46;43;51;2;2;18;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;63;749;357;4;82;107;50;60;31;5;8;10;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;64;633;280;6;66;94;28;43;31;2;3;7;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;65;0;70;7;38;16;1;2;3;2;0;1;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;66;0;92;5;44;21;7;4;11;0;0;0;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;67;0;62;5;43;5;3;1;3;1;0;1;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;68;0;103;8;60;20;6;2;3;1;1;2;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;69;0;36;4;20;4;4;0;4;0;0;0;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;70;0;57;14;29;4;1;4;3;0;1;1;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;71;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;72;0;49;3;7;32;4;2;1;0;0;0;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;73;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;74;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;75;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;76;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;77;0;2233;16;494;928;277;253;167;15;32;51;                                                                                                                 
AT1;AT13;AT130;91301;4;9;5;13;78;0;527;8;86;183;62;129;30;1;13;15;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;1;675;377;4;105;96;35;90;29;3;4;11;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;2;659;304;4;61;91;35;73;25;2;8;5;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;3;694;274;2;67;62;29;64;28;1;6;15;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;4;1078;282;1;66;94;22;67;19;1;3;9;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;5;761;296;7;54;83;38;68;30;1;6;9;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;6;681;230;1;61;44;25;51;32;4;3;9;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;7;686;261;4;58;61;34;60;38;1;1;4;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;8;584;179;2;57;11;33;25;43;2;0;6;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;9;615;286;3;55;59;35;66;40;5;8;15;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;10;723;228;2;53;40;40;50;25;5;1;12;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;11;708;270;5;57;43;33;64;51;3;7;7;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;12;615;223;4;68;26;25;46;48;3;0;3;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;13;445;139;1;38;13;19;26;34;2;4;2;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;14;578;158;3;56;12;21;20;41;0;0;5;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;15;577;149;1;69;10;22;8;36;0;1;2;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;16;716;234;3;71;14;29;69;35;5;3;5;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;17;513;208;2;54;23;19;78;27;2;1;2;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;18;552;167;1;30;32;23;32;41;2;2;4;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;19;469;184;4;54;22;36;30;26;2;2;8;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;20;694;217;2;75;24;42;20;42;4;4;4;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;21;587;175;3;33;36;42;24;32;1;2;2;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;22;751;300;3;97;47;63;20;53;2;6;9;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;23;737;269;5;72;35;41;74;28;4;6;4;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;24;675;211;3;59;22;25;51;41;2;0;8;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;25;607;170;3;61;14;32;24;24;5;1;6;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;26;385;109;2;38;10;19;9;27;1;0;3;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;27;682;231;4;47;43;36;52;34;4;3;8;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;28;794;294;10;63;51;34;64;55;1;4;12;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;29;670;282;6;71;55;47;60;27;7;1;8;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;30;650;253;3;58;46;39;55;38;3;4;7;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;31;690;339;3;89;55;63;59;49;5;8;8;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;32;750;330;2;97;69;48;45;55;6;3;5;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;33;582;222;2;46;40;34;25;57;4;4;10;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;34;650;182;6;71;7;37;26;31;1;1;2;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;35;549;168;4;40;20;40;25;29;5;3;2;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;36;613;228;5;66;33;37;25;46;1;2;13;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;37;271;127;4;60;14;27;1;16;0;1;4;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;38;579;184;4;46;22;36;31;37;2;2;4;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;39;811;305;12;103;34;58;33;45;1;8;11;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;40;818;264;3;80;32;56;44;42;1;1;5;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;41;496;162;5;71;7;31;8;38;0;0;2;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;42;874;322;4;86;33;66;45;68;3;8;9;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;43;616;206;1;55;16;41;21;62;2;3;5;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;44;655;278;5;82;57;49;35;40;2;2;6;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;45;726;317;6;88;39;81;51;37;1;2;12;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;46;640;316;9;98;55;53;49;40;2;7;3;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;47;586;232;0;86;40;30;30;40;1;1;4;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;48;551;259;3;68;44;59;33;40;4;2;6;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;49;579;160;4;64;16;31;11;28;1;1;4;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;50;680;252;5;58;38;49;51;34;5;1;11;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;51;643;249;5;63;53;46;37;31;4;3;7;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;52;655;210;6;67;18;38;19;51;2;1;8;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;53;609;212;0;71;32;40;16;49;1;1;2;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;54;691;274;6;57;61;55;35;53;1;1;5;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;55;312;185;2;87;32;39;3;17;0;0;5;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;56;832;344;6;99;46;48;73;54;5;2;11;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;57;790;248;1;62;34;50;41;44;4;7;5;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;58;802;207;5;59;33;37;21;46;2;1;3;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;59;800;303;4;81;58;41;63;34;4;4;14;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;60;754;355;9;90;83;65;46;42;4;9;7;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;61;581;265;4;76;63;42;36;32;0;5;7;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;62;661;263;4;82;54;35;46;35;1;3;3;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;63;731;217;6;75;24;35;25;39;3;3;7;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;64;728;212;4;85;12;44;13;48;0;1;5;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;65;668;252;2;71;29;43;40;56;5;3;3;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;66;772;288;3;53;73;45;40;63;2;1;8;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;67;745;362;7;77;91;56;71;45;5;1;9;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;68;888;446;8;125;114;78;72;35;1;10;3;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;69;330;35;1;15;2;2;5;5;3;1;1;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;70;613;188;7;56;27;31;27;33;2;4;1;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;71;604;244;3;35;43;53;45;54;2;0;9;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;72;835;326;6;76;84;42;63;35;1;6;13;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;73;607;282;5;42;87;57;54;22;2;5;8;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;74;766;334;5;61;93;50;71;30;3;7;14;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;75;454;228;2;47;62;34;54;17;1;2;9;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;76;709;310;2;94;73;46;41;33;2;7;12;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;77;750;356;4;91;88;51;72;35;1;5;9;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;78;988;497;8;106;144;82;76;63;3;5;10;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;79;862;422;4;87;79;70;110;52;5;3;12;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;80;781;433;10;101;96;82;66;51;8;6;13;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;81;587;311;3;76;92;39;45;38;1;6;11;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;82;644;356;7;89;70;82;46;46;1;5;10;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;83;883;478;11;107;147;66;85;39;4;3;16;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;84;887;437;4;104;121;72;76;37;1;5;17;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;85;683;336;4;55;102;54;61;40;3;7;10;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;86;697;292;4;81;75;45;40;41;0;3;3;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;87;627;284;6;51;64;54;60;32;0;6;11;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;88;606;238;2;57;52;40;58;17;1;3;8;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;89;623;280;3;75;52;51;53;29;6;3;8;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;90;544;209;5;82;14;47;27;27;1;2;4;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;91;534;189;4;70;14;34;14;44;2;0;7;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;92;439;141;1;58;12;24;6;36;1;0;3;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;93;280;173;1;36;44;19;50;16;2;3;2;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;94;0;33;2;18;3;2;2;6;0;0;0;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;95;0;96;6;59;16;4;1;7;1;0;2;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;96;0;69;4;35;10;6;3;9;1;0;1;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;97;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;98;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;99;0;2691;18;749;667;283;453;408;21;22;70;                                                                                                                 
AT1;AT13;AT130;91401;4;9;5;14;100;0;440;11;110;88;45;120;44;1;9;12;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;1;711;252;5;101;13;56;13;62;0;0;2;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;2;703;333;10;165;31;53;14;49;3;3;5;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;3;742;311;7;116;19;50;40;67;1;3;8;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;4;566;188;5;50;34;21;37;35;2;2;2;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;5;603;166;3;45;18;24;31;36;4;1;4;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;6;698;239;5;93;21;42;22;40;3;5;8;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;7;730;222;0;74;20;29;49;37;6;3;4;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;8;745;218;4;64;26;45;26;40;2;5;6;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;9;584;168;2;71;10;30;27;17;7;1;3;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;10;615;191;0;44;25;37;35;31;10;2;7;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;11;640;234;2;52;48;34;59;16;6;5;12;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;12;640;187;4;56;16;21;38;42;5;2;3;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;13;740;192;6;72;12;33;19;41;1;1;7;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;14;527;179;9;51;20;30;30;29;7;3;0;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;15;630;203;2;51;16;19;70;34;4;5;2;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;16;760;212;5;61;30;30;46;31;1;2;6;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;17;668;226;7;63;35;24;38;50;5;4;0;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;18;758;303;7;71;40;37;81;33;11;11;12;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;19;757;219;3;62;23;34;51;36;4;0;6;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;20;628;238;4;44;28;33;82;27;7;9;4;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;21;588;179;6;44;21;27;55;20;0;2;4;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;22;754;282;7;69;23;44;79;40;2;8;10;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;23;684;232;4;66;27;22;70;28;7;0;8;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;24;948;247;4;53;22;32;90;24;7;5;10;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;25;726;213;2;68;16;26;62;26;6;2;5;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;26;566;203;5;46;22;26;60;31;4;5;4;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;27;489;161;6;33;28;19;34;18;3;1;19;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;28;463;202;9;69;27;26;43;15;5;2;6;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;29;595;177;3;57;15;32;37;28;2;1;2;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;30;628;219;5;67;43;19;57;18;2;5;3;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;31;624;224;7;49;29;31;60;43;0;1;4;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;32;484;164;6;45;21;13;44;19;8;6;2;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;33;588;168;6;31;20;25;49;26;3;1;7;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;34;652;214;2;48;18;33;44;50;9;0;10;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;35;658;232;4;78;20;43;34;39;5;4;5;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;36;820;275;4;94;19;27;54;58;6;0;13;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;37;531;173;3;58;12;32;37;23;3;1;4;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;38;461;172;0;53;15;30;45;17;5;4;3;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;39;653;227;5;53;37;35;37;45;8;1;6;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;40;507;174;4;76;16;19;31;20;1;1;6;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;41;452;211;6;102;33;24;16;22;4;1;3;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;42;594;202;2;68;23;35;19;41;5;2;7;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;43;572;204;3;65;22;36;25;42;2;2;7;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;44;458;157;3;53;23;22;21;29;2;2;2;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;45;471;178;4;54;18;29;23;40;2;0;8;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;46;443;140;1;56;6;22;28;20;2;4;1;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;47;439;116;4;36;13;12;28;16;3;0;4;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;48;557;216;4;70;33;32;45;23;4;2;3;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;49;457;149;4;33;18;25;36;24;3;2;4;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;50;486;185;5;36;28;20;64;19;5;2;6;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;51;408;140;4;36;8;32;35;16;2;1;6;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;52;424;141;3;42;17;18;34;20;1;2;4;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;53;415;104;0;31;15;13;26;15;0;2;2;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;54;598;235;9;70;27;29;51;36;4;3;6;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;55;684;264;4;87;32;29;44;54;4;3;7;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;56;635;208;1;65;25;31;41;35;1;2;7;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;57;589;205;1;52;38;30;44;31;1;4;4;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;58;555;164;4;41;18;17;47;25;4;5;3;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;59;533;139;4;50;11;26;19;21;2;1;5;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;60;652;200;5;58;23;27;41;35;4;2;5;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;61;596;236;2;65;28;34;61;36;3;2;5;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;62;718;234;2;64;23;42;50;39;5;3;6;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;63;634;212;5;46;28;31;47;41;4;6;4;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;64;644;174;4;58;14;26;32;30;2;4;4;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;65;558;190;3;42;32;32;43;28;3;2;5;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;66;575;210;3;49;49;27;50;22;4;2;4;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;67;624;155;5;56;17;17;25;26;4;0;5;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;68;649;208;3;81;13;26;29;47;1;1;7;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;69;0;35;0;15;8;4;4;4;0;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;70;0;66;1;16;7;8;23;7;1;2;1;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;71;0;80;1;12;19;7;29;4;3;2;3;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;72;0;1449;8;391;293;230;286;155;23;15;48;                                                                                                                 
AT1;AT13;AT130;91501;4;9;5;15;73;0;462;5;101;60;63;167;42;9;9;6;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;1;824;276;2;95;34;64;27;44;2;1;7;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;2;719;284;8;106;38;49;23;42;8;1;9;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;3;767;338;8;123;49;47;46;50;4;2;9;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;4;633;327;3;124;42;58;36;56;0;3;5;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;5;551;283;0;94;50;43;48;39;0;2;7;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;6;578;276;7;73;53;48;36;47;1;7;4;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;7;648;303;1;112;48;50;36;42;1;1;12;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;8;566;279;2;98;50;52;23;44;1;1;8;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;9;681;313;4;105;34;61;43;54;5;2;5;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;10;700;316;2;104;48;54;43;47;1;9;8;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;11;628;306;6;103;51;57;27;37;4;5;16;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;12;791;330;4;85;64;52;58;42;1;6;18;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;13;1174;356;4;113;59;84;46;38;1;1;10;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;14;775;288;1;103;33;36;57;42;5;2;9;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;15;671;284;4;69;57;64;35;43;7;3;2;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;16;811;250;4;71;30;36;53;40;5;4;7;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;17;761;289;5;68;63;41;62;35;1;7;7;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;18;801;360;5;73;102;52;77;30;2;4;15;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;19;734;366;6;100;76;57;64;45;2;3;13;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;20;536;240;4;46;61;59;27;33;0;3;7;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;21;508;207;5;60;41;32;25;30;2;5;7;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;22;683;269;2;59;73;35;45;44;0;1;10;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;23;748;316;8;91;34;72;30;60;5;2;14;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;24;672;322;3;69;85;67;62;20;2;7;7;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;25;589;261;1;50;74;50;37;30;0;5;14;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;26;699;419;4;61;159;47;73;48;0;2;25;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;27;706;326;3;77;93;44;37;56;4;2;10;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;28;569;278;0;70;81;46;32;37;1;1;10;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;29;831;388;8;81;93;46;87;54;7;4;8;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;30;746;385;4;68;139;36;81;37;5;1;14;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;31;687;357;4;57;139;43;57;44;3;4;6;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;32;597;313;3;73;81;40;55;45;2;1;13;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;33;684;326;3;61;117;44;36;46;7;2;10;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;34;551;253;0;53;85;42;42;19;2;4;6;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;35;868;412;5;61;144;63;66;49;4;6;14;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;36;640;316;3;71;81;56;49;45;3;4;4;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;37;551;159;1;63;12;29;10;37;2;0;5;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;38;692;382;4;82;136;52;67;21;1;6;13;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;39;781;308;3;95;64;54;31;35;3;6;17;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;40;813;419;10;113;82;87;70;39;6;2;10;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;41;701;274;5;107;24;53;39;35;2;1;8;                                                                                                                 
AT1;AT13;AT130;92301;4;9;5;23;42;713;266;3;90;22;68;21;53;3;1;5;                                                                                                                 
