NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;SPOE   ;OEVP   ;GRUE   ;FPOE   ;BZOE   ;KPOE   ;LIF    ;DEM    ;MUT    ;KI     ;CPOE   ;WIR    ;ECHT6  ;IGS    ;ECHT8  ;PH     ;AKTIV  ;AL     ;SLP    ;WIFF   ;IBFS   ;         
AT1;AT13;AT130;;2;1;10;0;0;121705;74423;1923;34390;6617;5153;24156;788;829;388;179;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;;2;1;11;0;0;64484;40087;949;19251;3040;2512;13391;297;433;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;;2;1;12;0;0;62305;37547;1081;16189;4166;4742;9267;391;465;271;0;0;0;0;0;0;0;0;856;119;0;0;0;0;         
AT1;AT13;AT130;;2;1;13;0;0;41846;29307;701;8348;10445;4482;4343;396;256;336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;;2;1;14;0;0;64982;42216;1235;16372;7655;6397;9113;487;445;347;165;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;;2;1;15;0;0;46818;26212;590;11171;2495;4960;5982;260;455;195;104;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;;2;1;16;0;0;64954;39700;880;17318;4474;6329;9333;422;544;334;0;0;66;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;;2;1;17;0;0;37339;23116;658;8381;3989;4561;4648;312;316;251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;;2;1;18;0;0;36511;23837;405;6331;7177;6041;2991;263;281;348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;;2;1;19;0;0;53706;35848;795;11154;12751;4772;5139;450;276;392;0;0;0;0;0;0;0;0;0;0;119;0;0;0;         
AT1;AT13;AT130;;2;1;20;0;0;55624;33304;831;15517;2759;3882;9056;326;420;243;73;0;0;0;0;0;0;0;0;0;0;197;0;0;         
AT1;AT13;AT130;;2;1;21;0;0;108439;70810;1949;30988;6474;5882;20648;740;664;375;148;0;0;0;0;0;0;0;0;0;0;0;2600;342;         
AT1;AT13;AT130;;2;1;22;0;0;119439;79618;2016;37194;7401;6728;23436;849;1104;456;434;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;;2;1;23;0;0;73561;50775;1241;21667;7812;5878;12474;624;484;344;0;0;0;251;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90101;3;1;1;1;0;13662;8691;116;2010;3254;1575;883;99;80;108;0;0;0;0;566;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90201;3;1;2;2;0;66212;39867;1039;16419;4313;8070;8152;449;969;400;0;0;56;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90301;3;1;3;3;0;63794;39923;865;15857;6619;7703;7040;441;766;382;0;0;0;250;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90401;3;1;4;4;0;23791;15108;269;4188;4174;4183;1788;148;188;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90501;3;1;5;5;0;37643;22395;602;8992;2916;4982;3863;190;608;242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90601;3;1;6;6;0;23227;14612;368;5285;2576;3716;1584;111;252;231;0;132;0;0;0;314;43;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90701;3;1;7;7;0;23532;15108;268;3773;2062;6744;1583;139;255;165;0;119;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90801;3;1;8;8;0;18630;12418;203;2866;3363;2960;1094;132;149;161;0;70;0;0;0;0;0;1420;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;3;1;9;9;0;30673;19243;409;6058;4142;5369;2373;225;372;295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;3;1;10;10;0;121705;74423;1923;34390;6617;5153;24156;788;829;388;179;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91101;3;1;11;11;0;64484;40087;949;19251;3040;2512;13391;297;433;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91201;3;1;12;12;0;62305;37547;1081;16189;4166;4742;9267;391;465;271;0;0;0;0;0;0;0;0;856;119;0;0;0;0;         
AT1;AT13;AT130;91301;3;1;13;13;0;41846;29307;701;8348;10445;4482;4343;396;256;336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91401;3;1;14;14;0;64982;42216;1235;16372;7655;6397;9113;487;445;347;165;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91501;3;1;15;15;0;46818;26212;590;11171;2495;4960;5982;260;455;195;104;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91601;3;1;16;16;0;64954;39700;880;17318;4474;6329;9333;422;544;334;0;0;66;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91701;3;1;17;17;0;37339;23116;658;8381;3989;4561;4648;312;316;251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91801;3;1;18;18;0;36511;23837;405;6331;7177;6041;2991;263;281;348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91901;3;1;19;19;0;53706;35848;795;11154;12751;4772;5139;450;276;392;0;0;0;0;0;0;0;0;0;0;119;0;0;0;         
AT1;AT13;AT130;92001;3;1;20;20;0;55624;33304;831;15517;2759;3882;9056;326;420;243;73;0;0;0;0;0;0;0;0;0;0;197;0;0;         
AT1;AT13;AT130;92101;3;1;21;21;0;108439;70810;1949;30988;6474;5882;20648;740;664;375;148;0;0;0;0;0;0;0;0;0;0;0;2600;342;         
AT1;AT13;AT130;92201;3;1;22;22;0;119439;79618;2016;37194;7401;6728;23436;849;1104;456;434;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;92301;3;1;23;23;0;73561;50775;1241;21667;7812;5878;12474;624;484;344;0;0;0;251;0;0;0;0;0;0;0;0;0;0;         
