NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;SPOE   ;OEVP   ;GRUE   ;FPOE   ;BZOE   ;KPOE   ;LIF    ;MUT    ;SLP    ;DEM    ;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;33;572;228;2;98;15;47;58;2;6;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;34;636;302;12;132;26;46;82;1;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;35;649;366;11;194;27;30;98;2;4;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;36;929;484;9;247;40;62;116;4;6;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;37;517;253;4;136;14;28;61;5;5;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;38;466;245;7;125;14;37;58;4;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;39;649;343;9;148;43;52;80;4;7;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;40;496;266;5;160;16;21;59;3;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;41;464;253;7;146;18;21;56;4;1;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;42;632;375;7;204;30;25;102;2;5;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;43;572;309;6;142;24;43;88;4;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;44;465;261;9;112;28;29;72;8;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;45;470;286;6;124;23;27;91;4;11;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;46;432;222;8;111;13;38;43;3;6;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;47;429;185;6;89;15;28;39;3;5;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;48;537;290;4;121;34;50;74;5;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;49;436;236;2;121;22;44;41;3;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;50;488;243;11;92;25;69;40;2;4;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;51;407;238;18;86;22;40;68;1;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;52;411;238;5;109;19;37;61;4;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;53;399;177;3;92;14;28;36;2;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;54;587;328;11;158;39;48;63;2;7;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;55;665;365;9;186;33;42;87;5;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;56;622;328;4;135;32;47;99;4;7;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;57;569;281;4;124;39;41;65;4;4;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;58;549;276;7;113;19;61;69;2;5;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;59;513;231;4;118;15;31;58;4;1;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;60;639;274;6;139;27;43;53;4;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;61;599;338;5;153;42;50;83;5;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;62;698;382;15;160;22;65;108;3;9;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;63;597;296;4;137;29;36;84;3;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;64;603;267;4;141;16;28;71;4;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;65;550;284;5;112;34;52;76;2;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;66;556;286;4;123;51;49;52;5;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;67;610;305;11;156;31;34;63;5;5;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;68;652;371;9;193;28;38;99;1;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;69;0;7;0;6;0;0;1;0;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;70;0;2969;30;1361;387;489;617;38;47;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;71;0;1326;15;542;165;383;192;12;17;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;0;0;306;8;168;30;24;65;5;5;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;1;549;295;6;159;26;47;53;1;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;2;655;303;8;152;17;58;56;3;4;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;3;720;421;28;185;36;98;65;2;6;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;4;848;455;11;191;53;94;91;2;9;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;5;693;323;4;147;35;67;60;3;3;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;6;666;300;6;143;22;72;48;3;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;7;695;371;13;156;27;95;63;4;10;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;8;703;356;4;155;38;69;67;2;11;10;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;9;614;318;5;138;12;54;91;3;11;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;10;573;284;4;122;28;40;79;2;5;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;11;610;276;4;111;28;55;59;5;9;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;12;854;460;13;199;47;67;120;5;6;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;13;830;411;5;166;41;84;103;2;7;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;14;695;489;12;209;63;79;107;6;9;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;15;736;461;13;204;50;94;87;5;7;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;16;644;327;0;149;30;38;86;10;12;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;17;890;457;11;219;37;55;126;3;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;18;828;461;5;202;30;94;103;8;10;9;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;19;760;380;12;177;27;87;63;5;8;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;20;614;290;7;146;16;56;54;0;10;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;21;733;359;7;186;26;53;71;10;4;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;22;490;225;9;115;17;34;45;3;0;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;23;827;402;20;185;35;61;96;1;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;24;574;306;13;111;29;35;107;7;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;25;679;307;3;157;17;30;87;2;10;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;26;857;419;19;183;33;46;117;8;8;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;27;792;423;5;243;26;14;126;3;2;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;28;706;378;10;154;20;17;167;3;5;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;29;932;396;6;205;21;34;119;5;4;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;30;749;380;6;165;33;59;101;6;6;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;31;717;425;23;215;31;72;73;2;7;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;32;687;315;9;164;23;48;65;3;1;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;33;520;301;3;142;35;28;82;6;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;34;660;322;4;132;21;52;98;8;5;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;35;891;497;29;207;51;78;126;1;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;36;812;443;8;193;59;57;111;4;7;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;37;923;498;8;241;62;86;87;5;6;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;38;604;297;8;141;25;23;92;4;2;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;39;711;410;4;174;49;59;104;6;8;6;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;40;749;435;23;205;40;49;103;8;4;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;41;757;453;16;172;64;68;120;6;4;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;42;749;401;12;166;44;64;98;8;5;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;43;736;390;15;199;31;27;102;10;5;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;44;446;268;4;83;28;10;137;5;0;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;45;621;325;12;176;14;11;105;1;2;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;46;697;350;8;204;10;17;106;1;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;47;704;450;10;214;27;52;133;9;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;48;785;432;12;203;35;48;126;1;3;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;49;785;436;10;209;42;61;104;1;6;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;50;731;373;6;168;29;26;133;3;4;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;51;867;523;15;193;62;78;154;7;11;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;52;716;389;7;201;45;50;70;5;7;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;53;765;410;12;210;35;45;93;11;2;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;54;751;386;7;169;32;61;110;4;2;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;55;620;375;9;171;30;47;102;5;4;7;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;56;745;420;15;190;59;74;78;1;2;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;57;721;421;10;199;33;45;121;6;4;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;58;771;410;10;204;32;41;114;4;0;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;59;537;329;1;149;46;31;91;4;3;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;60;641;385;9;208;38;42;78;7;1;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;61;963;536;19;245;43;68;148;8;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;62;710;479;16;204;56;56;131;4;2;10;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;63;742;376;5;185;37;46;93;3;2;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;64;651;410;4;203;54;27;109;9;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;65;832;571;14;297;76;47;123;9;2;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;66;467;260;6;123;25;37;60;2;6;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;67;711;437;11;190;58;83;79;8;4;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;68;714;378;23;189;8;11;137;4;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;69;842;472;12;237;22;37;148;6;5;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;70;712;404;12;167;61;46;108;2;5;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;71;449;300;9;141;32;25;83;4;1;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;72;760;483;28;203;77;77;88;8;0;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;73;501;322;4;197;19;12;84;4;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;74;598;349;7;171;23;23;115;0;6;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;75;548;349;10;125;90;46;60;12;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;76;694;424;7;158;93;73;77;10;4;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;77;928;575;23;174;156;86;112;13;8;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;78;844;545;17;146;176;81;103;7;9;6;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;79;410;295;13;125;28;7;113;3;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;80;849;502;16;250;62;42;120;7;2;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;81;814;437;12;178;49;81;103;1;4;9;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;82;573;324;14;160;12;29;102;5;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;83;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;84;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;85;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;86;0;4713;88;2284;663;601;956;51;41;29;0;0;0;                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;87;0;1652;27;639;251;401;279;16;21;18;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;0;0;209;8;87;36;28;46;3;0;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;1;730;352;9;166;26;54;83;3;7;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;2;857;416;4;164;49;90;84;10;10;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;3;497;267;4;119;20;61;54;7;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;4;701;355;4;134;49;75;73;4;10;6;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;5;502;250;3;102;37;51;49;3;5;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;6;657;313;6;130;34;78;51;4;7;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;7;763;389;9;146;45;101;71;4;6;7;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;8;637;338;8;133;51;50;88;1;4;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;9;749;458;10;162;79;100;88;8;6;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;10;568;361;8;167;37;49;90;2;3;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;11;741;400;18;138;62;74;93;3;5;7;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;12;678;329;11;156;23;45;83;4;5;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;13;685;373;8;195;18;34;102;4;6;6;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;14;646;362;9;163;40;40;105;0;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;15;857;466;9;172;64;107;99;6;4;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;16;819;471;14;188;70;91;91;2;11;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;17;449;213;2;70;38;44;49;5;2;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;18;862;487;6;221;66;83;94;6;10;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;19;663;297;5;123;31;48;72;7;11;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;20;641;282;5;135;17;32;85;3;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;21;843;429;6;184;43;96;83;2;10;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;22;793;434;9;177;58;90;89;5;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;23;769;387;15;153;52;77;70;10;8;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;24;805;431;5;203;40;59;107;9;3;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;25;480;253;8;130;22;18;65;5;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;26;654;356;2;178;21;41;101;2;2;9;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;27;429;231;5;96;20;25;74;5;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;28;500;256;8;113;20;34;69;4;7;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;29;485;277;4;120;37;43;65;6;0;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;30;443;135;3;49;17;14;48;1;1;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;31;786;456;10;176;76;81;99;8;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;32;900;488;5;179;90;64;134;5;7;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;33;465;319;6;153;20;24;111;4;1;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;34;843;435;11;183;47;58;119;10;2;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;35;974;564;17;188;104;116;119;7;9;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;36;1090;561;4;262;57;79;145;9;1;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;37;866;550;11;230;131;65;91;12;2;8;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;38;473;270;5;104;56;42;58;4;1;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;39;913;536;9;203;107;70;130;10;2;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;40;485;300;16;98;70;57;43;7;8;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;41;710;376;8;112;99;50;95;8;2;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;42;629;374;22;91;100;65;74;10;7;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;43;777;544;16;194;117;66;132;10;5;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;44;906;535;15;142;163;84;119;4;2;6;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;45;875;530;14;186;142;58;110;14;1;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;46;864;490;14;134;139;67;122;8;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;47;853;529;13;165;137;78;113;13;4;6;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;48;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;49;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;50;0;2680;23;1081;565;418;496;44;34;19;0;0;0;                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;51;0;1330;13;543;218;299;199;31;15;12;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;0;0;159;6;67;32;25;21;3;2;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;1;566;256;6;109;30;54;49;4;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;2;598;311;4;126;51;75;47;2;4;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;3;765;399;4;167;56;83;72;3;7;7;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;4;714;385;7;141;59;82;86;4;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;5;587;314;3;114;42;75;63;6;5;6;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;6;708;384;5;155;48;91;64;12;4;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;7;624;345;7;135;53;74;64;2;3;7;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;8;388;198;2;76;24;58;32;1;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;9;722;373;7;170;28;83;75;2;4;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;10;515;241;8;90;30;68;38;3;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;11;565;318;8;118;58;68;53;2;9;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;12;511;300;10;86;54;94;44;5;2;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;13;544;284;8;94;60;65;47;2;3;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;14;738;432;15;136;81;106;73;9;6;6;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;15;598;287;9;100;40;67;61;0;6;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;16;798;458;10;163;74;126;70;3;8;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;17;706;423;3;164;103;72;60;10;5;6;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;18;702;377;3;201;26;34;103;3;3;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;19;584;352;9;138;57;88;45;3;5;7;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;20;487;253;4;80;53;59;47;3;2;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;21;447;260;3;65;90;55;34;6;3;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;22;593;326;5;108;61;82;57;4;5;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;23;814;447;13;175;65;90;85;3;5;11;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;24;655;331;2;96;88;85;41;2;7;10;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;25;636;370;3;89;135;81;47;6;3;6;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;26;633;363;9;113;88;83;59;4;3;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;27;803;388;8;109;119;85;53;7;3;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;28;699;397;6;115;126;89;48;8;1;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;29;645;393;8;114;120;66;69;13;1;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;30;741;393;12;146;60;84;74;3;5;9;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;31;835;468;3;132;134;104;69;10;10;6;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;32;666;344;2;157;50;39;80;7;5;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;33;518;323;10;82;97;70;50;7;1;6;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;34;481;282;6;84;83;51;42;8;4;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;35;819;421;11;161;69;57;113;4;4;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;36;670;408;6;106;120;87;75;3;6;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;37;641;403;10;115;131;76;55;6;5;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;38;629;361;11;161;56;45;80;2;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;39;499;318;28;81;74;67;52;11;2;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;40;549;313;13;113;63;69;48;4;1;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;41;353;270;27;127;65;8;33;5;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;42;719;454;17;145;112;65;97;8;4;6;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;43;678;373;6;102;119;77;54;4;5;6;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;44;506;262;6;91;49;30;76;5;1;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;45;700;398;4;109;126;85;57;7;1;9;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;46;629;417;10;106;142;78;65;10;0;6;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;47;404;253;1;80;79;47;41;5;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;48;802;509;18;125;183;102;67;7;1;6;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;49;641;379;18;96;124;70;53;10;4;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;50;619;378;16;108;112;80;53;5;1;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;51;486;295;20;75;115;41;35;4;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;52;570;342;10;70;140;37;68;9;3;5;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;53;0;133;7;13;102;0;9;1;1;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;54;0;2896;44;928;914;478;439;38;28;27;0;0;0;                                                                                                 
