Staatsbgerschaft in Wien gemeldeter Personen nach Geschlecht und Wiener Zählbezirk;;;;;;;;;;;;;;;;;;
Nationality of residents in Vienna by sex and Vienna subdistrict;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_HRV;POP_ROU;POP_CZE;POP_HUN;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;91301;1306;2;1359;13;2;35;14;5;8;7;2;9;75;1189;20110101
AT1;AT13;AT130;91301;1307;2;1771;28;22;32;10;15;4;5;5;14;79;1557;20110101
AT1;AT13;AT130;91301;1308;2;3539;38;14;68;19;6;8;16;12;25;175;3158;20110101
AT1;AT13;AT130;91301;1309;2;2895;38;29;18;25;5;4;10;7;8;139;2612;20110101
AT1;AT13;AT130;91301;1310;2;28;0;0;0;0;1;0;0;0;0;0;27;20110101
AT1;AT13;AT130;91301;1311;2;2257;3;0;44;13;0;0;4;2;2;98;2091;20110101
AT1;AT13;AT130;91301;1399;2;25;0;0;1;0;0;0;0;0;0;2;22;20110101
AT1;AT13;AT130;91401;1401;2;3397;196;62;61;71;36;49;27;8;16;180;2691;20110101
AT1;AT13;AT130;91401;1402;2;4245;390;194;91;150;80;83;96;11;23;320;2807;20110101
AT1;AT13;AT130;91401;1403;2;4581;164;62;128;64;25;27;32;11;32;285;3751;20110101
AT1;AT13;AT130;91401;1404;2;10153;497;216;121;172;134;117;129;24;50;542;8151;20110101
AT1;AT13;AT130;91401;1405;2;2151;45;30;22;24;9;1;7;4;6;52;1951;20110101
AT1;AT13;AT130;91401;1406;2;6414;225;78;78;104;47;57;55;6;22;342;5400;20110101
AT1;AT13;AT130;91401;1407;2;1577;61;39;8;21;12;13;9;4;0;72;1338;20110101
AT1;AT13;AT130;91401;1408;2;2054;29;11;21;9;4;10;7;1;7;82;1873;20110101
AT1;AT13;AT130;91401;1409;2;109;3;1;1;1;1;2;3;0;0;3;94;20110101
AT1;AT13;AT130;91401;1410;2;3849;55;17;69;29;11;22;25;14;15;176;3416;20110101
AT1;AT13;AT130;91401;1411;2;3337;5;4;74;14;1;4;9;4;9;105;3108;20110101
AT1;AT13;AT130;91401;1412;2;2911;33;12;61;19;12;12;4;3;4;113;2638;20110101
AT1;AT13;AT130;91401;1499;2;115;0;0;0;1;0;0;2;0;0;4;108;20110101
AT1;AT13;AT130;91501;1501;2;5356;303;176;82;100;73;60;60;11;43;401;4047;20110101
AT1;AT13;AT130;91501;1502;2;4643;455;229;96;167;113;123;89;9;43;502;2817;20110101
AT1;AT13;AT130;91501;1503;2;5839;595;280;134;141;118;142;121;12;63;745;3488;20110101
AT1;AT13;AT130;91501;1504;2;3698;273;222;62;106;66;88;43;11;38;468;2321;20110101
AT1;AT13;AT130;91501;1505;2;5641;339;190;104;101;93;66;103;5;44;493;4103;20110101
AT1;AT13;AT130;91501;1506;2;7052;748;309;114;228;155;134;155;17;47;643;4502;20110101
AT1;AT13;AT130;91501;1507;2;4487;211;135;39;89;58;54;43;6;23;209;3620;20110101
AT1;AT13;AT130;91501;1599;2;27;0;0;0;1;0;0;3;0;0;19;4;20110101
AT1;AT13;AT130;91601;1601;2;6883;541;427;146;173;115;108;135;10;45;640;4543;20110101
AT1;AT13;AT130;91601;1602;2;4008;451;332;76;129;84;83;101;7;30;477;2238;20110101
AT1;AT13;AT130;91601;1603;2;6273;329;220;53;110;64;72;42;12;22;306;5043;20110101
AT1;AT13;AT130;91601;1604;2;4191;244;135;66;90;36;61;78;7;15;248;3211;20110101
AT1;AT13;AT130;91601;1605;2;7916;619;224;128;203;114;150;122;20;51;541;5744;20110101
AT1;AT13;AT130;91601;1606;2;5305;240;166;58;71;44;42;29;6;5;277;4367;20110101
AT1;AT13;AT130;91601;1607;2;4935;271;162;55;119;55;49;41;4;12;280;3887;20110101
AT1;AT13;AT130;91601;1608;2;1683;12;12;16;12;3;2;2;2;3;49;1570;20110101
AT1;AT13;AT130;91601;1609;2;2799;8;6;41;18;8;12;1;5;3;95;2602;20110101
AT1;AT13;AT130;91601;1610;2;5042;654;424;99;152;123;135;102;4;15;497;2837;20110101
AT1;AT13;AT130;91601;1699;2;253;0;0;2;1;3;1;1;1;0;2;242;20110101
AT1;AT13;AT130;91701;1701;2;5285;445;189;119;165;59;86;101;15;32;495;3579;20110101
AT1;AT13;AT130;91701;1702;2;6989;584;221;133;192;108;93;103;6;37;645;4867;20110101
AT1;AT13;AT130;91701;1703;2;8698;675;224;168;199;123;150;106;16;49;613;6375;20110101
AT1;AT13;AT130;91701;1704;2;2079;18;7;39;13;3;12;5;7;3;99;1873;20110101
AT1;AT13;AT130;91701;1705;2;3126;59;19;58;18;4;8;1;9;8;147;2795;20110101
AT1;AT13;AT130;91701;1706;2;1281;15;4;31;6;3;3;5;6;13;125;1070;20110101
AT1;AT13;AT130;91701;1799;2;53;0;0;2;3;0;0;0;0;0;1;47;20110101
