Wanderung gegenüber Wien nach Bezirken, Geburtsstaat und Geschlecht;;;;;;;;;;;;;;;;;;
Migration in Vienna by district, country of birth and sex;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;COUNTRY_OF_BIRTH;MIG_NET_TOTAL;MIG_NET_EXT;IMM_EXT;EMI_EXT;MIG_NET_INT;IMM_INT;EMI_INT;IMM_DC;EMI_DC;MIG_DC_INT;REF_DATE
AT1;AT13;AT130;92301;00000000;2;BIH;18;9;19;10;9;6;7;41;31;20;2004
AT1;AT13;AT130;92301;00000000;2;HRV;11;5;9;4;6;1;0;8;3;8;2004
AT1;AT13;AT130;92301;00000000;2;MKD;16;10;12;2;6;3;1;11;7;6;2004
AT1;AT13;AT130;92301;00000000;2;RUS;15;7;7;0;8;6;0;8;6;3;2004
AT1;AT13;AT130;92301;00000000;2;CHN;7;7;22;15;0;4;1;31;34;3;2004
AT1;AT13;AT130;92301;00000000;2;OTHER;57;30;77;47;27;13;13;117;90;31;2004
AT1;AT13;AT130;92301;00000000;1;AUT;-73;-36;126;162;-37;412;716;1216;949;869;2004
AT1;AT13;AT130;92301;00000000;1;DEU;7;29;48;19;-22;13;21;23;37;12;2004
AT1;AT13;AT130;92301;00000000;1;POL;44;34;46;12;10;5;4;33;24;7;2004
AT1;AT13;AT130;92301;00000000;1;ROU;11;9;22;13;2;2;8;25;17;5;2004
AT1;AT13;AT130;92301;00000000;1;SVK;19;14;19;5;5;5;2;12;10;7;2004
AT1;AT13;AT130;92301;00000000;1;HUN;9;6;14;8;3;4;5;13;9;10;2004
AT1;AT13;AT130;92301;00000000;1;BGR;9;4;6;2;5;3;0;8;6;0;2004
AT1;AT13;AT130;92301;00000000;1;CZE;5;1;4;3;4;2;7;12;3;6;2004
AT1;AT13;AT130;92301;00000000;1;REST-EU;15;8;34;26;7;7;5;19;14;10;2004
AT1;AT13;AT130;92301;00000000;1;SCG;46;40;67;27;6;17;17;93;87;23;2004
AT1;AT13;AT130;92301;00000000;1;TUR;51;36;51;15;15;9;14;84;64;28;2004
AT1;AT13;AT130;92301;00000000;1;BIH;22;17;32;15;5;4;12;52;39;17;2004
AT1;AT13;AT130;92301;00000000;1;HRV;7;10;11;1;-3;1;3;12;13;5;2004
AT1;AT13;AT130;92301;00000000;1;MKD;18;5;9;4;13;6;0;20;13;1;2004
AT1;AT13;AT130;92301;00000000;1;RUS;10;3;5;2;7;4;0;5;2;0;2004
AT1;AT13;AT130;92301;00000000;1;CHN;6;10;15;5;-4;3;2;16;21;2;2004
AT1;AT13;AT130;92301;00000000;1;OTHER;65;49;121;72;16;36;26;185;179;43;2004
AT1;AT13;AT130;90101;00000000;2;AUT;-84;-21;14;35;-63;91;87;222;289;64;2005
AT1;AT13;AT130;90101;00000000;2;DEU;-1;11;22;11;-12;5;6;10;21;8;2005
AT1;AT13;AT130;90101;00000000;2;POL;-2;3;12;9;-5;2;3;11;15;1;2005
AT1;AT13;AT130;90101;00000000;2;ROU;-2;0;3;3;-2;1;3;7;7;0;2005
AT1;AT13;AT130;90101;00000000;2;SVK;4;5;8;3;-1;3;3;4;5;0;2005
AT1;AT13;AT130;90101;00000000;2;HUN;-3;0;6;6;-3;1;0;3;7;1;2005
AT1;AT13;AT130;90101;00000000;2;BGR;2;4;6;2;-2;0;0;3;5;3;2005
AT1;AT13;AT130;90101;00000000;2;CZE;-1;0;0;0;-1;2;2;6;7;1;2005
AT1;AT13;AT130;90101;00000000;2;REST-EU;-1;11;39;28;-12;2;3;16;27;5;2005
AT1;AT13;AT130;90101;00000000;2;SCG;-5;8;13;5;-13;1;3;13;24;1;2005
AT1;AT13;AT130;90101;00000000;2;TUR;0;-1;2;3;1;1;0;3;3;2;2005
AT1;AT13;AT130;90101;00000000;2;BIH;2;2;2;0;0;0;4;7;3;2;2005
AT1;AT13;AT130;90101;00000000;2;HRV;-3;-2;5;7;-1;1;1;1;2;0;2005
AT1;AT13;AT130;90101;00000000;2;MKD;0;0;1;1;0;0;0;0;0;0;2005
AT1;AT13;AT130;90101;00000000;2;RUS;-7;4;12;8;-11;2;5;9;17;5;2005
AT1;AT13;AT130;90101;00000000;2;CHN;6;-1;1;2;7;4;1;10;6;0;2005
AT1;AT13;AT130;90101;00000000;2;OTHER;43;31;75;44;12;11;9;58;48;14;2005
AT1;AT13;AT130;90101;00000000;1;AUT;0;4;44;40;-4;115;99;250;270;89;2005
AT1;AT13;AT130;90101;00000000;1;DEU;9;19;42;23;-10;10;2;14;32;9;2005
AT1;AT13;AT130;90101;00000000;1;POL;-3;1;2;1;-4;1;0;1;6;1;2005
AT1;AT13;AT130;90101;00000000;1;ROU;-9;-1;3;4;-8;1;2;2;9;0;2005
AT1;AT13;AT130;90101;00000000;1;SVK;3;2;5;3;1;1;0;1;1;0;2005
AT1;AT13;AT130;90101;00000000;1;HUN;3;0;9;9;3;1;0;4;2;1;2005
AT1;AT13;AT130;90101;00000000;1;BGR;2;1;4;3;1;0;0;3;2;1;2005
AT1;AT13;AT130;90101;00000000;1;CZE;-5;-2;0;2;-3;0;1;3;5;0;2005
AT1;AT13;AT130;90101;00000000;1;REST-EU;2;4;45;41;-2;5;5;20;22;8;2005
AT1;AT13;AT130;90101;00000000;1;SCG;-3;2;11;9;-5;2;2;13;18;3;2005
AT1;AT13;AT130;90101;00000000;1;TUR;0;0;3;3;0;1;0;8;9;1;2005
AT1;AT13;AT130;90101;00000000;1;BIH;5;2;3;1;3;0;2;9;4;1;2005
AT1;AT13;AT130;90101;00000000;1;HRV;-2;-2;2;4;0;1;0;1;2;1;2005
AT1;AT13;AT130;90101;00000000;1;MKD;1;0;0;0;1;0;0;3;2;0;2005
AT1;AT13;AT130;90101;00000000;1;RUS;12;13;20;7;-1;2;4;7;6;2;2005
AT1;AT13;AT130;90101;00000000;1;CHN;-3;-2;0;2;-1;1;0;5;7;1;2005
AT1;AT13;AT130;90101;00000000;1;OTHER;59;32;77;45;27;5;1;64;41;15;2005
AT1;AT13;AT130;90201;00000000;2;AUT;-296;-54;89;143;-242;484;536;1259;1449;595;2005
AT1;AT13;AT130;90201;00000000;2;DEU;82;68;101;33;14;12;14;76;60;28;2005
AT1;AT13;AT130;90201;00000000;2;POL;36;52;127;75;-16;5;12;67;76;22;2005
AT1;AT13;AT130;90201;00000000;2;ROU;29;36;92;56;-7;16;15;61;69;21;2005
AT1;AT13;AT130;90201;00000000;2;SVK;62;60;90;30;2;8;6;34;34;15;2005
AT1;AT13;AT130;90201;00000000;2;HUN;5;14;33;19;-9;6;9;23;29;14;2005
AT1;AT13;AT130;90201;00000000;2;BGR;9;16;34;18;-7;6;4;32;41;5;2005
AT1;AT13;AT130;90201;00000000;2;CZE;3;25;37;12;-22;4;13;16;29;12;2005
AT1;AT13;AT130;90201;00000000;2;REST-EU;-24;-10;93;103;-14;2;6;42;52;18;2005
AT1;AT13;AT130;90201;00000000;2;SCG;127;169;244;75;-42;32;33;313;354;131;2005
AT1;AT13;AT130;90201;00000000;2;TUR;30;81;124;43;-51;8;18;140;181;89;2005
AT1;AT13;AT130;90201;00000000;2;BIH;31;41;52;11;-10;14;12;87;99;35;2005
AT1;AT13;AT130;90201;00000000;2;HRV;3;12;20;8;-9;2;3;15;23;12;2005
AT1;AT13;AT130;90201;00000000;2;MKD;4;20;22;2;-16;0;2;18;32;5;2005
AT1;AT13;AT130;90201;00000000;2;RUS;42;18;44;26;24;10;1;69;54;27;2005
AT1;AT13;AT130;90201;00000000;2;CHN;-8;3;22;19;-11;11;14;43;51;18;2005
AT1;AT13;AT130;90201;00000000;2;OTHER;131;127;361;234;4;68;55;359;368;159;2005
AT1;AT13;AT130;90201;00000000;1;AUT;-253;-51;185;236;-202;508;514;1330;1526;638;2005
AT1;AT13;AT130;90201;00000000;1;DEU;75;81;123;42;-6;20;17;77;86;22;2005
AT1;AT13;AT130;90201;00000000;1;POL;138;138;302;164;0;7;4;112;115;24;2005
AT1;AT13;AT130;90201;00000000;1;ROU;18;25;96;71;-7;8;10;42;47;17;2005
AT1;AT13;AT130;90201;00000000;1;SVK;3;3;31;28;0;1;3;20;18;7;2005
AT1;AT13;AT130;90201;00000000;1;HUN;-8;-6;24;30;-2;3;4;18;19;6;2005
AT1;AT13;AT130;90201;00000000;1;BGR;2;4;20;16;-2;1;1;21;23;2;2005
AT1;AT13;AT130;90201;00000000;1;CZE;-4;-2;12;14;-2;3;2;14;17;8;2005
AT1;AT13;AT130;90201;00000000;1;REST-EU;31;14;137;123;17;12;10;56;41;17;2005
AT1;AT13;AT130;90201;00000000;1;SCG;125;151;261;110;-26;37;33;354;384;138;2005
AT1;AT13;AT130;90201;00000000;1;TUR;28;72;125;53;-44;15;22;243;280;101;2005
AT1;AT13;AT130;90201;00000000;1;BIH;16;41;70;29;-25;11;15;104;125;33;2005
AT1;AT13;AT130;90201;00000000;1;HRV;8;8;20;12;0;2;2;24;24;6;2005
AT1;AT13;AT130;90201;00000000;1;MKD;3;13;21;8;-10;1;3;32;40;6;2005
AT1;AT13;AT130;90201;00000000;1;RUS;-17;-10;28;38;-7;11;4;56;70;30;2005
AT1;AT13;AT130;90201;00000000;1;CHN;16;15;28;13;1;13;9;47;50;13;2005
AT1;AT13;AT130;90201;00000000;1;OTHER;46;11;411;400;35;76;47;717;711;198;2005
AT1;AT13;AT130;90301;00000000;2;AUT;-287;-48;101;149;-239;604;544;1133;1432;622;2005
AT1;AT13;AT130;90301;00000000;2;DEU;86;118;157;39;-32;22;25;51;80;33;2005
AT1;AT13;AT130;90301;00000000;2;POL;76;91;135;44;-15;6;7;70;84;26;2005
AT1;AT13;AT130;90301;00000000;2;ROU;19;21;55;34;-2;9;8;47;50;10;2005
AT1;AT13;AT130;90301;00000000;2;SVK;43;38;58;20;5;6;3;40;38;9;2005
AT1;AT13;AT130;90301;00000000;2;HUN;0;0;19;19;0;10;9;27;28;11;2005
AT1;AT13;AT130;90301;00000000;2;BGR;8;-4;14;18;12;7;3;29;21;6;2005
AT1;AT13;AT130;90301;00000000;2;CZE;4;3;15;12;1;10;4;17;22;5;2005
AT1;AT13;AT130;90301;00000000;2;REST-EU;23;7;65;58;16;8;5;59;46;32;2005
AT1;AT13;AT130;90301;00000000;2;SCG;85;92;149;57;-7;17;14;234;244;96;2005
AT1;AT13;AT130;90301;00000000;2;TUR;-18;56;74;18;-74;6;7;54;127;51;2005
AT1;AT13;AT130;90301;00000000;2;BIH;-2;11;27;16;-13;6;8;61;72;23;2005
AT1;AT13;AT130;90301;00000000;2;HRV;17;11;20;9;6;7;2;19;18;12;2005
AT1;AT13;AT130;90301;00000000;2;MKD;9;13;15;2;-4;4;5;13;16;6;2005
AT1;AT13;AT130;90301;00000000;2;RUS;-33;11;26;15;-44;11;1;33;87;12;2005
AT1;AT13;AT130;90301;00000000;2;CHN;1;15;33;18;-14;11;11;59;73;12;2005
AT1;AT13;AT130;90301;00000000;2;OTHER;80;126;267;141;-46;67;27;223;309;81;2005
AT1;AT13;AT130;90301;00000000;1;AUT;-133;9;210;201;-142;602;532;1232;1444;635;2005
AT1;AT13;AT130;90301;00000000;1;DEU;70;70;125;55;0;25;23;74;76;27;2005
AT1;AT13;AT130;90301;00000000;1;POL;83;100;173;73;-17;6;5;92;110;20;2005
AT1;AT13;AT130;90301;00000000;1;ROU;26;21;50;29;5;8;2;29;30;12;2005
AT1;AT13;AT130;90301;00000000;1;SVK;29;30;45;15;-1;9;7;15;18;6;2005
AT1;AT13;AT130;90301;00000000;1;HUN;3;-1;28;29;4;6;3;18;17;11;2005
AT1;AT13;AT130;90301;00000000;1;BGR;7;9;25;16;-2;4;1;20;25;9;2005
AT1;AT13;AT130;90301;00000000;1;CZE;-1;1;10;9;-2;4;4;11;13;7;2005
AT1;AT13;AT130;90301;00000000;1;REST-EU;33;52;119;67;-19;7;20;55;61;37;2005
AT1;AT13;AT130;90301;00000000;1;SCG;89;111;186;75;-22;26;18;278;308;104;2005
AT1;AT13;AT130;90301;00000000;1;TUR;-27;36;70;34;-63;16;15;142;206;77;2005
AT1;AT13;AT130;90301;00000000;1;BIH;28;31;54;23;-3;7;8;77;79;41;2005
AT1;AT13;AT130;90301;00000000;1;HRV;-7;-1;16;17;-6;3;4;11;16;7;2005
AT1;AT13;AT130;90301;00000000;1;MKD;10;10;21;11;0;8;6;29;31;4;2005
AT1;AT13;AT130;90301;00000000;1;RUS;-14;22;31;9;-36;11;3;59;103;10;2005
AT1;AT13;AT130;90301;00000000;1;CHN;11;5;19;14;6;7;9;51;43;6;2005
AT1;AT13;AT130;90301;00000000;1;OTHER;-60;2;284;282;-62;93;64;574;665;133;2005
AT1;AT13;AT130;90401;00000000;2;AUT;-39;-10;27;37;-29;240;230;494;533;130;2005
AT1;AT13;AT130;90401;00000000;2;DEU;41;27;55;28;14;9;6;45;34;11;2005
AT1;AT13;AT130;90401;00000000;2;POL;12;25;37;12;-13;4;3;19;33;2;2005
AT1;AT13;AT130;90401;00000000;2;ROU;21;12;23;11;9;6;0;18;15;3;2005
AT1;AT13;AT130;90401;00000000;2;SVK;15;16;21;5;-1;4;4;8;9;1;2005
AT1;AT13;AT130;90401;00000000;2;HUN;7;7;12;5;0;5;2;10;13;1;2005
AT1;AT13;AT130;90401;00000000;2;BGR;19;20;26;6;-1;2;2;26;27;2;2005
AT1;AT13;AT130;90401;00000000;2;CZE;-2;4;7;3;-6;5;3;5;13;3;2005
AT1;AT13;AT130;90401;00000000;2;REST-EU;17;11;43;32;6;5;4;32;27;9;2005
AT1;AT13;AT130;90401;00000000;2;SCG;6;38;47;9;-32;4;8;53;81;11;2005
AT1;AT13;AT130;90401;00000000;2;TUR;4;11;15;4;-7;0;2;29;34;2;2005
AT1;AT13;AT130;90401;00000000;2;BIH;5;11;16;5;-6;2;0;17;25;2;2005
AT1;AT13;AT130;90401;00000000;2;HRV;1;5;9;4;-4;0;0;7;11;2;2005
AT1;AT13;AT130;90401;00000000;2;MKD;4;4;5;1;0;0;1;3;2;1;2005
AT1;AT13;AT130;90401;00000000;2;RUS;43;18;29;11;25;4;1;36;14;4;2005
AT1;AT13;AT130;90401;00000000;2;CHN;2;10;13;3;-8;0;4;14;18;4;2005
AT1;AT13;AT130;90401;00000000;2;OTHER;98;99;149;50;-1;17;13;103;108;14;2005
AT1;AT13;AT130;90401;00000000;1;AUT;-7;-15;54;69;8;223;190;516;541;110;2005
AT1;AT13;AT130;90401;00000000;1;DEU;33;41;61;20;-8;5;12;44;45;6;2005
AT1;AT13;AT130;90401;00000000;1;POL;28;29;44;15;-1;0;1;22;22;6;2005
AT1;AT13;AT130;90401;00000000;1;ROU;13;7;16;9;6;6;3;12;9;0;2005
AT1;AT13;AT130;90401;00000000;1;SVK;3;1;6;5;2;2;3;5;2;2;2005
AT1;AT13;AT130;90401;00000000;1;HUN;6;11;14;3;-5;2;0;7;14;2;2005
AT1;AT13;AT130;90401;00000000;1;BGR;25;16;24;8;9;3;1;27;20;3;2005
AT1;AT13;AT130;90401;00000000;1;CZE;0;0;4;4;0;0;2;5;3;0;2005
AT1;AT13;AT130;90401;00000000;1;REST-EU;9;10;57;47;-1;13;10;30;34;8;2005
AT1;AT13;AT130;90401;00000000;1;SCG;47;39;65;26;8;8;5;69;64;9;2005
AT1;AT13;AT130;90401;00000000;1;TUR;1;19;24;5;-18;2;3;30;47;6;2005
AT1;AT13;AT130;90401;00000000;1;BIH;8;8;17;9;0;2;2;28;28;0;2005
AT1;AT13;AT130;90401;00000000;1;HRV;1;1;5;4;0;0;0;5;5;1;2005
AT1;AT13;AT130;90401;00000000;1;MKD;1;3;3;0;-2;1;1;4;6;2;2005
AT1;AT13;AT130;90401;00000000;1;RUS;23;5;12;7;18;6;0;27;15;3;2005
AT1;AT13;AT130;90401;00000000;1;CHN;-3;2;7;5;-5;1;1;7;12;3;2005
AT1;AT13;AT130;90401;00000000;1;OTHER;91;74;124;50;17;21;7;155;152;16;2005
AT1;AT13;AT130;90501;00000000;2;AUT;-182;-21;42;63;-161;451;379;852;1085;238;2005
AT1;AT13;AT130;90501;00000000;2;DEU;45;56;87;31;-11;15;14;44;56;13;2005
AT1;AT13;AT130;90501;00000000;2;POL;55;75;97;22;-20;5;6;43;62;12;2005
AT1;AT13;AT130;90501;00000000;2;ROU;19;14;41;27;5;10;5;40;40;14;2005
AT1;AT13;AT130;90501;00000000;2;SVK;18;29;46;17;-11;3;3;23;34;2;2005
AT1;AT13;AT130;90501;00000000;2;HUN;-2;2;14;12;-4;3;3;15;19;3;2005
AT1;AT13;AT130;90501;00000000;2;BGR;18;10;37;27;8;2;4;43;33;14;2005
AT1;AT13;AT130;90501;00000000;2;CZE;3;4;5;1;-1;4;6;11;10;0;2005
AT1;AT13;AT130;90501;00000000;2;REST-EU;9;10;44;34;-1;7;4;34;38;9;2005
AT1;AT13;AT130;90501;00000000;2;SCG;63;87;129;42;-24;17;17;203;227;43;2005
AT1;AT13;AT130;90501;00000000;2;TUR;-12;34;55;21;-46;7;8;97;142;38;2005
AT1;AT13;AT130;90501;00000000;2;BIH;-11;32;39;7;-43;12;8;52;99;13;2005
AT1;AT13;AT130;90501;00000000;2;HRV;-5;3;12;9;-8;1;5;15;19;4;2005
AT1;AT13;AT130;90501;00000000;2;MKD;10;7;10;3;3;3;3;18;15;4;2005
AT1;AT13;AT130;90501;00000000;2;RUS;22;5;10;5;17;13;3;35;28;3;2005
AT1;AT13;AT130;90501;00000000;2;CHN;21;3;19;16;18;14;12;60;44;10;2005
AT1;AT13;AT130;90501;00000000;2;OTHER;87;85;167;82;2;46;22;220;242;40;2005
AT1;AT13;AT130;90501;00000000;1;AUT;-111;-14;145;159;-97;467;389;898;1073;229;2005
AT1;AT13;AT130;90501;00000000;1;DEU;68;66;97;31;2;16;6;65;73;15;2005
AT1;AT13;AT130;90501;00000000;1;POL;67;80;119;39;-13;4;6;54;65;10;2005
AT1;AT13;AT130;90501;00000000;1;ROU;8;6;27;21;2;0;4;28;22;8;2005
AT1;AT13;AT130;90501;00000000;1;SVK;4;9;21;12;-5;2;5;11;13;2;2005
AT1;AT13;AT130;90501;00000000;1;HUN;4;3;12;9;1;3;0;15;17;0;2005
AT1;AT13;AT130;90501;00000000;1;BGR;7;2;24;22;5;1;1;27;22;3;2005
AT1;AT13;AT130;90501;00000000;1;CZE;-3;-2;8;10;-1;2;1;3;5;1;2005
AT1;AT13;AT130;90501;00000000;1;REST-EU;25;11;66;55;14;5;3;43;31;5;2005
AT1;AT13;AT130;90501;00000000;1;SCG;10;60;137;77;-50;14;26;259;297;53;2005
AT1;AT13;AT130;90501;00000000;1;TUR;-10;34;68;34;-44;17;21;199;239;65;2005
AT1;AT13;AT130;90501;00000000;1;BIH;-16;26;47;21;-42;6;10;73;111;54;2005
AT1;AT13;AT130;90501;00000000;1;HRV;-6;1;17;16;-7;0;1;15;21;2;2005
AT1;AT13;AT130;90501;00000000;1;MKD;14;15;19;4;-1;3;4;35;35;5;2005
AT1;AT13;AT130;90501;00000000;1;RUS;26;3;9;6;23;10;4;49;32;5;2005
AT1;AT13;AT130;90501;00000000;1;CHN;15;10;23;13;5;9;12;52;44;9;2005
AT1;AT13;AT130;90501;00000000;1;OTHER;143;75;214;139;68;73;56;477;426;57;2005
AT1;AT13;AT130;90601;00000000;2;AUT;-8;19;51;32;-27;274;199;545;647;108;2005
AT1;AT13;AT130;90601;00000000;2;DEU;21;19;45;26;2;9;9;43;41;4;2005
AT1;AT13;AT130;90601;00000000;2;POL;-3;-1;20;21;-2;2;2;31;33;3;2005
AT1;AT13;AT130;90601;00000000;2;ROU;-2;5;9;4;-7;3;4;14;20;5;2005
AT1;AT13;AT130;90601;00000000;2;SVK;10;7;13;6;3;5;3;13;12;1;2005
AT1;AT13;AT130;90601;00000000;2;HUN;10;7;7;0;3;2;6;18;11;1;2005
AT1;AT13;AT130;90601;00000000;2;BGR;13;8;11;3;5;2;0;26;23;2;2005
AT1;AT13;AT130;90601;00000000;2;CZE;4;2;4;2;2;2;3;9;6;3;2005
AT1;AT13;AT130;90601;00000000;2;REST-EU;15;10;28;18;5;2;5;27;19;9;2005
AT1;AT13;AT130;90601;00000000;2;SCG;9;35;50;15;-26;2;7;44;65;11;2005
AT1;AT13;AT130;90601;00000000;2;TUR;4;18;25;7;-14;2;1;47;62;4;2005
AT1;AT13;AT130;90601;00000000;2;BIH;-7;5;8;3;-12;2;3;16;27;2;2005
AT1;AT13;AT130;90601;00000000;2;HRV;2;1;5;4;1;0;0;7;6;0;2005
AT1;AT13;AT130;90601;00000000;2;MKD;11;14;15;1;-3;1;0;6;10;2;2005
AT1;AT13;AT130;90601;00000000;2;RUS;10;9;9;0;1;11;0;11;21;2;2005
AT1;AT13;AT130;90601;00000000;2;CHN;2;0;7;7;2;8;2;22;26;0;2005
AT1;AT13;AT130;90601;00000000;2;OTHER;60;42;105;63;18;19;12;140;129;18;2005
AT1;AT13;AT130;90601;00000000;1;AUT;63;41;126;85;22;313;223;651;719;114;2005
AT1;AT13;AT130;90601;00000000;1;DEU;25;27;50;23;-2;11;9;45;49;10;2005
AT1;AT13;AT130;90601;00000000;1;POL;9;23;41;18;-14;2;5;24;35;2;2005
AT1;AT13;AT130;90601;00000000;1;ROU;10;9;16;7;1;3;1;10;11;2;2005
AT1;AT13;AT130;90601;00000000;1;SVK;6;4;7;3;2;1;0;7;6;0;2005
AT1;AT13;AT130;90601;00000000;1;HUN;-5;2;11;9;-7;1;2;5;11;1;2005
AT1;AT13;AT130;90601;00000000;1;BGR;-9;-4;9;13;-5;1;0;12;18;2;2005
AT1;AT13;AT130;90601;00000000;1;CZE;0;-1;0;1;1;2;2;7;6;0;2005
AT1;AT13;AT130;90601;00000000;1;REST-EU;4;-1;30;31;5;4;2;33;30;8;2005
AT1;AT13;AT130;90601;00000000;1;SCG;22;36;60;24;-14;4;7;68;79;19;2005
AT1;AT13;AT130;90601;00000000;1;TUR;4;9;18;9;-5;12;3;70;84;5;2005
AT1;AT13;AT130;90601;00000000;1;BIH;7;7;10;3;0;6;4;23;25;3;2005
AT1;AT13;AT130;90601;00000000;1;HRV;-4;0;3;3;-4;1;2;5;8;0;2005
AT1;AT13;AT130;90601;00000000;1;MKD;-4;8;11;3;-12;2;1;9;22;0;2005
AT1;AT13;AT130;90601;00000000;1;RUS;-13;0;8;8;-13;12;3;9;31;2;2005
AT1;AT13;AT130;90601;00000000;1;CHN;8;6;7;1;2;3;3;18;16;0;2005
AT1;AT13;AT130;90601;00000000;1;OTHER;54;27;130;103;27;33;23;259;242;31;2005
AT1;AT13;AT130;90701;00000000;2;AUT;64;-8;30;38;72;341;211;566;624;144;2005
AT1;AT13;AT130;90701;00000000;2;DEU;43;36;66;30;7;18;6;39;44;4;2005
AT1;AT13;AT130;90701;00000000;2;POL;13;23;37;14;-10;7;0;21;38;1;2005
AT1;AT13;AT130;90701;00000000;2;ROU;28;21;26;5;7;9;3;20;19;2;2005
AT1;AT13;AT130;90701;00000000;2;SVK;2;3;10;7;-1;1;2;13;13;2;2005
AT1;AT13;AT130;90701;00000000;2;HUN;3;-3;17;20;6;6;4;16;12;1;2005
AT1;AT13;AT130;90701;00000000;2;BGR;1;-1;6;7;2;2;2;19;17;7;2005
AT1;AT13;AT130;90701;00000000;2;CZE;-12;-3;1;4;-9;0;3;5;11;0;2005
AT1;AT13;AT130;90701;00000000;2;REST-EU;29;23;46;23;6;6;3;35;32;10;2005
AT1;AT13;AT130;90701;00000000;2;SCG;-7;37;48;11;-44;6;5;57;102;6;2005
AT1;AT13;AT130;90701;00000000;2;TUR;-1;13;21;8;-14;1;3;18;30;9;2005
AT1;AT13;AT130;90701;00000000;2;BIH;-4;7;14;7;-11;0;3;19;27;0;2005
AT1;AT13;AT130;90701;00000000;2;HRV;0;2;4;2;-2;0;0;5;7;2;2005
AT1;AT13;AT130;90701;00000000;2;MKD;-4;6;8;2;-10;1;0;2;13;1;2005
AT1;AT13;AT130;90701;00000000;2;RUS;17;10;15;5;7;3;2;20;14;0;2005
AT1;AT13;AT130;90701;00000000;2;CHN;71;63;69;6;8;5;1;17;13;0;2005
AT1;AT13;AT130;90701;00000000;2;OTHER;83;78;127;49;5;27;14;112;120;16;2005
AT1;AT13;AT130;90701;00000000;1;AUT;72;-1;68;69;73;304;199;593;625;147;2005
AT1;AT13;AT130;90701;00000000;1;DEU;47;36;68;32;11;12;6;45;40;8;2005
AT1;AT13;AT130;90701;00000000;1;POL;31;41;59;18;-10;2;5;23;30;4;2005
AT1;AT13;AT130;90701;00000000;1;ROU;23;26;38;12;-3;2;1;8;12;2;2005
AT1;AT13;AT130;90701;00000000;1;SVK;22;16;17;1;6;0;0;10;4;1;2005
AT1;AT13;AT130;90701;00000000;1;HUN;-15;-4;7;11;-11;1;0;3;15;1;2005
AT1;AT13;AT130;90701;00000000;1;BGR;5;-2;6;8;7;0;2;19;10;2;2005
AT1;AT13;AT130;90701;00000000;1;CZE;0;1;3;2;-1;2;2;4;5;2;2005
AT1;AT13;AT130;90701;00000000;1;REST-EU;34;17;58;41;17;5;1;38;25;6;2005
AT1;AT13;AT130;90701;00000000;1;SCG;37;57;72;15;-20;7;6;82;103;6;2005
AT1;AT13;AT130;90701;00000000;1;TUR;-5;10;14;4;-15;4;3;45;61;7;2005
AT1;AT13;AT130;90701;00000000;1;BIH;2;12;16;4;-10;3;2;13;24;2;2005
AT1;AT13;AT130;90701;00000000;1;HRV;-8;1;3;2;-9;0;1;3;11;2;2005
AT1;AT13;AT130;90701;00000000;1;MKD;6;16;18;2;-10;2;2;6;16;1;2005
AT1;AT13;AT130;90701;00000000;1;RUS;28;12;16;4;16;4;1;36;23;0;2005
AT1;AT13;AT130;90701;00000000;1;CHN;113;99;105;6;14;9;4;17;8;0;2005
AT1;AT13;AT130;90701;00000000;1;OTHER;464;198;299;101;266;156;20;368;238;30;2005
AT1;AT13;AT130;90801;00000000;2;AUT;8;5;47;42;3;251;160;407;495;88;2005
AT1;AT13;AT130;90801;00000000;2;DEU;14;33;63;30;-19;5;9;27;42;6;2005
AT1;AT13;AT130;90801;00000000;2;POL;7;19;38;19;-12;1;6;17;24;2;2005
AT1;AT13;AT130;90801;00000000;2;ROU;-7;10;18;8;-17;1;3;13;28;0;2005
AT1;AT13;AT130;90801;00000000;2;SVK;-1;17;28;11;-18;2;11;7;16;4;2005
AT1;AT13;AT130;90801;00000000;2;HUN;-3;2;16;14;-5;2;5;6;8;1;2005
AT1;AT13;AT130;90801;00000000;2;BGR;-2;2;10;8;-4;1;2;13;16;2;2005
AT1;AT13;AT130;90801;00000000;2;CZE;1;-1;9;10;2;0;3;10;5;0;2005
AT1;AT13;AT130;90801;00000000;2;REST-EU;-22;-9;64;73;-13;7;4;25;41;6;2005
AT1;AT13;AT130;90801;00000000;2;SCG;-2;13;21;8;-15;4;6;42;55;3;2005
AT1;AT13;AT130;90801;00000000;2;TUR;3;10;14;4;-7;2;0;14;23;10;2005
AT1;AT13;AT130;90801;00000000;2;BIH;-9;3;16;13;-12;3;0;18;33;7;2005
AT1;AT13;AT130;90801;00000000;2;HRV;-4;2;5;3;-6;1;1;4;10;0;2005
AT1;AT13;AT130;90801;00000000;2;MKD;-2;0;0;0;-2;0;1;3;4;1;2005
AT1;AT13;AT130;90801;00000000;2;RUS;17;12;15;3;5;3;3;30;25;2;2005
AT1;AT13;AT130;90801;00000000;2;CHN;-10;-2;8;10;-8;0;3;24;29;3;2005
AT1;AT13;AT130;90801;00000000;2;OTHER;-6;40;105;65;-46;10;13;88;131;8;2005
AT1;AT13;AT130;90801;00000000;1;AUT;-11;149;221;72;-160;272;267;484;649;87;2005
