NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;OEVP   ;SPOE   ;FPOE   ;GRUE   ;BZOE   ;KPOE   ;SLP    ;MATIN  ;NFOE   ;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;83;0;25;0;6;12;3;3;1;0;0;0;0;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;84;0;50;3;8;28;5;3;1;0;0;0;2;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;1;738;418;4;68;168;61;88;5;12;4;7;1;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;2;868;529;8;118;171;63;137;11;8;0;12;1;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;3;538;352;2;73;121;47;84;7;7;0;9;2;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;4;723;442;2;73;148;67;128;6;9;1;8;0;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;5;543;313;3;75;105;45;66;6;3;1;5;4;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;6;707;440;6;104;141;41;120;7;14;0;5;2;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;7;755;434;5;75;147;49;144;4;2;0;5;3;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;8;653;395;5;89;138;65;69;12;2;0;14;1;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;9;714;468;9;98;158;64;117;7;6;0;8;1;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;10;557;440;6;96;191;57;75;6;2;0;7;0;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;11;691;416;5;117;117;63;93;6;2;1;12;0;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;12;688;477;7;77;208;67;91;5;8;1;8;5;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;13;729;439;4;43;230;62;80;4;4;1;9;2;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;14;1003;426;7;73;198;57;73;6;3;0;9;0;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;15;849;560;7;98;193;74;138;12;9;2;26;1;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;16;796;567;7;119;216;63;138;6;9;1;7;1;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;17;445;251;5;72;62;39;56;3;6;0;8;0;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;18;845;552;9;105;212;76;113;6;8;4;18;1;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;19;667;393;4;76;144;60;79;7;8;3;9;3;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;20;662;365;7;52;174;64;50;6;5;0;5;2;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;21;833;524;7;86;180;56;169;6;15;0;4;1;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;22;749;488;8;99;168;58;123;9;4;2;17;0;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;23;766;433;5;87;167;49;92;13;11;2;7;0;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;24;811;500;6;94;191;72;101;10;6;0;19;1;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;25;480;329;6;49;171;43;39;9;6;0;6;0;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;26;643;394;3;44;196;70;62;6;5;1;6;1;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;27;440;298;4;46;115;54;57;7;7;3;4;1;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;28;499;317;2;63;122;47;58;6;5;1;12;1;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;29;507;305;6;70;115;48;45;3;2;1;11;4;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;30;444;173;0;19;80;24;32;4;5;2;7;0;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;31;760;495;5;121;193;67;88;7;6;1;4;3;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;32;869;547;7;139;199;76;102;8;5;3;8;0;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;33;497;371;9;32;197;69;46;6;4;2;4;2;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;34;885;499;13;83;222;74;77;13;8;4;4;1;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;35;963;618;4;156;183;106;131;8;10;0;15;5;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;36;1002;630;3;105;292;86;108;8;11;2;13;2;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;37;836;625;8;224;211;58;88;7;4;4;18;3;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;38;476;344;3;106;104;42;74;5;3;2;4;1;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;39;906;609;12;171;210;86;97;11;4;0;16;2;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;40;427;301;3;112;68;26;79;4;4;0;4;1;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;41;714;455;7;136;113;74;97;13;7;1;5;2;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;42;633;477;7;180;112;43;122;5;3;1;4;0;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;43;750;586;8;168;189;66;117;19;6;0;9;4;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;44;783;560;10;245;116;59;104;5;2;1;17;1;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;45;885;596;1;217;174;62;107;9;10;0;15;1;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;46;815;583;6;218;164;61;103;11;4;1;13;2;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;47;785;565;3;229;116;46;141;13;3;1;10;3;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;48;0;37;0;15;14;6;1;0;0;0;1;0;                                                                                                         
AT1;AT13;AT130;91701;4;9;6;17;49;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;1;570;341;8;62;117;51;87;6;0;0;9;1;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;2;601;405;1;89;134;44;119;5;7;0;6;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;3;761;486;9;90;162;64;124;8;12;0;16;1;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;4;713;440;4;120;111;50;125;8;6;1;14;1;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;5;570;361;2;79;120;37;104;4;6;1;6;2;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;6;695;438;4;81;156;46;126;10;5;0;10;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;7;597;410;4;89;132;42;124;8;3;2;6;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;8;463;267;2;65;86;25;73;6;7;0;3;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;9;682;420;6;58;170;53;111;9;4;1;7;1;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;10;511;289;4;64;104;27;78;2;3;0;6;1;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;11;529;336;1;87;99;46;91;4;3;1;4;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;12;504;325;1;92;84;26;107;3;7;0;5;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;13;526;337;3;94;93;40;87;9;2;1;8;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;14;729;581;10;196;160;68;111;11;5;2;15;3;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;15;619;340;3;70;116;38;97;5;3;0;7;1;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;16;794;527;3;140;133;39;187;10;3;2;10;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;17;679;475;4;146;123;40;141;6;6;2;5;2;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;18;702;439;11;40;230;69;66;7;3;2;8;3;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;19;573;435;6;99;111;41;159;6;5;3;4;1;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;20;507;312;1;85;81;34;87;6;10;1;7;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;21;455;333;1;162;53;19;85;3;4;0;6;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;22;584;370;3;118;108;32;92;7;5;0;4;1;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;23;810;497;5;111;154;54;141;13;5;2;12;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;24;1152;437;1;149;96;25;147;5;7;1;4;2;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;25;625;455;1;218;65;31;128;3;2;0;5;2;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;26;661;418;7;127;101;34;122;8;7;2;10;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;27;824;424;3;150;73;30;148;6;6;1;5;2;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;28;726;499;2;248;76;28;130;7;2;0;6;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;29;661;475;3;217;84;30;128;5;2;0;6;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;30;739;500;7;105;172;55;134;11;3;1;11;1;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;31;753;511;7;198;81;30;177;3;6;0;7;2;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;32;679;446;1;81;203;67;66;16;4;1;5;2;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;33;527;362;7;140;68;26;103;5;5;1;5;2;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;34;478;350;4;156;62;22;91;5;4;0;4;2;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;35;771;509;6;126;171;93;83;6;8;2;13;1;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;36;671;451;6;174;82;32;133;9;6;0;9;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;37;631;451;1;187;91;32;122;6;4;0;8;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;38;647;405;3;86;148;61;86;5;6;0;10;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;39;508;384;6;145;86;32;96;9;4;1;5;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;40;526;368;3;110;111;32;94;6;8;0;3;1;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;41;339;278;10;105;108;21;9;10;1;4;4;6;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;42;700;518;5;185;165;45;105;3;3;1;4;2;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;43;711;500;2;216;77;32;149;8;5;1;7;3;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;44;504;322;4;102;95;49;56;8;1;0;7;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;45;719;483;5;202;100;28;125;6;7;1;6;3;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;46;569;413;3;175;70;34;108;10;2;1;9;1;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;47;383;294;3;153;36;34;57;3;2;0;4;2;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;48;761;537;4;243;101;29;147;3;0;2;7;1;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;49;581;422;4;213;65;22;102;6;2;0;8;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;50;584;424;2;206;78;24;99;5;6;1;3;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;51;483;334;3;186;52;16;66;7;1;0;2;1;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;52;540;369;7;194;52;28;69;7;3;0;7;2;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;53;0;165;0;143;12;4;2;2;0;0;2;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;54;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                         
AT1;AT13;AT130;91801;4;9;6;18;55;0;22;0;12;5;2;1;1;0;0;1;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;1;651;385;6;53;188;50;57;12;9;2;6;2;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;2;484;286;2;68;88;37;63;7;6;1;12;2;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;3;541;333;3;71;126;58;58;3;8;0;5;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;4;442;304;1;76;125;35;50;7;5;2;2;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;5;684;434;8;116;160;39;93;5;0;3;10;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;6;624;361;7;64;154;48;67;9;3;2;7;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;7;552;352;4;59;151;52;52;11;7;2;12;2;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;8;594;385;3;93;129;46;92;8;7;1;5;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;9;707;475;2;258;74;25;104;8;2;0;2;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;10;564;413;5;159;98;27;109;4;4;1;6;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;11;521;355;1;142;98;31;64;6;2;2;8;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;12;626;428;3;196;72;20;120;8;4;0;5;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;13;272;236;2;160;37;12;13;6;1;0;5;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;14;1336;435;4;148;124;31;109;5;4;1;9;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;15;571;395;2;141;115;43;70;8;3;2;8;3;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;16;322;450;5;191;141;33;50;12;8;0;9;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;17;571;407;3;185;72;21;111;2;3;0;8;2;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;18;629;396;1;129;138;40;74;10;1;0;1;2;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;19;645;443;3;226;72;30;93;5;4;0;8;2;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;20;563;408;3;187;81;27;88;4;10;0;8;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;21;512;422;13;167;146;23;47;10;5;6;5;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;22;693;466;3;182;113;34;113;7;7;0;6;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;23;436;321;4;165;52;18;66;12;3;0;1;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;24;528;360;2;127;92;33;89;10;0;1;6;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;25;559;406;4;123;160;42;48;7;6;1;13;2;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;26;589;382;5;124;112;38;85;3;3;2;9;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;27;345;190;0;30;88;35;25;2;2;1;7;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;28;718;471;5;142;147;62;86;6;2;0;16;5;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;29;432;269;2;20;156;64;16;1;1;3;4;2;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;30;391;210;0;14;125;44;15;3;3;2;3;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;31;478;326;5;42;178;57;27;6;3;1;6;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;32;508;332;3;42;177;65;25;9;2;1;7;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;33;721;457;6;61;258;59;32;15;4;2;18;2;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;34;581;425;5;93;205;44;51;7;4;1;14;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;35;466;288;3;34;148;42;28;10;3;1;17;2;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;36;435;324;5;65;140;41;46;4;8;1;14;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;37;517;302;5;72;117;52;41;5;2;1;6;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;38;592;389;5;69;190;47;50;7;4;2;12;3;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;39;497;306;4;63;123;40;50;5;3;0;13;5;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;40;709;466;3;157;130;66;88;10;7;1;3;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;41;307;231;3;61;95;24;32;5;3;0;7;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;42;657;461;3;186;123;52;78;7;2;1;9;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;43;684;492;3;274;71;24;103;9;3;0;4;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;44;450;331;3;144;80;23;66;5;1;1;8;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;45;679;429;6;141;111;49;105;3;6;0;8;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;46;563;384;1;213;56;28;74;9;2;0;1;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;47;680;493;4;194;127;41;98;8;9;0;11;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;48;623;374;3;68;156;66;58;12;2;0;6;3;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;49;575;364;1;119;140;42;43;8;2;1;5;3;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;50;753;530;8;277;128;29;71;9;3;0;4;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;51;566;432;7;210;78;37;87;9;2;0;2;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;52;566;412;5;219;49;31;83;10;2;0;8;5;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;53;769;531;4;247;127;35;86;12;8;1;10;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;54;739;512;3;267;78;37;108;5;3;1;8;2;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;55;678;461;7;105;212;71;49;4;4;0;8;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;56;632;445;5;174;103;31;117;5;2;2;5;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;57;660;436;4;154;114;50;93;7;6;0;7;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;58;658;462;7;176;119;42;101;5;4;1;6;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;59;628;411;2;86;175;50;69;9;4;3;11;2;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;60;587;367;7;131;92;33;86;5;3;1;8;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;61;603;402;1;100;146;53;79;8;3;2;9;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;62;680;426;5;101;170;52;64;12;5;2;12;3;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;63;591;369;6;99;124;47;76;9;1;1;4;2;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;64;517;340;4;134;92;31;61;3;6;0;8;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;65;662;431;6;120;173;36;76;8;4;0;7;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;66;589;411;6;136;132;36;79;10;5;1;5;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;67;439;370;4;147;141;28;18;14;4;0;14;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;68;858;546;9;114;247;60;77;15;6;4;11;3;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;69;751;531;5;150;210;54;73;11;2;3;19;4;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;70;569;394;9;69;192;51;47;9;4;2;8;3;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;71;497;355;5;88;166;48;32;7;0;0;5;4;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;72;612;429;1;131;154;54;75;1;2;4;6;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;73;445;371;5;118;106;31;99;4;3;0;5;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;74;908;650;7;86;306;128;100;3;3;3;12;2;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;75;893;643;5;309;154;49;100;13;4;0;9;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;76;616;453;5;230;61;24;109;12;4;0;5;3;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;77;590;431;8;223;66;41;82;6;2;1;2;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;78;663;488;1;142;165;67;91;7;5;0;7;3;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;79;556;371;4;161;70;35;83;7;2;0;9;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;80;649;500;2;190;147;39;105;7;4;0;4;2;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;81;721;491;1;215;126;33;101;6;2;1;6;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;82;726;508;2;231;99;62;83;9;3;2;14;3;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;83;518;374;6;177;78;22;77;7;3;0;3;1;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;84;182;125;1;31;28;21;35;4;2;0;3;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;85;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                         
AT1;AT13;AT130;91901;4;9;6;19;86;0;20;0;12;6;1;1;0;0;0;0;0;                                                                                                         
AT1;AT13;AT130;;4;9;6;96;1;0;1138;9;348;423;148;152;21;2;3;30;2;                                                                                                         
AT1;AT13;AT130;;4;9;6;96;2;0;452;4;194;92;25;106;18;5;2;6;0;                                                                                                         
AT1;AT13;AT130;;4;9;6;96;3;0;4399;36;1564;1333;457;765;88;33;4;110;9;                                                                                                         
AT1;AT13;AT130;;4;9;6;96;4;0;843;4;299;173;46;290;10;4;1;13;3;                                                                                                         
AT1;AT13;AT130;;4;9;6;96;5;0;437;2;186;84;25;126;7;2;0;3;2;                                                                                                         
AT1;AT13;AT130;;4;9;6;96;6;0;1118;8;386;293;99;269;16;15;2;27;3;                                                                                                         
AT1;AT13;AT130;;4;9;6;96;7;0;290;0;146;57;14;62;1;3;1;6;0;                                                                                                         
AT1;AT13;AT130;;4;9;6;96;8;0;80;0;28;15;3;33;0;0;0;1;0;                                                                                                         
AT1;AT13;AT130;;4;9;6;96;9;0;1722;22;388;756;186;278;24;24;2;36;6;                                                                                                         
AT1;AT13;AT130;;4;9;6;96;10;0;3313;11;1381;672;139;1008;31;34;2;32;3;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;1;1096;371;3;100;131;54;55;15;4;1;8;0;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;2;433;250;2;42;122;40;30;3;2;0;9;0;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;3;502;334;9;149;65;54;35;10;3;0;8;1;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;4;534;311;0;31;163;71;24;8;5;3;5;1;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;5;553;326;3;90;142;37;36;8;3;1;5;1;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;6;450;315;3;40;141;49;66;4;7;0;3;2;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;7;557;371;3;67;164;64;49;11;2;1;10;0;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;8;429;290;7;42;179;28;19;4;2;1;8;0;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;9;645;401;6;60;225;60;30;6;2;0;10;2;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;10;601;385;8;77;155;68;53;14;4;0;4;2;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;11;444;340;3;92;139;54;31;5;3;0;10;3;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;12;567;446;3;89;193;62;65;10;4;2;15;3;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;13;492;376;5;92;164;57;28;13;4;0;12;1;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;14;506;289;0;17;170;48;27;5;8;2;11;1;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;15;575;413;4;73;187;76;44;9;2;5;10;3;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;16;423;249;4;14;147;50;17;7;1;0;9;0;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;17;541;389;9;46;201;63;46;4;7;1;8;4;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;18;423;246;2;42;112;31;38;4;5;0;11;1;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;19;537;329;4;58;142;44;45;10;11;0;13;2;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;20;472;270;1;58;111;61;21;4;3;0;10;1;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;21;718;438;6;51;241;79;43;4;3;0;9;2;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;22;661;443;5;99;187;66;66;1;7;0;12;0;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;23;719;547;6;109;218;88;91;11;4;0;16;4;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;24;790;564;5;104;267;77;70;9;8;4;17;3;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;25;811;547;5;62;176;91;184;4;12;2;11;0;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;26;629;396;5;60;197;65;41;9;2;0;15;2;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;27;522;404;2;74;178;87;45;4;7;1;6;0;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;28;695;473;8;116;185;86;35;15;8;3;16;1;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;29;636;421;7;53;224;76;39;4;5;0;13;0;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;30;601;374;10;31;219;73;24;7;4;0;6;0;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;31;560;347;8;40;176;62;35;11;3;1;11;0;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;32;458;270;3;52;128;46;17;8;3;1;11;1;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;33;741;464;7;58;226;77;69;5;2;0;18;2;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;34;786;517;6;93;220;92;71;10;7;1;14;3;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;35;540;348;5;84;132;56;42;10;7;1;9;2;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;36;466;315;2;69;103;70;43;10;3;2;12;1;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;37;574;368;6;63;167;62;52;6;7;0;4;1;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;38;465;274;4;59;118;49;31;8;0;2;2;1;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;39;567;289;6;26;159;49;21;9;6;3;10;0;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;40;699;322;3;28;191;54;24;6;5;0;10;1;                                                                                                         
AT1;AT13;AT130;92101;4;9;7;21;41;347;252;4;32;134;38;27;5;6;0;5;1;                                                                                                         
