Lebendgeburten in Wien gemeldeter Personen  nach Geschlecht und Wiener Zählbezirk;;;;;;
Life birth of residents in Vienna  by sex and Vienna subdistrict ;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;LIVEBIRTH;REF_YEAR
AT1;AT13;AT130;90201;0204;2;81;2011
AT1;AT13;AT130;90201;0205;2;29;2011
AT1;AT13;AT130;90201;0206;2;46;2011
AT1;AT13;AT130;90201;0207;2;60;2011
AT1;AT13;AT130;90201;0208;2;10;2011
AT1;AT13;AT130;90201;0209;2;81;2011
AT1;AT13;AT130;90201;0299;2;44;2011
AT1;AT13;AT130;90201;1203;2;1;2011
AT1;AT13;AT130;90201;2110;2;1;2011
AT1;AT13;AT130;90201;2115;2;2;2011
AT1;AT13;AT130;90201;2118;2;1;2011
AT1;AT13;AT130;90201;2123;2;2;2011
AT1;AT13;AT130;90301;0301;2;49;2011
AT1;AT13;AT130;90301;0302;2;35;2011
AT1;AT13;AT130;90301;0303;2;21;2011
AT1;AT13;AT130;90301;0304;2;44;2011
AT1;AT13;AT130;90301;0305;2;30;2011
AT1;AT13;AT130;90301;0306;2;54;2011
AT1;AT13;AT130;90301;0307;2;22;2011
AT1;AT13;AT130;90301;0308;2;5;2011
AT1;AT13;AT130;90301;0309;2;48;2011
AT1;AT13;AT130;90301;0310;2;37;2011
AT1;AT13;AT130;90301;0311;2;12;2011
AT1;AT13;AT130;90301;0399;2;39;2011
AT1;AT13;AT130;90401;0401;2;9;2011
AT1;AT13;AT130;90401;0402;2;46;2011
AT1;AT13;AT130;90401;0403;2;54;2011
AT1;AT13;AT130;90401;0404;2;30;2011
AT1;AT13;AT130;90401;0499;2;18;2011
AT1;AT13;AT130;90401;0501;2;2;2011
AT1;AT13;AT130;90501;0501;2;49;2011
AT1;AT13;AT130;90501;0502;2;105;2011
AT1;AT13;AT130;90501;0503;2;96;2011
AT1;AT13;AT130;90501;0504;2;32;2011
AT1;AT13;AT130;90501;0599;2;22;2011
AT1;AT13;AT130;90501;0601;2;2;2011
AT1;AT13;AT130;90501;0602;2;1;2011
AT1;AT13;AT130;90501;0603;2;4;2011
AT1;AT13;AT130;90601;0601;2;37;2011
AT1;AT13;AT130;90601;0602;2;33;2011
AT1;AT13;AT130;90601;0603;2;51;2011
AT1;AT13;AT130;90601;0699;2;11;2011
AT1;AT13;AT130;90601;0702;2;1;2011
AT1;AT13;AT130;90701;0201;2;1;2011
AT1;AT13;AT130;90701;0701;2;31;2011
AT1;AT13;AT130;90701;0702;2;13;2011
AT1;AT13;AT130;90701;0703;2;16;2011
AT1;AT13;AT130;90701;0704;2;36;2011
AT1;AT13;AT130;90701;0705;2;40;2011
AT1;AT13;AT130;90701;0799;2;12;2011
AT1;AT13;AT130;90801;0801;2;14;2011
AT1;AT13;AT130;90801;0802;2;39;2011
AT1;AT13;AT130;90801;0803;2;35;2011
AT1;AT13;AT130;90801;0899;2;12;2011
AT1;AT13;AT130;90801;0902;2;1;2011
AT1;AT13;AT130;90801;0904;2;1;2011
AT1;AT13;AT130;90901;0901;2;45;2011
AT1;AT13;AT130;90901;0902;2;58;2011
AT1;AT13;AT130;90901;0903;2;21;2011
AT1;AT13;AT130;90901;0904;2;38;2011
AT1;AT13;AT130;90901;0905;2;22;2011
AT1;AT13;AT130;90901;0906;2;6;2011
AT1;AT13;AT130;90901;0999;2;19;2011
AT1;AT13;AT130;91001;1001;2;7;2011
AT1;AT13;AT130;91001;1002;2;124;2011
AT1;AT13;AT130;91001;1003;2;31;2011
AT1;AT13;AT130;91001;1004;2;42;2011
AT1;AT13;AT130;91001;1005;2;100;2011
AT1;AT13;AT130;91001;1006;2;81;2011
AT1;AT13;AT130;91001;1007;2;61;2011
AT1;AT13;AT130;91001;1008;2;56;2011
AT1;AT13;AT130;91001;1009;2;20;2011
AT1;AT13;AT130;91001;1010;2;85;2011
AT1;AT13;AT130;91001;1011;2;32;2011
AT1;AT13;AT130;91001;1012;2;15;2011
AT1;AT13;AT130;91001;1013;2;13;2011
AT1;AT13;AT130;91001;1014;2;9;2011
AT1;AT13;AT130;91001;1015;2;27;2011
AT1;AT13;AT130;91001;1016;2;15;2011
AT1;AT13;AT130;91001;1017;2;2;2011
AT1;AT13;AT130;91001;1018;2;25;2011
AT1;AT13;AT130;91001;1019;2;8;2011
AT1;AT13;AT130;91001;1020;2;31;2011
AT1;AT13;AT130;91001;1021;2;18;2011
AT1;AT13;AT130;91001;1022;2;39;2011
AT1;AT13;AT130;91001;1023;2;55;2011
AT1;AT13;AT130;91001;1099;2;70;2011
AT1;AT13;AT130;91001;1102;2;5;2011
AT1;AT13;AT130;91001;1103;2;6;2011
AT1;AT13;AT130;91001;1105;2;3;2011
AT1;AT13;AT130;91001;1107;2;1;2011
AT1;AT13;AT130;91001;1110;2;4;2011
AT1;AT13;AT130;91001;1111;2;2;2011
AT1;AT13;AT130;91001;1610;2;2;2011
AT1;AT13;AT130;91001;1902;2;1;2011
AT1;AT13;AT130;91001;1908;2;1;2011
AT1;AT13;AT130;91101;1101;2;9;2011
AT1;AT13;AT130;91101;1102;2;71;2011
AT1;AT13;AT130;91101;1103;2;92;2011
AT1;AT13;AT130;91101;1104;2;33;2011
AT1;AT13;AT130;91101;1105;2;45;2011
AT1;AT13;AT130;91101;1107;2;26;2011
AT1;AT13;AT130;91101;1108;2;5;2011
AT1;AT13;AT130;91101;1109;2;10;2011
AT1;AT13;AT130;91101;1110;2;138;2011
AT1;AT13;AT130;91101;1111;2;35;2011
AT1;AT13;AT130;91101;1112;2;2;2011
AT1;AT13;AT130;91101;1113;2;25;2011
AT1;AT13;AT130;91101;1199;2;39;2011
AT1;AT13;AT130;91201;1201;2;28;2011
AT1;AT13;AT130;91201;1202;2;99;2011
AT1;AT13;AT130;91201;1203;2;38;2011
AT1;AT13;AT130;91201;1204;2;41;2011
AT1;AT13;AT130;91201;1205;2;39;2011
AT1;AT13;AT130;91201;1206;2;41;2011
AT1;AT13;AT130;91201;1207;2;30;2011
AT1;AT13;AT130;91201;1208;2;15;2011
AT1;AT13;AT130;91201;1209;2;35;2011
AT1;AT13;AT130;91201;1210;2;54;2011
AT1;AT13;AT130;91201;1211;2;38;2011
AT1;AT13;AT130;91201;1299;2;26;2011
AT1;AT13;AT130;91201;2110;2;1;2011
AT1;AT13;AT130;91301;1302;2;26;2011
AT1;AT13;AT130;91301;1303;2;38;2011
AT1;AT13;AT130;91301;1304;2;26;2011
AT1;AT13;AT130;91301;1305;2;11;2011
AT1;AT13;AT130;91301;1306;2;9;2011
AT1;AT13;AT130;91301;1307;2;14;2011
AT1;AT13;AT130;91301;1308;2;24;2011
AT1;AT13;AT130;91301;1309;2;14;2011
AT1;AT13;AT130;91301;1311;2;15;2011
AT1;AT13;AT130;91301;1399;2;17;2011
AT1;AT13;AT130;91301;1904;2;1;2011
AT1;AT13;AT130;91401;1401;2;28;2011
AT1;AT13;AT130;91401;1402;2;49;2011
AT1;AT13;AT130;91401;1403;2;45;2011
AT1;AT13;AT130;91401;1404;2;81;2011
AT1;AT13;AT130;91401;1405;2;10;2011
AT1;AT13;AT130;91401;1406;2;45;2011
AT1;AT13;AT130;91401;1407;2;19;2011
AT1;AT13;AT130;91401;1408;2;12;2011
AT1;AT13;AT130;91401;1409;2;1;2011
AT1;AT13;AT130;91401;1410;2;21;2011
AT1;AT13;AT130;91401;1411;2;20;2011
AT1;AT13;AT130;91401;1412;2;20;2011
AT1;AT13;AT130;91401;1499;2;24;2011
AT1;AT13;AT130;91401;1605;2;1;2011
AT1;AT13;AT130;91501;1403;2;1;2011
AT1;AT13;AT130;91501;1404;2;1;2011
AT1;AT13;AT130;91501;1501;2;64;2011
AT1;AT13;AT130;91501;1502;2;57;2011
AT1;AT13;AT130;91501;1503;2;69;2011
AT1;AT13;AT130;91501;1504;2;38;2011
AT1;AT13;AT130;91501;1505;2;61;2011
AT1;AT13;AT130;91501;1506;2;79;2011
AT1;AT13;AT130;91501;1507;2;42;2011
AT1;AT13;AT130;91501;1599;2;25;2011
AT1;AT13;AT130;91601;1601;2;80;2011
AT1;AT13;AT130;91601;1602;2;48;2011
AT1;AT13;AT130;91601;1603;2;59;2011
AT1;AT13;AT130;91601;1604;2;46;2011
AT1;AT13;AT130;91601;1605;2;81;2011
AT1;AT13;AT130;91601;1606;2;42;2011
AT1;AT13;AT130;91601;1607;2;45;2011
AT1;AT13;AT130;91601;1608;2;6;2011
AT1;AT13;AT130;91601;1609;2;12;2011
AT1;AT13;AT130;91601;1610;2;59;2011
AT1;AT13;AT130;91601;1699;2;43;2011
AT1;AT13;AT130;91701;0205;2;1;2011
AT1;AT13;AT130;91701;1701;2;61;2011
AT1;AT13;AT130;91701;1702;2;67;2011
AT1;AT13;AT130;91701;1703;2;106;2011
AT1;AT13;AT130;91701;1704;2;16;2011
AT1;AT13;AT130;91701;1705;2;15;2011
AT1;AT13;AT130;91701;1706;2;10;2011
AT1;AT13;AT130;91701;1799;2;18;2011
AT1;AT13;AT130;91701;1802;2;1;2011
AT1;AT13;AT130;91701;1803;2;3;2011
AT1;AT13;AT130;91701;1804;2;1;2011
AT1;AT13;AT130;91701;1902;2;1;2011
AT1;AT13;AT130;91701;1909;2;1;2011
AT1;AT13;AT130;91801;1801;2;12;2011
AT1;AT13;AT130;91801;1802;2;69;2011
AT1;AT13;AT130;91801;1803;2;90;2011
AT1;AT13;AT130;91801;1804;2;47;2011
AT1;AT13;AT130;91801;1805;2;28;2011
AT1;AT13;AT130;91801;1899;2;15;2011
AT1;AT13;AT130;91901;0106;2;1;2011
AT1;AT13;AT130;91901;1901;2;19;2011
AT1;AT13;AT130;91901;1902;2;39;2011
AT1;AT13;AT130;91901;1903;2;3;2011
AT1;AT13;AT130;91901;1904;2;51;2011
AT1;AT13;AT130;91901;1905;2;32;2011
AT1;AT13;AT130;91901;1906;2;16;2011
AT1;AT13;AT130;91901;1907;2;10;2011
AT1;AT13;AT130;91901;1908;2;49;2011
AT1;AT13;AT130;91901;1909;2;18;2011
AT1;AT13;AT130;91901;1910;2;26;2011
AT1;AT13;AT130;91901;1999;2;41;2011
AT1;AT13;AT130;92001;2001;2;57;2011
AT1;AT13;AT130;92001;2002;2;96;2011
AT1;AT13;AT130;92001;2003;2;72;2011
AT1;AT13;AT130;92001;2004;2;39;2011
AT1;AT13;AT130;92001;2005;2;45;2011
AT1;AT13;AT130;92001;2006;2;33;2011
AT1;AT13;AT130;92001;2007;2;62;2011
AT1;AT13;AT130;92001;2008;2;36;2011
AT1;AT13;AT130;92001;2099;2;45;2011
AT1;AT13;AT130;92001;2206;2;1;2011
AT1;AT13;AT130;92001;2208;2;6;2011
AT1;AT13;AT130;92001;2211;2;1;2011
AT1;AT13;AT130;92001;2219;2;1;2011
AT1;AT13;AT130;92001;2224;2;1;2011
AT1;AT13;AT130;92001;2226;2;1;2011
AT1;AT13;AT130;92101;2101;2;3;2011
AT1;AT13;AT130;92101;2102;2;21;2011
AT1;AT13;AT130;92101;2103;2;16;2011
AT1;AT13;AT130;92101;2104;2;7;2011
AT1;AT13;AT130;92101;2105;2;51;2011
AT1;AT13;AT130;92101;2106;2;1;2011
AT1;AT13;AT130;92101;2107;2;12;2011
AT1;AT13;AT130;92101;2108;2;9;2011
AT1;AT13;AT130;92101;2109;2;26;2011
AT1;AT13;AT130;92101;2110;2;17;2011
AT1;AT13;AT130;92101;2111;2;20;2011
AT1;AT13;AT130;92101;2112;2;35;2011
AT1;AT13;AT130;92101;2113;2;21;2011
AT1;AT13;AT130;92101;2114;2;22;2011
AT1;AT13;AT130;92101;2115;2;13;2011
AT1;AT13;AT130;92101;2116;2;7;2011
AT1;AT13;AT130;92101;2117;2;29;2011
AT1;AT13;AT130;92101;2118;2;34;2011
AT1;AT13;AT130;92101;2119;2;9;2011
AT1;AT13;AT130;92101;2120;2;6;2011
AT1;AT13;AT130;92101;2121;2;32;2011
AT1;AT13;AT130;92101;2122;2;34;2011
AT1;AT13;AT130;92101;2123;2;49;2011
AT1;AT13;AT130;92101;2124;2;12;2011
AT1;AT13;AT130;92101;2125;2;25;2011
AT1;AT13;AT130;92101;2126;2;31;2011
AT1;AT13;AT130;92101;2127;2;6;2011
AT1;AT13;AT130;92101;2130;2;1;2011
AT1;AT13;AT130;92101;2199;2;126;2011
AT1;AT13;AT130;92201;2005;2;1;2011
AT1;AT13;AT130;92201;2201;2;7;2011
AT1;AT13;AT130;92201;2202;2;30;2011
AT1;AT13;AT130;92201;2203;2;4;2011
AT1;AT13;AT130;92201;2204;2;5;2011
AT1;AT13;AT130;92201;2205;2;13;2011
AT1;AT13;AT130;92201;2206;2;48;2011
AT1;AT13;AT130;92201;2207;2;14;2011
AT1;AT13;AT130;92201;2208;2;81;2011
AT1;AT13;AT130;92201;2209;2;56;2011
AT1;AT13;AT130;92201;2210;2;32;2011
AT1;AT13;AT130;92201;2211;2;36;2011
AT1;AT13;AT130;92201;2212;2;11;2011
AT1;AT13;AT130;92201;2213;2;30;2011
AT1;AT13;AT130;92201;2214;2;18;2011
AT1;AT13;AT130;92201;2215;2;35;2011
AT1;AT13;AT130;92201;2216;2;3;2011
AT1;AT13;AT130;92201;2217;2;4;2011
AT1;AT13;AT130;92201;2218;2;27;2011
AT1;AT13;AT130;92201;2219;2;22;2011
AT1;AT13;AT130;92201;2220;2;9;2011
AT1;AT13;AT130;92201;2221;2;10;2011
AT1;AT13;AT130;92201;2222;2;18;2011
AT1;AT13;AT130;92201;2223;2;16;2011
AT1;AT13;AT130;92201;2224;2;26;2011
AT1;AT13;AT130;92201;2225;2;8;2011
AT1;AT13;AT130;92201;2226;2;6;2011
AT1;AT13;AT130;92201;2227;2;23;2011
AT1;AT13;AT130;92201;2228;2;16;2011
AT1;AT13;AT130;92201;2229;2;8;2011
AT1;AT13;AT130;92201;2232;2;20;2011
AT1;AT13;AT130;92201;2299;2;114;2011
AT1;AT13;AT130;92301;2301;2;13;2011
AT1;AT13;AT130;92301;2302;2;19;2011
AT1;AT13;AT130;92301;2303;2;12;2011
AT1;AT13;AT130;92301;2304;2;39;2011
AT1;AT13;AT130;92301;2305;2;36;2011
AT1;AT13;AT130;92301;2306;2;6;2011
AT1;AT13;AT130;92301;2307;2;44;2011
AT1;AT13;AT130;92301;2308;2;14;2011
AT1;AT13;AT130;92301;2309;2;19;2011
AT1;AT13;AT130;92301;2310;2;10;2011
AT1;AT13;AT130;92301;2311;2;25;2011
AT1;AT13;AT130;92301;2312;2;22;2011
AT1;AT13;AT130;92301;2313;2;6;2011
AT1;AT13;AT130;92301;2314;2;17;2011
AT1;AT13;AT130;92301;2315;2;9;2011
AT1;AT13;AT130;92301;2316;2;8;2011
AT1;AT13;AT130;92301;2318;2;14;2011
AT1;AT13;AT130;92301;2319;2;25;2011
AT1;AT13;AT130;92301;2399;2;54;2011
AT1;AT13;AT130;90101;0101;1;11;2011
AT1;AT13;AT130;90101;0102;1;6;2011
AT1;AT13;AT130;90101;0103;1;12;2011
AT1;AT13;AT130;90101;0104;1;5;2011
AT1;AT13;AT130;90101;0105;1;11;2011
AT1;AT13;AT130;90101;0106;1;9;2011
AT1;AT13;AT130;90101;0107;1;7;2011
AT1;AT13;AT130;90101;0199;1;12;2011
AT1;AT13;AT130;90101;0905;1;1;2011
AT1;AT13;AT130;90201;0201;1;59;2011
AT1;AT13;AT130;90201;0202;1;70;2011
AT1;AT13;AT130;90201;0203;1;64;2011
AT1;AT13;AT130;90201;0204;1;88;2011
AT1;AT13;AT130;90201;0205;1;35;2011
AT1;AT13;AT130;90201;0206;1;27;2011
AT1;AT13;AT130;90201;0207;1;77;2011
AT1;AT13;AT130;90201;0208;1;6;2011
AT1;AT13;AT130;90201;0209;1;64;2011
AT1;AT13;AT130;90201;0299;1;73;2011
AT1;AT13;AT130;90201;2105;1;3;2011
AT1;AT13;AT130;90201;2111;1;1;2011
AT1;AT13;AT130;90201;2113;1;1;2011
AT1;AT13;AT130;90201;2115;1;1;2011
AT1;AT13;AT130;90201;2117;1;1;2011
AT1;AT13;AT130;90201;2121;1;1;2011
AT1;AT13;AT130;90201;2123;1;4;2011
AT1;AT13;AT130;90201;2125;1;1;2011
AT1;AT13;AT130;90301;0209;1;1;2011
AT1;AT13;AT130;90301;0301;1;40;2011
AT1;AT13;AT130;90301;0302;1;35;2011
AT1;AT13;AT130;90301;0303;1;25;2011
AT1;AT13;AT130;90301;0304;1;53;2011
AT1;AT13;AT130;90301;0305;1;38;2011
AT1;AT13;AT130;90301;0306;1;73;2011
AT1;AT13;AT130;90301;0307;1;24;2011
AT1;AT13;AT130;90301;0308;1;2;2011
AT1;AT13;AT130;90301;0309;1;41;2011
AT1;AT13;AT130;90301;0310;1;46;2011
AT1;AT13;AT130;90301;0311;1;11;2011
AT1;AT13;AT130;90301;0399;1;64;2011
AT1;AT13;AT130;90401;0401;1;11;2011
AT1;AT13;AT130;90401;0402;1;38;2011
AT1;AT13;AT130;90401;0403;1;59;2011
AT1;AT13;AT130;90401;0404;1;24;2011
AT1;AT13;AT130;90401;0499;1;20;2011
AT1;AT13;AT130;90401;0501;1;1;2011
AT1;AT13;AT130;90501;0501;1;59;2011
AT1;AT13;AT130;90501;0502;1;127;2011
AT1;AT13;AT130;90501;0503;1;99;2011
AT1;AT13;AT130;90501;0504;1;29;2011
AT1;AT13;AT130;90501;0599;1;32;2011
AT1;AT13;AT130;90601;0601;1;25;2011
AT1;AT13;AT130;90601;0602;1;57;2011
AT1;AT13;AT130;90601;0603;1;58;2011
AT1;AT13;AT130;90601;0699;1;14;2011
AT1;AT13;AT130;90601;0701;1;1;2011
AT1;AT13;AT130;90701;0701;1;29;2011
AT1;AT13;AT130;90701;0702;1;21;2011
AT1;AT13;AT130;90701;0703;1;9;2011
AT1;AT13;AT130;90701;0704;1;45;2011
AT1;AT13;AT130;90701;0705;1;43;2011
AT1;AT13;AT130;90701;0799;1;14;2011
AT1;AT13;AT130;90801;0801;1;24;2011
AT1;AT13;AT130;90801;0802;1;45;2011
AT1;AT13;AT130;90801;0803;1;27;2011
AT1;AT13;AT130;90801;0899;1;6;2011
AT1;AT13;AT130;90801;0902;1;2;2011
AT1;AT13;AT130;90901;0901;1;34;2011
AT1;AT13;AT130;90901;0902;1;46;2011
AT1;AT13;AT130;90901;0903;1;20;2011
AT1;AT13;AT130;90901;0904;1;47;2011
AT1;AT13;AT130;90901;0905;1;19;2011
AT1;AT13;AT130;90901;0906;1;7;2011
AT1;AT13;AT130;90901;0999;1;25;2011
AT1;AT13;AT130;91001;1001;1;3;2011
AT1;AT13;AT130;91001;1002;1;99;2011
AT1;AT13;AT130;91001;1003;1;27;2011
AT1;AT13;AT130;91001;1004;1;40;2011
AT1;AT13;AT130;91001;1005;1;131;2011
AT1;AT13;AT130;91001;1006;1;82;2011
AT1;AT13;AT130;91001;1007;1;67;2011
AT1;AT13;AT130;91001;1008;1;73;2011
AT1;AT13;AT130;91001;1009;1;22;2011
AT1;AT13;AT130;91001;1010;1;85;2011
AT1;AT13;AT130;91001;1011;1;41;2011
AT1;AT13;AT130;91001;1012;1;26;2011
AT1;AT13;AT130;91001;1013;1;15;2011
AT1;AT13;AT130;91001;1014;1;9;2011
AT1;AT13;AT130;91001;1015;1;48;2011
AT1;AT13;AT130;91001;1016;1;17;2011
AT1;AT13;AT130;91001;1017;1;3;2011
AT1;AT13;AT130;91001;1018;1;28;2011
AT1;AT13;AT130;91001;1019;1;7;2011
AT1;AT13;AT130;91001;1020;1;22;2011
AT1;AT13;AT130;91001;1021;1;19;2011
AT1;AT13;AT130;91001;1022;1;36;2011
AT1;AT13;AT130;91001;1023;1;53;2011
AT1;AT13;AT130;91001;1099;1;77;2011
AT1;AT13;AT130;91001;1101;1;1;2011
AT1;AT13;AT130;91001;1102;1;5;2011
AT1;AT13;AT130;91001;1103;1;5;2011
AT1;AT13;AT130;91001;1105;1;1;2011
AT1;AT13;AT130;91001;1107;1;2;2011
AT1;AT13;AT130;91001;1108;1;1;2011
AT1;AT13;AT130;91001;1110;1;6;2011
AT1;AT13;AT130;91001;1111;1;1;2011
AT1;AT13;AT130;91001;1113;1;1;2011
AT1;AT13;AT130;91001;1403;1;1;2011
AT1;AT13;AT130;91101;1008;1;1;2011
AT1;AT13;AT130;91101;1101;1;10;2011
AT1;AT13;AT130;91101;1102;1;76;2011
AT1;AT13;AT130;91101;1103;1;77;2011
AT1;AT13;AT130;91101;1104;1;24;2011
AT1;AT13;AT130;91101;1105;1;59;2011
AT1;AT13;AT130;91101;1106;1;2;2011
AT1;AT13;AT130;91101;1107;1;19;2011
AT1;AT13;AT130;91101;1108;1;4;2011
AT1;AT13;AT130;91101;1109;1;17;2011
AT1;AT13;AT130;91101;1110;1;125;2011
AT1;AT13;AT130;91101;1111;1;28;2011
AT1;AT13;AT130;91101;1112;1;1;2011
AT1;AT13;AT130;91101;1113;1;21;2011
AT1;AT13;AT130;91101;1199;1;46;2011
AT1;AT13;AT130;91201;1201;1;29;2011
AT1;AT13;AT130;91201;1202;1;83;2011
AT1;AT13;AT130;91201;1203;1;37;2011
AT1;AT13;AT130;91201;1204;1;49;2011
AT1;AT13;AT130;91201;1205;1;37;2011
AT1;AT13;AT130;91201;1206;1;43;2011
AT1;AT13;AT130;91201;1207;1;34;2011
AT1;AT13;AT130;91201;1208;1;22;2011
AT1;AT13;AT130;91201;1209;1;39;2011
AT1;AT13;AT130;91201;1210;1;44;2011
AT1;AT13;AT130;91201;1211;1;47;2011
AT1;AT13;AT130;91201;1299;1;42;2011
AT1;AT13;AT130;91301;1301;1;1;2011
AT1;AT13;AT130;91301;1302;1;29;2011
AT1;AT13;AT130;91301;1303;1;41;2011
AT1;AT13;AT130;91301;1304;1;46;2011
AT1;AT13;AT130;91301;1305;1;22;2011
AT1;AT13;AT130;91301;1306;1;13;2011
AT1;AT13;AT130;91301;1307;1;15;2011
AT1;AT13;AT130;91301;1308;1;29;2011
AT1;AT13;AT130;91301;1309;1;14;2011
AT1;AT13;AT130;91301;1311;1;11;2011
AT1;AT13;AT130;91301;1399;1;27;2011
AT1;AT13;AT130;91401;0402;1;1;2011
AT1;AT13;AT130;91401;1401;1;39;2011
AT1;AT13;AT130;91401;1402;1;49;2011
AT1;AT13;AT130;91401;1403;1;51;2011
AT1;AT13;AT130;91401;1404;1;100;2011
AT1;AT13;AT130;91401;1405;1;14;2011
AT1;AT13;AT130;91401;1406;1;64;2011
AT1;AT13;AT130;91401;1407;1;14;2011
AT1;AT13;AT130;91401;1408;1;5;2011
AT1;AT13;AT130;91401;1410;1;35;2011
AT1;AT13;AT130;91401;1411;1;22;2011
AT1;AT13;AT130;91401;1412;1;20;2011
AT1;AT13;AT130;91401;1499;1;23;2011
AT1;AT13;AT130;91401;1507;1;1;2011
AT1;AT13;AT130;91501;1501;1;47;2011
AT1;AT13;AT130;91501;1502;1;74;2011
AT1;AT13;AT130;91501;1503;1;69;2011
AT1;AT13;AT130;91501;1504;1;42;2011
AT1;AT13;AT130;91501;1505;1;54;2011
AT1;AT13;AT130;91501;1506;1;103;2011
AT1;AT13;AT130;91501;1507;1;37;2011
AT1;AT13;AT130;91501;1599;1;23;2011
AT1;AT13;AT130;91601;1601;1;81;2011
AT1;AT13;AT130;91601;1602;1;54;2011
AT1;AT13;AT130;91601;1603;1;62;2011
AT1;AT13;AT130;91601;1604;1;52;2011
AT1;AT13;AT130;91601;1605;1;71;2011
AT1;AT13;AT130;91601;1606;1;45;2011
AT1;AT13;AT130;91601;1607;1;64;2011
AT1;AT13;AT130;91601;1608;1;20;2011
AT1;AT13;AT130;91601;1609;1;29;2011
AT1;AT13;AT130;91601;1610;1;81;2011
AT1;AT13;AT130;91601;1699;1;32;2011
AT1;AT13;AT130;91601;1905;1;1;2011
AT1;AT13;AT130;91701;1701;1;68;2011
AT1;AT13;AT130;91701;1702;1;71;2011
AT1;AT13;AT130;91701;1703;1;98;2011
AT1;AT13;AT130;91701;1704;1;14;2011
AT1;AT13;AT130;91701;1705;1;23;2011
AT1;AT13;AT130;91701;1706;1;16;2011
AT1;AT13;AT130;91701;1799;1;21;2011
AT1;AT13;AT130;91701;1802;1;1;2011
AT1;AT13;AT130;91701;1803;1;2;2011
AT1;AT13;AT130;91701;1805;1;1;2011
AT1;AT13;AT130;91701;1904;1;1;2011
AT1;AT13;AT130;91701;1906;1;2;2011
AT1;AT13;AT130;91801;1801;1;4;2011
AT1;AT13;AT130;91801;1802;1;74;2011
AT1;AT13;AT130;91801;1803;1;80;2011
AT1;AT13;AT130;91801;1804;1;48;2011
AT1;AT13;AT130;91801;1805;1;34;2011
AT1;AT13;AT130;91801;1899;1;32;2011
AT1;AT13;AT130;91901;1901;1;21;2011
AT1;AT13;AT130;91901;1902;1;41;2011
AT1;AT13;AT130;91901;1904;1;52;2011
AT1;AT13;AT130;91901;1905;1;31;2011
AT1;AT13;AT130;91901;1906;1;15;2011
AT1;AT13;AT130;91901;1907;1;9;2011
AT1;AT13;AT130;91901;1908;1;55;2011
AT1;AT13;AT130;91901;1909;1;22;2011
AT1;AT13;AT130;91901;1910;1;34;2011
AT1;AT13;AT130;91901;1999;1;41;2011
AT1;AT13;AT130;92001;2001;1;47;2011
AT1;AT13;AT130;92001;2002;1;99;2011
AT1;AT13;AT130;92001;2003;1;70;2011
AT1;AT13;AT130;92001;2004;1;46;2011
AT1;AT13;AT130;92001;2005;1;65;2011
AT1;AT13;AT130;92001;2006;1;41;2011
AT1;AT13;AT130;92001;2007;1;70;2011
AT1;AT13;AT130;92001;2008;1;29;2011
AT1;AT13;AT130;92001;2099;1;64;2011
AT1;AT13;AT130;92001;2206;1;2;2011
AT1;AT13;AT130;92001;2208;1;1;2011
AT1;AT13;AT130;92001;2210;1;1;2011
AT1;AT13;AT130;92001;2211;1;1;2011
AT1;AT13;AT130;92001;2213;1;1;2011
AT1;AT13;AT130;92001;2220;1;1;2011
AT1;AT13;AT130;92001;2221;1;1;2011
AT1;AT13;AT130;92001;2228;1;1;2011
AT1;AT13;AT130;92101;2101;1;1;2011
AT1;AT13;AT130;92101;2102;1;26;2011
AT1;AT13;AT130;92101;2103;1;17;2011
AT1;AT13;AT130;92101;2104;1;11;2011
AT1;AT13;AT130;92101;2105;1;48;2011
AT1;AT13;AT130;92101;2106;1;3;2011
AT1;AT13;AT130;92101;2107;1;11;2011
AT1;AT13;AT130;92101;2108;1;14;2011
AT1;AT13;AT130;92101;2109;1;22;2011
AT1;AT13;AT130;92101;2110;1;23;2011
AT1;AT13;AT130;92101;2111;1;16;2011
AT1;AT13;AT130;92101;2112;1;31;2011
AT1;AT13;AT130;92101;2113;1;19;2011
AT1;AT13;AT130;92101;2114;1;13;2011
AT1;AT13;AT130;92101;2115;1;15;2011
AT1;AT13;AT130;92101;2116;1;2;2011
AT1;AT13;AT130;92101;2117;1;27;2011
AT1;AT13;AT130;92101;2118;1;33;2011
AT1;AT13;AT130;92101;2119;1;8;2011
AT1;AT13;AT130;92101;2120;1;14;2011
AT1;AT13;AT130;92101;2121;1;30;2011
AT1;AT13;AT130;92101;2122;1;39;2011
AT1;AT13;AT130;92101;2123;1;63;2011
AT1;AT13;AT130;92101;2124;1;5;2011
AT1;AT13;AT130;92101;2125;1;24;2011
AT1;AT13;AT130;92101;2126;1;21;2011
AT1;AT13;AT130;92101;2127;1;3;2011
AT1;AT13;AT130;92101;2128;1;1;2011
AT1;AT13;AT130;92101;2199;1;128;2011
AT1;AT13;AT130;92101;2206;1;1;2011
AT1;AT13;AT130;92201;2201;1;10;2011
AT1;AT13;AT130;92201;2202;1;41;2011
AT1;AT13;AT130;92201;2203;1;2;2011
AT1;AT13;AT130;92201;2204;1;19;2011
AT1;AT13;AT130;92201;2205;1;18;2011
