Gebäude in Wien, 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Buildings in Vienna, 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE_2;SUB_DISTRICT_CODE_4;DISTRICT_CODE;SUB_DISTRICT_CODE;OBJ_TYP_1WOHN;OBJ_TYP_2WOHN;OBJ_TYP_3WOHN;OBJ_TYP_GEMEIN;OBJ_TYP_GEWERBL;OBJ_WSA_MITHWS;OBJ_WSA_OHNEHWS;OBJ_ANZWHG_KEINE;OBJ_ANZWHG_1;OBJ_ANZWHG_2;OBJ_ANZWHG_3BIS5;OBJ_ANZWHG_6BIS10;OBJ_ANZWHG_11BIS20;OBJ_ANZWHG_21MEHR;OBJ_EIGENT_PRIVAT;OBJ_EIGENT_OEFFENTL;OBJ_EIGENT_GEMEINN;OBJ_EIGENT_SONSTIGE;OBJ_FLNETTO_BIS199;OBJ_FLNETTO_200BIS299;OBJ_FLNETTO_300BIS499;OBJ_FLNETTO_500BIS999;OBJ_FLNETTO_1000BIS;OBJ_ANZGESCHO_1;OBJ_ANZGESCHO_2;OBJ_ANZGESCHO_3;OBJ_ANZGESCHO_4;OBJ_ANZGESCHO_5;OBJ_ANZGESCHO_6BIS10;OBJ_ANZGESCHO_11BIS;OBJ_BAUP_BIS1918;OBJ_BAUP_1919BIS1944;OBJ_BAUP_1945BIS1960;OBJ_BAUP_1961BIS1970;OBJ_BAUP_1971BIS1980;OBJ_BAUP_1981BIS1990;OBJ_BAUP_1991BIS2000;OBJ_BAUP_2001BIS
AT1;AT13;AT130;12;1209;91201;9120109;402;17;186;0;11;424;192;10;403;17;20;74;60;32;390;207;10;9;419;28;70;61;38;317;118;70;65;14;28;4;0;55;163;171;79;62;39;47
AT1;AT13;AT130;12;1210;91201;9120110;884;50;264;5;180;901;482;128;918;63;47;92;89;46;814;119;378;72;982;50;79;143;129;644;453;93;68;53;70;2;113;432;245;147;62;123;83;178
AT1;AT13;AT130;12;1211;91201;9120111;758;78;453;4;116;1271;138;77;784;82;106;217;123;20;605;97;647;60;830;116;137;230;96;275;698;140;153;98;45;0;272;662;100;88;66;84;68;69
AT1;AT13;AT130;13;1301;91301;9130101;5;4;45;0;46;58;42;36;7;6;31;15;4;1;19;79;1;1;15;11;25;18;31;31;51;10;5;3;0;0;51;20;6;2;1;0;11;9
AT1;AT13;AT130;13;1302;91301;9130102;206;110;448;3;98;786;79;37;241;125;187;196;71;8;742;42;15;66;121;165;207;267;105;82;303;192;159;102;27;0;462;117;64;81;54;30;27;30
AT1;AT13;AT130;13;1303;91301;9130103;92;32;485;3;86;610;88;57;106;36;73;227;171;28;457;63;64;114;99;57;124;297;121;80;108;107;164;141;96;2;209;69;135;97;57;64;36;31
AT1;AT13;AT130;13;1304;91301;9130104;811;131;593;8;121;1319;345;75;844;136;194;279;121;15;1415;93;79;77;738;277;254;301;94;423;592;302;173;128;46;0;371;219;247;176;240;150;126;135
AT1;AT13;AT130;13;1305;91301;9130105;1002;77;218;4;50;911;440;39;1015;77;77;101;40;2;1167;114;43;27;960;158;128;92;13;571;508;170;77;21;4;0;92;368;259;179;167;94;74;118
AT1;AT13;AT130;13;1306;91301;9130106;196;49;135;1;41;366;56;22;211;51;34;60;39;5;347;17;36;22;176;87;46;85;28;88;176;60;49;35;14;0;81;89;39;54;64;35;29;31
AT1;AT13;AT130;13;1307;91301;9130107;256;40;167;2;51;436;80;45;262;41;17;124;27;0;339;99;41;37;292;48;64;102;10;132;191;87;79;22;5;0;89;78;74;139;26;10;16;84
AT1;AT13;AT130;13;1308;91301;9130108;574;62;359;5;72;887;185;47;593;66;108;148;98;12;791;135;95;51;582;127;130;167;66;342;374;154;108;69;25;0;177;214;151;125;142;75;83;105
AT1;AT13;AT130;13;1309;91301;9130109;938;23;193;9;43;1064;142;44;944;23;58;108;19;10;110;892;196;8;958;62;87;51;48;95;930;91;73;14;3;0;46;970;103;30;22;21;8;6
AT1;AT13;AT130;13;1310;91301;9130110;140;2;6;0;7;13;142;5;141;2;6;1;0;0;136;16;0;3;144;5;4;0;2;144;10;1;0;0;0;0;8;6;62;26;6;33;9;5
AT1;AT13;AT130;13;1311;91301;9130111;1817;136;64;0;50;1660;407;38;1827;137;55;8;2;0;2012;19;9;27;1802;192;54;17;2;910;1013;132;9;2;1;0;16;672;266;306;274;210;158;165
AT1;AT13;AT130;14;1401;91401;9140101;75;18;270;0;60;356;67;36;88;23;31;83;107;55;306;48;25;44;92;26;49;139;117;62;84;43;99;60;75;0;218;24;27;29;29;57;13;26
AT1;AT13;AT130;14;1402;91401;9140102;9;9;289;1;44;315;37;31;13;13;15;36;166;78;237;80;16;19;16;14;30;147;145;24;25;17;119;91;76;0;213;72;15;4;6;17;11;14
AT1;AT13;AT130;14;1403;91401;9140103;49;41;475;4;73;575;67;41;63;48;91;195;182;22;474;109;22;37;49;66;130;261;136;48;112;130;172;118;60;2;359;113;48;44;40;16;12;10
AT1;AT13;AT130;14;1404;91401;9140104;11;7;581;1;90;608;82;67;23;11;18;75;317;179;323;198;93;76;27;16;58;276;313;41;42;31;129;157;289;1;224;107;79;73;61;76;38;32
AT1;AT13;AT130;14;1405;91401;9140105;1377;45;84;0;42;1101;447;28;1388;47;10;32;31;12;837;374;303;34;1419;35;19;57;18;520;913;44;15;32;24;0;34;837;115;92;83;70;48;269
AT1;AT13;AT130;14;1406;91401;9140106;81;41;456;6;65;583;66;50;91;44;57;103;227;77;404;101;98;46;102;59;72;252;164;67;119;78;92;137;156;0;251;37;47;95;69;80;35;35
AT1;AT13;AT130;14;1407;91401;9140107;0;0;153;0;1;152;2;1;0;0;10;70;73;0;1;153;0;0;2;8;60;83;1;1;10;69;37;31;6;0;0;0;153;0;1;0;0;0
AT1;AT13;AT130;14;1408;91401;9140108;591;38;202;0;45;664;212;34;599;40;49;118;34;2;653;118;79;26;610;62;100;85;19;321;328;144;56;17;10;0;38;139;178;168;88;89;41;135
AT1;AT13;AT130;14;1409;91401;9140109;4;0;1;2;39;10;36;34;8;1;2;0;0;1;7;36;1;2;4;2;1;0;39;6;12;22;4;0;2;0;36;0;1;0;1;0;1;7
AT1;AT13;AT130;14;1410;91401;9140110;942;39;366;2;91;777;663;72;952;45;67;182;99;23;1151;157;66;66;964;75;90;221;90;690;380;152;109;78;31;0;200;297;200;215;181;138;62;147
AT1;AT13;AT130;14;1411;91401;9140111;3337;203;84;2;90;2447;1269;69;3353;206;72;13;2;1;3562;55;65;34;3385;244;59;20;8;2085;1398;209;18;4;2;0;37;947;727;561;460;388;292;304
AT1;AT13;AT130;14;1412;91401;9140112;1351;110;257;3;131;1305;547;86;1385;120;123;109;25;4;1577;68;145;62;1359;198;126;101;68;803;803;179;51;7;9;0;261;157;117;208;379;406;170;154
AT1;AT13;AT130;15;1501;91501;9150101;3;1;336;2;40;359;23;17;7;7;13;42;204;92;176;125;31;50;3;2;28;170;179;8;13;9;58;126;168;0;133;105;51;27;25;8;19;14
AT1;AT13;AT130;15;1502;91501;9150102;5;3;339;4;52;367;36;26;14;6;19;82;171;85;308;36;10;49;12;8;51;164;168;21;10;40;190;78;64;0;324;26;2;7;5;12;17;10
AT1;AT13;AT130;15;1503;91501;9150103;9;6;436;11;74;476;60;40;25;16;49;105;237;64;382;74;23;57;23;21;69;231;192;23;37;120;169;98;89;0;358;29;23;16;35;20;20;35
AT1;AT13;AT130;15;1504;91501;9150104;8;1;264;2;55;278;52;35;19;2;21;53;151;49;211;55;14;50;15;12;34;136;133;23;23;32;103;81;68;0;201;24;6;12;34;25;13;15
AT1;AT13;AT130;15;1505;91501;9150105;15;12;411;6;72;444;72;54;25;13;50;96;217;61;317;144;19;36;47;16;73;214;166;37;47;53;116;107;155;1;248;23;29;66;79;37;18;16
AT1;AT13;AT130;15;1506;91501;9150106;7;2;493;1;77;508;72;66;12;3;28;85;258;128;416;87;27;50;35;23;47;267;208;39;37;30;186;145;143;0;359;26;46;17;42;27;44;19
AT1;AT13;AT130;15;1507;91501;9150107;38;5;305;2;20;347;23;18;40;7;9;81;156;59;148;173;28;21;47;11;57;154;101;25;68;22;84;85;86;0;97;158;29;28;14;10;11;23
AT1;AT13;AT130;16;1601;91601;9160101;13;10;588;3;79;630;63;49;23;13;59;179;291;79;559;54;34;46;47;37;118;314;177;37;45;122;211;94;184;0;421;25;62;66;50;25;18;26
AT1;AT13;AT130;16;1602;91601;9160102;1;5;302;2;39;322;27;22;8;9;26;80;148;56;280;25;12;32;10;19;66;140;114;12;13;60;149;58;57;0;276;10;8;7;10;14;12;12
AT1;AT13;AT130;16;1603;91601;9160103;6;4;397;2;51;412;48;41;13;6;9;45;276;70;123;243;54;40;21;14;28;254;143;32;17;11;77;114;208;1;104;104;127;36;32;16;26;15
AT1;AT13;AT130;16;1604;91601;9160104;10;5;305;0;56;322;54;39;19;9;21;65;166;57;240;45;51;40;22;16;46;153;139;23;38;42;93;57;123;0;180;9;21;48;36;42;19;21
AT1;AT13;AT130;16;1605;91601;9160105;13;15;536;3;96;603;60;45;29;28;66;120;238;137;477;51;66;69;35;43;110;257;218;42;52;113;185;104;166;1;409;55;29;32;48;40;15;35
AT1;AT13;AT130;16;1606;91601;9160106;36;13;404;2;44;453;46;30;47;16;23;110;219;54;228;233;16;22;46;17;67;251;118;47;34;49;131;125;111;2;128;141;18;85;10;74;21;22
AT1;AT13;AT130;16;1607;91601;9160107;21;2;350;0;43;362;54;34;27;3;11;68;179;94;199;110;57;50;32;9;39;181;155;24;38;25;114;87;128;0;160;35;81;30;35;15;16;44
AT1;AT13;AT130;16;1608;91601;9160108;1245;18;90;2;65;788;632;56;1253;19;10;38;31;13;1016;321;47;36;1266;37;42;31;44;1069;247;38;30;16;19;1;43;481;244;199;124;139;73;117
AT1;AT13;AT130;16;1609;91601;9160109;864;86;332;2;54;1041;297;46;871;88;152;139;40;2;1067;20;237;14;876;193;147;96;26;524;559;169;49;28;9;0;97;195;184;237;138;186;137;164
AT1;AT13;AT130;16;1610;91601;9160110;2;3;378;1;25;389;20;10;8;5;14;96;184;92;305;49;11;44;3;14;64;190;138;3;4;90;172;79;61;0;325;42;14;1;13;7;5;2
AT1;AT13;AT130;17;1701;91701;9170101;24;17;464;3;71;522;57;39;44;21;80;129;195;71;478;26;32;43;44;49;101;234;151;29;75;143;163;70;96;3;403;27;35;17;32;45;10;10
AT1;AT13;AT130;17;1702;91701;9170102;23;28;616;4;86;683;74;42;41;40;90;156;313;75;598;88;22;49;54;62;111;313;217;30;78;147;182;132;188;0;453;40;65;52;50;53;19;25
AT1;AT13;AT130;17;1703;91701;9170103;12;11;663;8;86;716;64;48;30;14;60;174;338;116;485;143;51;101;37;45;91;371;236;32;38;117;235;154;204;0;429;103;50;58;42;42;20;36
AT1;AT13;AT130;17;1704;91701;9170104;930;50;138;3;58;687;492;46;938;54;70;36;27;8;1047;67;19;46;941;77;81;47;33;725;285;98;32;12;27;0;70;234;139;161;79;135;119;242
AT1;AT13;AT130;17;1705;91701;9170105;1500;68;266;0;65;1109;790;48;1511;70;81;119;64;6;1517;114;227;41;1481;128;104;148;38;997;603;132;102;52;13;0;151;481;274;226;150;235;183;199
AT1;AT13;AT130;17;1706;91701;9170106;671;20;92;3;33;486;333;26;675;21;22;53;18;4;752;37;10;20;689;25;34;56;15;507;194;48;39;19;12;0;56;163;173;74;110;88;96;59
AT1;AT13;AT130;18;1801;91801;9180101;73;40;171;2;29;269;46;20;81;42;91;55;26;0;279;16;1;19;39;67;84;88;37;17;101;91;66;29;11;0;175;28;41;28;18;12;8;5
AT1;AT13;AT130;18;1802;91801;9180102;18;14;663;13;62;711;59;41;29;19;73;210;317;81;593;93;17;67;37;38;78;321;296;26;56;74;237;187;190;0;580;58;29;35;17;26;8;17
AT1;AT13;AT130;18;1803;91801;9180103;14;15;750;10;95;822;62;48;32;26;91;255;360;72;655;120;21;88;41;45;168;381;249;24;62;171;279;188;160;0;576;79;80;33;42;29;13;32
AT1;AT13;AT130;18;1804;91801;9180104;151;83;608;2;57;830;71;25;168;88;168;252;182;18;687;121;40;53;152;149;203;294;103;79;194;220;233;133;42;0;525;105;101;48;45;34;22;21
AT1;AT13;AT130;18;1805;91801;9180105;1005;94;529;6;81;1245;470;59;1022;99;213;236;73;13;1471;113;36;95;862;249;245;277;82;626;485;272;193;102;37;0;257;327;230;196;223;146;137;199
AT1;AT13;AT130;19;1901;91901;9190101;575;124;333;2;125;861;298;71;603;134;125;156;61;9;919;118;62;60;563;187;178;162;69;416;421;175;81;56;10;0;238;134;169;143;173;123;70;109
AT1;AT13;AT130;19;1902;91901;9190102;13;2;315;1;41;326;46;34;16;3;10;46;200;63;128;182;24;38;22;7;28;194;121;30;23;19;107;67;123;3;68;132;76;37;23;24;1;11
AT1;AT13;AT130;19;1903;91901;9190103;4;0;6;1;74;6;79;71;7;0;1;0;0;6;28;17;2;38;24;4;10;7;40;42;18;5;5;5;10;0;12;1;8;12;12;12;16;12
AT1;AT13;AT130;19;1904;91901;9190104;51;25;635;4;128;724;119;98;68;31;75;195;307;69;528;194;26;95;48;47;85;368;295;94;88;79;171;205;204;2;327;97;161;105;42;48;36;27
AT1;AT13;AT130;19;1905;91901;9190105;287;46;421;3;55;724;88;27;305;51;103;225;92;9;567;177;29;39;199;117;193;237;66;133;224;164;175;86;30;0;156;103;211;92;113;46;36;55
AT1;AT13;AT130;19;1906;91901;9190106;719;89;313;5;97;980;243;60;744;96;168;125;28;2;1021;101;41;60;595;208;215;163;42;325;570;199;103;21;5;0;183;205;173;300;148;72;54;88
AT1;AT13;AT130;19;1907;91901;9190107;269;78;194;1;51;491;102;26;285;83;88;93;18;0;511;27;29;26;248;100;128;103;14;193;204;111;55;26;4;0;141;51;37;112;81;63;63;45
AT1;AT13;AT130;19;1908;91901;9190108;80;29;603;5;53;715;55;33;92;32;62;229;261;61;468;215;50;37;93;51;100;361;165;59;105;95;153;182;176;0;192;86;104;148;60;117;37;26
AT1;AT13;AT130;19;1909;91901;9190109;95;54;262;2;37;398;52;20;106;58;112;102;46;6;386;27;9;28;63;48;113;153;73;42;111;111;104;61;21;0;201;51;76;58;34;9;8;13
AT1;AT13;AT130;19;1910;91901;9190110;1548;121;429;6;104;1482;726;63;1573;127;158;203;82;2;1606;184;245;173;1472;207;237;243;49;961;768;258;172;34;15;0;154;490;211;381;302;276;129;265
AT1;AT13;AT130;20;2001;92001;9200101;7;1;176;0;23;180;27;20;9;2;1;2;107;66;15;167;7;18;17;1;4;87;98;19;6;4;3;19;156;0;19;67;63;17;4;4;12;21
AT1;AT13;AT130;20;2002;92001;9200102;2;0;342;3;38;353;32;27;11;2;2;8;127;208;181;118;50;36;3;2;5;130;245;11;15;2;23;67;265;2;132;88;35;43;28;12;24;23
AT1;AT13;AT130;20;2003;92001;9200103;7;5;353;4;38;374;33;29;17;6;4;41;147;163;298;45;22;42;19;7;25;123;233;28;16;15;68;79;201;0;245;24;36;29;21;24;12;16
AT1;AT13;AT130;20;2004;92001;9200104;8;1;159;4;21;168;25;15;12;1;1;5;73;86;37;86;32;38;12;1;3;54;123;21;10;1;2;21;120;18;20;9;28;40;35;9;32;20
AT1;AT13;AT130;20;2005;92001;9200105;5;1;363;2;95;369;97;90;9;2;14;63;169;119;282;139;10;35;77;6;46;152;185;87;3;11;108;91;166;0;257;19;24;118;13;6;23;6
AT1;AT13;AT130;20;2006;92001;9200106;3;0;221;1;26;225;26;21;6;2;1;8;112;101;85;137;11;18;9;1;3;78;160;13;12;6;4;35;178;3;37;15;45;113;9;14;8;10
AT1;AT13;AT130;20;2007;92001;9200107;7;0;325;3;38;333;40;33;13;2;2;15;196;112;98;179;65;31;14;6;18;134;201;25;10;6;14;84;231;3;59;87;41;77;31;15;29;34
AT1;AT13;AT130;20;2008;92001;9200108;1;1;114;0;36;114;38;32;5;1;2;3;33;76;97;8;31;16;10;4;4;28;106;22;7;9;11;23;77;3;58;4;4;28;26;13;3;16
AT1;AT13;AT130;21;2101;92101;9210101;491;43;19;0;87;435;205;66;509;45;11;7;2;0;576;27;23;14;538;48;26;19;9;460;159;18;2;0;1;0;145;63;65;62;33;61;110;101
AT1;AT13;AT130;21;2102;92101;9210102;791;48;171;2;55;937;130;35;808;50;28;66;39;41;803;43;212;9;811;64;47;61;84;624;225;96;43;46;33;0;174;134;55;68;83;62;300;191
AT1;AT13;AT130;21;2103;92101;9210103;717;70;176;2;34;840;159;26;723;72;49;89;25;15;390;223;376;10;761;53;57;89;39;255;594;115;16;6;13;0;2;32;54;76;77;583;113;62
AT1;AT13;AT130;21;2104;92101;9210104;1337;56;91;0;22;1125;381;19;1339;57;19;49;23;0;1194;160;109;43;1369;45;29;58;5;1041;322;85;53;4;1;0;6;240;137;345;177;146;169;286
AT1;AT13;AT130;21;2105;92101;9210105;1120;35;361;2;78;1327;269;68;1129;38;16;90;152;103;771;436;350;39;1148;47;21;123;257;563;603;84;93;17;206;30;6;108;116;423;341;187;103;312
AT1;AT13;AT130;21;2106;92101;9210106;178;20;33;0;66;213;84;49;191;23;14;13;7;0;254;11;4;28;200;19;20;30;28;142;95;46;10;1;3;0;63;19;23;36;39;17;31;69
AT1;AT13;AT130;21;2107;92101;9210107;310;12;102;2;145;344;227;136;318;13;10;45;23;26;406;78;28;59;408;20;34;45;64;328;112;39;32;21;38;1;38;54;84;68;72;66;50;139
AT1;AT13;AT130;21;2108;92101;9210108;611;5;74;0;22;395;317;16;613;7;2;28;43;3;547;99;53;13;622;2;9;59;20;567;66;23;26;6;24;0;16;2;4;129;85;302;126;48
AT1;AT13;AT130;21;2109;92101;9210109;827;67;165;1;25;951;134;17;836;67;5;60;75;25;908;158;8;11;864;44;27;88;62;503;406;59;49;15;53;0;10;240;123;196;283;135;50;48
AT1;AT13;AT130;21;2110;92101;9210110;365;26;296;0;24;513;198;16;371;27;30;204;52;11;295;383;23;10;402;87;162;40;20;313;159;170;44;8;17;0;16;53;386;17;58;68;29;84
AT1;AT13;AT130;21;2111;92101;9210111;158;25;130;2;83;306;92;60;177;29;26;37;42;27;268;33;69;28;194;37;38;54;75;152;103;49;29;43;22;0;66;19;35;34;18;29;104;93
AT1;AT13;AT130;21;2112;92101;9210112;535;24;143;1;26;600;129;23;538;25;26;51;34;32;544;134;48;3;573;27;27;42;60;287;243;119;27;14;17;22;57;135;38;98;72;56;44;229
AT1;AT13;AT130;21;2113;92101;9210113;591;59;158;1;64;704;169;49;602;63;64;35;42;18;709;46;91;27;624;89;54;62;44;350;343;100;46;24;10;0;138;69;50;58;96;54;94;314
AT1;AT13;AT130;21;2114;92101;9210114;162;15;298;0;30;463;42;22;166;19;17;227;50;4;202;242;32;29;181;21;144;149;10;94;150;171;50;33;7;0;11;13;149;156;122;27;14;13
AT1;AT13;AT130;21;2115;92101;9210115;201;26;115;0;29;306;65;24;206;26;12;36;38;29;253;65;37;16;222;21;20;44;64;169;83;19;33;13;54;0;29;45;55;90;19;26;52;55
AT1;AT13;AT130;21;2116;92101;9210116;1124;64;72;0;42;1084;218;35;1130;64;26;34;13;0;1130;46;110;16;1168;65;20;42;7;797;432;53;17;1;2;0;35;240;145;150;172;232;195;133
AT1;AT13;AT130;21;2117;92101;9210117;270;9;305;0;25;418;191;22;272;9;26;90;182;8;276;301;17;15;281;40;75;185;28;243;80;77;95;69;44;1;21;103;188;100;34;76;44;43
AT1;AT13;AT130;21;2118;92101;9210118;45;21;346;1;45;410;48;26;57;25;53;119;159;19;279;74;82;23;71;35;90;189;73;76;57;105;76;77;67;0;182;42;47;70;24;43;13;37
AT1;AT13;AT130;21;2119;92101;9210119;199;10;101;1;45;237;119;39;202;10;20;30;32;23;235;74;36;11;215;20;31;41;49;165;88;29;24;21;29;0;50;54;43;45;11;68;8;77
AT1;AT13;AT130;21;2120;92101;9210120;9;5;39;0;42;53;42;35;14;6;2;5;21;12;46;7;2;40;19;2;9;27;38;27;19;7;9;15;18;0;28;6;8;8;5;12;11;17
AT1;AT13;AT130;21;2121;92101;9210121;19;5;252;0;64;261;79;55;24;7;7;49;147;51;147;128;42;23;27;48;49;134;82;62;23;43;51;75;85;1;127;85;45;46;12;10;5;10
AT1;AT13;AT130;21;2122;92101;9210122;267;10;281;3;81;433;209;47;280;16;30;69;158;42;452;92;51;47;281;22;47;135;157;242;92;52;46;37;166;7;110;44;160;95;84;78;27;44
AT1;AT13;AT130;21;2123;92101;9210123;35;21;396;5;54;455;56;33;46;26;31;85;213;77;360;60;50;41;70;30;49;191;171;54;56;56;53;81;211;0;167;19;55;98;80;28;31;33
AT1;AT13;AT130;21;2124;92101;9210124;345;21;83;59;30;404;134;24;407;22;9;13;41;22;372;36;42;88;375;15;61;43;44;315;119;31;25;8;38;2;28;61;45;54;65;121;45;119
AT1;AT13;AT130;21;2125;92101;9210125;375;23;112;1;44;427;128;33;380;23;14;39;46;20;415;73;47;20;401;25;25;52;52;290;144;53;27;17;24;0;37;124;68;26;19;22;148;111
AT1;AT13;AT130;21;2126;92101;9210126;47;14;247;5;51;299;65;38;59;18;23;39;148;39;126;167;42;29;77;25;37;112;113;93;28;16;79;53;95;0;47;110;20;38;35;46;33;35
AT1;AT13;AT130;21;2127;92101;9210127;694;61;20;1;22;565;233;15;701;62;20;0;0;0;722;43;4;29;710;66;16;3;3;556;198;39;3;1;1;0;16;124;164;101;76;96;83;138
AT1;AT13;AT130;21;2128;92101;9210128;15;0;7;0;28;8;42;27;16;0;0;0;4;3;34;4;1;11;22;0;3;5;20;25;14;0;2;7;2;0;3;4;0;0;2;15;6;20
AT1;AT13;AT130;21;2129;92101;9210129;230;0;0;0;6;82;154;6;230;0;0;0;0;0;219;12;1;4;233;0;1;1;1;190;34;11;1;0;0;0;0;2;17;29;11;6;0;171
AT1;AT13;AT130;21;2130;92101;9210130;0;1;1;0;67;6;63;58;8;2;1;0;0;0;28;2;0;39;14;3;5;3;44;31;28;6;2;1;1;0;5;3;1;11;17;23;4;5
AT1;AT13;AT130;22;2201;92201;9220101;642;27;37;0;23;639;90;12;650;29;30;2;2;4;598;20;105;6;658;40;15;8;8;452;235;38;2;1;1;0;56;119;27;51;47;109;137;183
AT1;AT13;AT130;22;2202;92201;9220102;1219;29;55;1;95;1154;245;85;1227;31;23;14;14;5;1165;43;127;64;1295;29;33;21;21;760;560;39;17;11;12;0;35;42;42;60;54;208;177;781
AT1;AT13;AT130;22;2203;92201;9220103;784;15;6;2;27;578;256;21;792;15;5;1;0;0;809;11;4;10;777;18;11;23;5;693;121;19;1;0;0;0;6;53;85;100;122;180;154;134
AT1;AT13;AT130;22;2204;92201;9220104;1282;25;64;1;42;1080;334;29;1296;25;6;31;26;1;1301;22;69;22;1272;54;38;28;22;995;318;62;36;2;0;1;9;152;98;141;230;238;254;292
AT1;AT13;AT130;22;2205;92201;9220105;1382;30;116;0;31;1325;234;23;1390;30;24;64;28;0;1108;36;370;45;1399;33;49;53;25;1166;258;76;40;15;4;0;7;137;20;42;82;176;733;362
AT1;AT13;AT130;22;2206;92201;9220106;1205;20;260;1;25;1417;94;20;1210;21;71;85;46;58;736;319;309;147;1193;75;51;104;88;593;605;142;71;21;41;38;17;250;192;52;130;298;152;420
AT1;AT13;AT130;22;2207;92201;9220107;1184;62;110;0;127;1196;287;120;1188;65;37;59;12;2;1122;44;256;61;1277;77;47;56;26;939;409;102;21;7;5;0;9;170;84;141;304;154;357;264
AT1;AT13;AT130;22;2208;92201;9220108;796;38;236;0;293;872;491;253;823;48;40;45;44;110;818;152;247;146;896;58;66;108;235;721;371;87;34;11;112;27;50;79;104;131;196;259;250;294
AT1;AT13;AT130;22;2209;92201;9220109;544;48;412;1;49;921;133;35;558;48;28;144;182;59;626;213;185;30;566;57;61;180;190;385;243;82;143;99;101;1;55;63;106;227;206;160;128;109
AT1;AT13;AT130;22;2210;92201;9220110;302;19;114;1;37;393;80;28;311;20;7;20;29;58;260;66;104;43;303;31;18;34;87;186;156;36;17;9;64;5;21;54;67;46;23;94;55;113
AT1;AT13;AT130;22;2211;92201;9220111;280;13;342;3;65;490;213;51;290;18;13;39;202;90;439;162;57;45;304;26;34;190;149;272;72;21;76;75;182;5;88;142;109;87;51;53;63;110
AT1;AT13;AT130;22;2212;92201;9220112;555;38;43;0;47;451;232;41;559;39;13;5;4;22;606;53;9;15;584;49;7;15;28;447;169;38;5;4;15;5;39;156;72;60;90;49;87;130
AT1;AT13;AT130;22;2213;92201;9220113;6;4;174;0;46;195;35;24;17;8;13;14;86;68;77;109;25;19;18;5;11;66;130;19;27;13;37;37;93;4;31;36;6;80;26;18;15;18
AT1;AT13;AT130;22;2214;92201;9220114;1461;3;96;1;15;1534;42;11;1465;4;14;44;28;10;95;300;1180;1;1464;13;36;36;27;452;1033;36;36;9;10;0;7;1184;204;30;7;83;7;54
AT1;AT13;AT130;22;2215;92201;9220115;348;25;308;0;36;639;78;24;358;26;22;179;55;53;304;229;173;11;365;31;75;154;92;159;215;93;143;20;87;0;18;107;68;304;79;50;31;60
AT1;AT13;AT130;22;2216;92201;9220116;81;2;39;0;49;96;75;45;84;2;3;23;6;8;86;40;13;32;96;1;11;31;32;100;23;14;21;3;10;0;7;16;19;32;25;19;15;38
AT1;AT13;AT130;22;2217;92201;9220117;1379;11;8;0;49;655;792;41;1386;12;2;1;2;3;1350;40;10;47;1417;9;4;5;12;1085;315;38;7;1;1;0;12;418;280;154;118;71;91;303
AT1;AT13;AT130;22;2218;92201;9220118;121;16;211;2;15;319;46;14;124;16;9;82;91;29;96;96;167;6;141;6;9;159;50;88;66;50;80;54;27;0;5;8;9;101;21;71;82;68
AT1;AT13;AT130;22;2219;92201;9220119;49;18;235;0;86;306;82;59;66;22;34;54;124;29;247;69;47;25;93;31;50;131;83;89;78;38;87;50;46;0;129;38;38;94;28;20;20;21
AT1;AT13;AT130;22;2220;92201;9220120;231;18;63;1;56;279;90;43;245;18;9;5;37;12;188;60;97;24;247;27;13;24;58;147;151;17;7;6;41;0;36;17;23;64;19;127;25;58
AT1;AT13;AT130;22;2221;92201;9220121;489;34;29;0;24;463;113;19;491;37;8;8;3;10;542;17;13;4;487;51;13;13;12;332;202;21;8;5;8;0;8;87;90;127;61;51;43;109
AT1;AT13;AT130;22;2222;92201;9220122;749;8;140;1;24;881;41;17;754;8;44;30;42;27;105;286;518;13;758;41;22;50;51;317;493;32;36;20;23;1;15;322;255;8;21;9;242;50
AT1;AT13;AT130;22;2223;92201;9220123;735;27;122;0;81;832;133;44;768;30;30;51;36;6;661;71;202;31;745;55;65;62;38;548;280;75;35;8;19;0;117;55;82;47;39;171;294;160
AT1;AT13;AT130;22;2224;92201;9220124;1052;38;88;2;19;1115;84;14;1057;38;16;16;40;18;493;154;544;8;1072;36;11;32;48;411;650;63;18;25;32;0;8;163;52;28;196;285;217;250
AT1;AT13;AT130;22;2225;92201;9220125;726;16;21;0;13;611;165;11;728;16;8;4;9;0;701;6;66;3;720;36;7;9;4;529;218;17;4;7;1;0;6;115;77;76;130;101;155;116
AT1;AT13;AT130;22;2226;92201;9220126;1782;45;30;1;56;1445;469;46;1791;45;25;7;0;0;1712;35;108;59;1813;73;17;9;2;1456;329;120;7;1;1;0;8;195;306;193;187;166;473;386
AT1;AT13;AT130;22;2227;92201;9220127;2243;51;62;1;42;1908;491;27;2259;51;18;16;22;6;1765;51;479;104;2256;72;26;18;27;1624;597;136;28;10;4;0;23;133;143;201;420;394;540;545
AT1;AT13;AT130;22;2228;92201;9220128;793;22;99;1;65;855;125;44;810;25;26;52;21;2;744;27;181;28;818;38;51;54;19;542;251;136;46;5;0;0;37;119;73;71;82;126;181;291
